ptid,source_label_utc,label_interpretation,integration_method,coverage_seconds,maximum_bracketing_gap_seconds,independently_averaged_P58B_mw,published_P58C_mw,residual_mw
61752,2025-07-01T21:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2122.4408333333336,2209.4026,-86.96176666666634
61752,2025-07-01T21:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2228.8884349444443,2209.4026,19.485834944444377
61752,2025-07-01T22:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2228.8884349444443,2113.8369,115.05153494444448
61752,2025-07-01T22:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2115.716475,2113.8369,1.8795750000003864
61752,2025-07-01T23:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2115.716475,2137.8156,-22.09912499999973
61752,2025-07-01T23:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2138.932475,2137.8156,1.1168750000001637
61752,2025-07-02T00:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2138.932475,2085.3067,53.625774999999976
61752,2025-07-02T00:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2096.6140583333336,2085.3067,11.307358333333468
61752,2025-07-02T01:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2096.6140583333336,2026.0354,70.57865833333358
61752,2025-07-02T01:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2034.0644916666668,2026.0354,8.029091666666773
61752,2025-07-02T02:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2034.0644916666668,1947.0014,87.06309166666665
61752,2025-07-02T02:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1964.3926759444444,1947.0014,17.39127594444426
61752,2025-07-02T03:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1964.3926759444444,1810.1614,154.2312759444444
61752,2025-07-02T03:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1830.36685,1810.1614,20.205450000000155
61752,2025-07-02T04:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1830.36685,1841.8403,-11.473449999999957
61752,2025-07-02T04:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1830.4367833333333,1841.8403,-11.403516666666746
61752,2025-07-02T05:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1830.4367833333333,1784.2156,46.22118333333333
61752,2025-07-02T05:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1796.0855083333333,1784.2156,11.869908333333342
61752,2025-07-02T06:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1796.0855083333333,1715.597,80.48850833333336
61752,2025-07-02T06:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1723.2025583333334,1715.597,7.60555833333342
61752,2025-07-02T07:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1723.2025583333334,1677.7529,45.449658333333446
61752,2025-07-02T07:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1682.8913,1677.7529,5.138400000000047
61752,2025-07-02T08:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1682.8913,1677.324,5.567299999999932
61752,2025-07-02T08:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1678.2530583333332,1677.324,0.9290583333331597
61752,2025-07-02T09:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1678.2530583333332,1696.9864,-18.733341666666774
61752,2025-07-02T09:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1693.3809333333334,1696.9864,-3.6054666666666435
61752,2025-07-02T10:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1693.3809333333334,1760.7777,-67.39676666666674
61752,2025-07-02T10:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1746.698225,1760.7777,-14.079475000000002
61752,2025-07-02T11:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1746.698225,1835.1644,-88.4661749999998
61752,2025-07-02T11:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1826.8360166666666,1835.1644,-8.32838333333325
61752,2025-07-02T12:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1826.8360166666666,1878.3996,-51.56358333333333
61752,2025-07-02T12:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1875.9508833333332,1878.3996,-2.448716666666769
61752,2025-07-02T13:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1875.9508833333332,1923.491,-47.54011666666679
61752,2025-07-02T13:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1909.5423916666664,1923.491,-13.948608333333596
61752,2025-07-02T14:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1909.5423916666664,1960.9166,-51.37420833333363
61752,2025-07-02T14:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1964.0301916666665,1960.9166,3.11359166666648
61752,2025-07-02T15:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1964.0301916666665,1999.8174,-35.78720833333341
61752,2025-07-02T15:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1990.1175083333335,1999.8174,-9.699891666666417
61752,2025-07-02T16:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1990.1175083333335,2056.2014,-66.08389166666643
61752,2025-07-02T16:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2051.063275,2056.2014,-5.138124999999945
61752,2025-07-02T17:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2051.063275,2116.546,-65.48272499999985
61752,2025-07-02T17:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2109.1108,2116.546,-7.435199999999895
61752,2025-07-02T18:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2109.1108,2155.0017,-45.890899999999874
61752,2025-07-02T18:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2149.1198916666667,2155.0017,-5.881808333333083
61752,2025-07-02T19:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2149.1198916666667,2185.1205,-36.000608333333275
61752,2025-07-02T19:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2185.709725,2185.1205,0.5892250000001695
61752,2025-07-02T20:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2185.709725,2226.5391,-40.8293749999998
61752,2025-07-02T20:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2221.7433833333334,2226.5391,-4.795716666666522
61752,2025-07-02T21:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2221.7433833333334,2263.3284,-41.585016666666434
61752,2025-07-02T21:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2270.5988583333333,2263.3284,7.2704583333334085
61752,2025-07-02T22:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2270.5988583333333,2273.4552,-2.8563416666665944
61752,2025-07-02T22:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2272.5031,2273.4552,-0.9520999999999731
61752,2025-07-02T23:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2272.5031,2287.2243,-14.721199999999953
61752,2025-07-02T23:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2288.0953166666663,2287.2243,0.8710166666664918
61752,2025-07-03T00:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2288.0953166666663,2237.3095,50.785816666666506
61752,2025-07-03T00:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2240.847475,2237.3095,3.5379750000001877
61752,2025-07-03T01:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2240.847475,2213.9787,26.868774999999914
61752,2025-07-03T01:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2215.220658333333,2213.9787,1.2419583333330593
61752,2025-07-03T02:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2215.220658333333,2105.159,110.06165833333307
61752,2025-07-03T02:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2120.7124166666667,2105.159,15.553416666666635
61752,2025-07-03T03:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2120.7124166666667,1979.3413,141.3711166666667
61752,2025-07-03T03:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1995.2847416666668,1979.3413,15.943441666666786
61752,2025-07-03T04:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1995.2847416666668,1874.1866,121.09814166666683
61752,2025-07-03T04:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1891.7898916666668,1874.1866,17.60329166666679
61752,2025-07-03T05:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1891.7898916666668,1799.1515,92.63839166666685
61752,2025-07-03T05:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1808.3066166666667,1799.1515,9.1551166666668
61752,2025-07-03T06:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1808.3066166666667,1736.8781,71.42851666666684
61752,2025-07-03T06:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1743.243775,1736.8781,6.36567500000001
61752,2025-07-03T07:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1743.243775,1694.8003,48.44347499999981
61752,2025-07-03T07:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1697.9414333333334,1694.8003,3.1411333333333005
61752,2025-07-03T08:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1697.9414333333334,1691.0035,6.937933333333376
61752,2025-07-03T08:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1690.6455333333333,1691.0035,-0.3579666666666981
61752,2025-07-03T09:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1690.6455333333333,1708.6097,-17.964166666666642
61752,2025-07-03T09:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1708.447375,1708.6097,-0.16232500000000982
61752,2025-07-03T10:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1708.447375,1751.7359,-43.288524999999936
61752,2025-07-03T10:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1750.5232333333333,1751.7359,-1.2126666666665642
61752,2025-07-03T11:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1750.5232333333333,1801.6146,-51.09136666666677
61752,2025-07-03T11:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1799.2577416666668,1801.6146,-2.356858333333321
61752,2025-07-03T12:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1799.2577416666668,1854.2596,-55.0018583333333
61752,2025-07-03T12:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1852.3418000000001,1854.2596,-1.9177999999999429
61752,2025-07-03T13:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1852.3418000000001,1886.2723,-33.93049999999994
61752,2025-07-03T13:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1878.7387781111113,1886.2723,-7.533521888888799
61752,2025-07-03T14:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1878.7387781111113,1948.6806,-69.94182188888863
61752,2025-07-03T14:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1933.4115583333335,1948.6806,-15.269041666666453
61752,2025-07-03T15:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1933.4115583333335,2001.7569,-68.34534166666663
61752,2025-07-03T15:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2002.5963166666668,2001.7569,0.8394166666666933
61752,2025-07-03T16:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2002.5963166666668,2026.7629,-24.166583333333165
61752,2025-07-03T16:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2027.3992354722222,2026.7629,0.6363354722222994
61752,2025-07-03T17:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2027.3992354722222,2060.6502,-33.250964527777796
61752,2025-07-03T17:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2056.620391666667,2060.6502,-4.0298083333332215
61752,2025-07-03T18:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2056.620391666667,2080.5849,-23.964508333333015
61752,2025-07-03T18:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2074.7364166666666,2080.5849,-5.848483333333206
61752,2025-07-03T19:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2074.7364166666666,2104.6437,-29.907283333333453
61752,2025-07-03T19:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2093.545058333333,2104.6437,-11.098641666666936
61752,2025-07-03T20:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2093.545058333333,2128.0951,-34.55004166666686
61752,2025-07-03T20:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2127.1817416666668,2128.0951,-0.9133583333332354
61752,2025-07-03T21:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2127.1817416666668,2143.7468,-16.565058333333127
61752,2025-07-03T21:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2140.5414333333333,2143.7468,-3.2053666666665777
61752,2025-07-03T22:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2140.5414333333333,2135.3531,5.188333333333503
61752,2025-07-03T22:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2136.6586916666665,2135.3531,1.3055916666667144
61752,2025-07-03T23:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2136.6586916666665,2125.2946,11.364091666666354
61752,2025-07-03T23:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2128.5343061666667,2125.2946,3.239706166666565
61752,2025-07-04T00:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2128.5343061666667,2052.558,75.97630616666675
61752,2025-07-04T00:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,2067.437475,2052.558,14.879475000000184
61752,2025-07-04T01:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,2067.437475,1965.3688,102.06867500000021
61752,2025-07-04T01:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1974.2919333333334,1965.3688,8.923133333333453
61752,2025-07-04T02:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1974.2919333333334,1865.6132,108.67873333333341
61752,2025-07-04T02:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1878.93025575,1865.6132,13.317055750000009
61752,2025-07-04T03:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1878.93025575,1761.7319,117.19835575000002
61752,2025-07-04T03:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1770.5926749999999,1761.7319,8.860774999999876
61752,2025-07-04T04:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1770.5926749999999,1662.8771,107.71557499999994
61752,2025-07-04T04:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1675.2335416666667,1662.8771,12.356441666666797
61752,2025-07-04T05:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1675.2335416666667,1579.8948,95.33874166666669
61752,2025-07-04T05:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1587.992175,1579.8948,8.097375000000056
61752,2025-07-04T06:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1587.992175,1529.8513,58.14087500000005
61752,2025-07-04T06:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1532.9342496111112,1529.8513,3.0829496111111894
61752,2025-07-04T07:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1532.9342496111112,1494.0661,38.86814961111122
61752,2025-07-04T07:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1500.6858916666667,1494.0661,6.6197916666667425
61752,2025-07-04T08:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1500.6858916666667,1483.6464,17.039491666666663
61752,2025-07-04T08:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1486.4119083333333,1483.6464,2.765508333333173
61752,2025-07-04T09:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1486.4119083333333,1476.4753,9.936608333333197
61752,2025-07-04T09:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1478.6870750000003,1476.4753,2.211775000000216
61752,2025-07-04T10:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1478.6870750000003,1459.4951,19.191975000000184
61752,2025-07-04T10:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1457.7257916666665,1459.4951,-1.7693083333335835
61752,2025-07-04T11:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1457.7257916666665,1451.2431,6.482691666666597
61752,2025-07-04T11:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1450.6802684166669,1451.2431,-0.5628315833330362
61752,2025-07-04T12:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1450.6802684166669,1447.9557,2.724568416666898
61752,2025-07-04T12:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1447.7936416666669,1447.9557,-0.16205833333310693
61752,2025-07-04T13:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1447.7936416666669,1469.4875,-21.693858333333083
61752,2025-07-04T13:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1463.8603166666667,1469.4875,-5.627183333333278
61752,2025-07-04T14:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1463.8603166666667,1507.7343,-43.8739833333334
61752,2025-07-04T14:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1506.0361833333334,1507.7343,-1.6981166666666923
61752,2025-07-04T15:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1506.0361833333334,1556.9233,-50.88711666666654
61752,2025-07-04T15:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1554.8048666666666,1556.9233,-2.1184333333333143
61752,2025-07-04T16:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1554.8048666666666,1612.4888,-57.68393333333347
61752,2025-07-04T16:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1601.229475,1612.4888,-11.25932499999999
61752,2025-07-04T17:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1601.229475,1666.2161,-64.986625
61752,2025-07-04T17:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1658.2436833333334,1666.2161,-7.9724166666667315
61752,2025-07-04T18:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1658.2436833333334,1718.5908,-60.34711666666658
61752,2025-07-04T18:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1711.2862666666667,1718.5908,-7.304533333333211
61752,2025-07-04T19:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1711.2862666666667,1772.4794,-61.19313333333321
61752,2025-07-04T19:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1756.0502166666668,1772.4794,-16.429183333333185
61752,2025-07-04T20:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1756.0502166666668,1839.2338,-83.18358333333322
61752,2025-07-04T20:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1834.193725,1839.2338,-5.040074999999888
61752,2025-07-04T21:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1834.193725,1902.9754,-68.78167499999995
61752,2025-07-04T21:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1894.1669916666667,1902.9754,-8.808408333333318
61752,2025-07-04T22:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1894.1669916666667,1959.6073,-65.44030833333318
61752,2025-07-04T22:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1956.9865166666666,1959.6073,-2.620783333333293
61752,2025-07-04T23:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1956.9865166666666,1988.0415,-31.05498333333344
61752,2025-07-04T23:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1993.8442833333334,1988.0415,5.802783333333309
61752,2025-07-05T00:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1993.8442833333334,1941.7012,52.14308333333338
61752,2025-07-05T00:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1944.5916,1941.7012,2.8903999999999996
61752,2025-07-05T01:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1944.5916,1880.8853,63.706300000000056
61752,2025-07-05T01:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1886.0214916666666,1880.8853,5.1361916666667184
61752,2025-07-05T02:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1886.0214916666666,1808.3488,77.67269166666665
61752,2025-07-05T02:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1818.8827083333333,1808.3488,10.53390833333333
61752,2025-07-05T03:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1818.8827083333333,1745.8282,73.05450833333339
61752,2025-07-05T03:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1756.5439333333334,1745.8282,10.715733333333446
61752,2025-07-05T04:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1756.5439333333334,1660.9173,95.6266333333333
61752,2025-07-05T04:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1670.3954333333336,1660.9173,9.478133333333517
61752,2025-07-05T05:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1670.3954333333336,1585.9696,84.42583333333369
61752,2025-07-05T05:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1595.2460916666666,1585.9696,9.276491666666743
61752,2025-07-05T06:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1595.2460916666666,1543.9186,51.327491666666674
61752,2025-07-05T06:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1550.0706583333333,1543.9186,6.152058333333343
61752,2025-07-05T07:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1550.0706583333333,1518.2651,31.805558333333238
61752,2025-07-05T07:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1518.6840833333333,1518.2651,0.41898333333324445
61752,2025-07-05T08:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1518.6840833333333,1513.8396,4.844483333333301
61752,2025-07-05T08:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1509.6291583333332,1513.8396,-4.2104416666668385
61752,2025-07-05T09:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1509.6291583333332,1505.646,3.983158333333222
61752,2025-07-05T09:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1515.1880666666666,1505.646,9.542066666666642
61752,2025-07-05T10:00:00+00:00,hour_ending,forward_sample_hold,3600.0,300.0,1515.1880666666666,1495.2669,19.921166666666522
61752,2025-07-05T10:00:00+00:00,hour_beginning,forward_sample_hold,3600.0,300.0,1495.1772,1495.2669,-0.08969999999999345
