archive,member,member_sha256,bytes,rows,header,first_timestamp,last_timestamp,interface_count,rows_outside_filename_date,null_numeric_cells
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190101ExternalLimitsFlows.csv,a7ff2cb1fef02593d95898014b808ea14fa0e21dc5fbf57d5433f71cb4324782,287028,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-01 00:00:00,2019-01-01 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190113ExternalLimitsFlows.csv,ec5495df7e076ab5f78586fd6b8b9ef90d9e4641a790dc271b2f830c8f9c7f61,288600,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-13 00:00:00,2019-01-13 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190114ExternalLimitsFlows.csv,4c89de43b835f985c97c2124413605e3d410fd4d93632a0dab1970e3755ce192,289964,5238,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-14 00:00:00,2019-01-14 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190115ExternalLimitsFlows.csv,06b53fa6f2d66c8d12914c6e99211cbe4340f80ccb07f96281a37f1c315fd532,288655,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-15 00:00:00,2019-01-15 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190116ExternalLimitsFlows.csv,dbe153c466cc61dd2e8e4478bcbb8b008e549a23bef9d31a12e72c3fc95b3423,289472,5220,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-16 00:00:00,2019-01-16 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190117ExternalLimitsFlows.csv,65cba31be1e105b730068687b353d4174e2371ced207813db459cf96309f2b23,283910,5130,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-17 00:00:00,2019-01-17 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190118ExternalLimitsFlows.csv,c2f21131fc3e9aff809826fcd56a945f78562e48027ad5ddcbd92ef6b2abd971,286880,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-18 00:00:00,2019-01-18 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190119ExternalLimitsFlows.csv,c9c9d8d754256ea373a7f6dd679c392650fca047a31590672bacbb96a9cd4696,285640,5166,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-19 00:00:00,2019-01-19 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190120ExternalLimitsFlows.csv,78768c025b281ab6641651272888f3d9e30a6aaade520dd1330936b209e80819,288233,5220,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-20 00:00:00,2019-01-20 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190121ExternalLimitsFlows.csv,e451f4e6625b203ac32e57f3e01597d1a29ca31dfd38505674a1961494071284,286034,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-21 00:00:00,2019-01-21 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190122ExternalLimitsFlows.csv,0cba820c18c0ee926c688f450c13148f2dee0134c032782cf0f6537adb9f2722,289429,5256,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-22 00:00:00,2019-01-22 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190123ExternalLimitsFlows.csv,396946ef8a64b351b1623f8e8c3f522887d4012bf9a1c2c72f146d77a978aac4,286612,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-23 00:00:00,2019-01-23 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190124ExternalLimitsFlows.csv,64ec562568207d9b71b4b63b60ac2b8ed7e166fb45b79680205687181aa65f2b,285950,5166,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-24 00:00:00,2019-01-24 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190125ExternalLimitsFlows.csv,29ba640bf31dbae1397a1966b17a214bd6ca98a5d01edfaa6d40ead98f99b0af,286714,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-25 00:00:00,2019-01-25 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190126ExternalLimitsFlows.csv,448375ae2caf85a60ed8bb04527878a197ee8819b28cc3aebd4921d750712cdb,291358,5256,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-26 00:00:00,2019-01-26 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190127ExternalLimitsFlows.csv,15071eabff1ddc3a787bfe121bb6863bac6cde71436768992ccd5ac4e716aa57,288212,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-27 00:00:00,2019-01-27 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190128ExternalLimitsFlows.csv,d08db552de2756a3852b5bb3729e5323745f98238443b82d47c15c12c031c154,286978,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-28 00:00:00,2019-01-28 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190129ExternalLimitsFlows.csv,5a2e15c397a9287c82884e8a291e3ce9cc70358224a764404e288d2344b2fb51,288318,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-29 00:00:00,2019-01-29 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190130ExternalLimitsFlows.csv,27e326219392525dd3fc0f495a9d0d51d090e5befe8e00dd809f7f909a408289,292162,5274,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-30 00:00:00,2019-01-30 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190101ExternalLimitsFlows_csv.zip,20190131ExternalLimitsFlows.csv,a80321cf6c7ca5cd1f4c4bbc24bf923df1cd3cfa3ae1b8bddb5d16e547429745,290487,5256,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-01-31 00:00:00,2019-01-31 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190201ExternalLimitsFlows.csv,dfa7eeeb1f7bb48960c5e3f1ae72e1928cc2a7478777ef337e3de0c30eb49e41,287339,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-01 00:00:00,2019-02-01 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190202ExternalLimitsFlows.csv,b5bdf22d48539fc0a9c4cc8fb13d5ff4ccceb20593daefce6c6742aa09635668,287304,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-02 00:00:00,2019-02-02 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190203ExternalLimitsFlows.csv,71e893a278ac41d2c2b35323846ee029796e30117dc98ed6da4e7fe5d07ce9b5,287006,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-03 00:00:00,2019-02-03 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190204ExternalLimitsFlows.csv,4a99c3b5d492d6417930ab603598edb66d92e75b509fe646e2737d5bb6fafa16,288874,5220,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-04 00:00:00,2019-02-04 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190205ExternalLimitsFlows.csv,ce13432b71fd567360168288da8cef27a3d1112f244a7bbfffdc89dd440df38d,283647,5148,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-05 00:00:00,2019-02-05 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190206ExternalLimitsFlows.csv,fd7ab21bd0662c204c2855eb50d13b070ebe6e3139945d23122a118515b183ba,285953,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-06 00:00:00,2019-02-06 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190207ExternalLimitsFlows.csv,dba7fdd5e86c519acf30ee8021957fdd977c1711ae9cc0e50df50871eeb0a58e,286079,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-07 00:00:00,2019-02-07 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190208ExternalLimitsFlows.csv,4403ba19a77941bc63576a1624c3129e06e1f4a6eefc7a55179f75ac46887ec4,288787,5238,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-08 00:00:00,2019-02-08 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190209ExternalLimitsFlows.csv,2cf85e8099b7e53f7e2fd817002bf1d264629db9199c9cf9b3cd5c08b54bcf2a,286094,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-09 00:00:00,2019-02-09 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190210ExternalLimitsFlows.csv,5a46aa201523b2d11b3a072b4a2971a62cfe2182962cb6e07a601265bc9101ca,285349,5166,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-10 00:00:00,2019-02-10 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190211ExternalLimitsFlows.csv,ef2b7585a213c0a7cec73824f97c54d5f9a2ae79e00c0cd7dc9b1221195bf745,286627,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-11 00:00:00,2019-02-11 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190212ExternalLimitsFlows.csv,e73cbb98d70949f116ae0d180e8ca8150b64a62553bccc9219a4eaa04f137a9d,286491,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-12 00:00:00,2019-02-12 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190213ExternalLimitsFlows.csv,cca7ea9935c3e3d67757b70f80bf789a6d0c7dc4aeb68433344fa276bfdd29d1,283385,5130,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-13 00:00:00,2019-02-13 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190214ExternalLimitsFlows.csv,85ad91add9821aea9c8e69c2d7d88222c3d195e498ff7bbe516374f1407c2739,287384,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-14 00:00:00,2019-02-14 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190215ExternalLimitsFlows.csv,dfb437e8cd6066c4417ed449f6e58f2b9c6d3071599818dbf24591d92959f108,286311,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-15 00:00:00,2019-02-15 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190216ExternalLimitsFlows.csv,66d022d8cb8711627d08b6e2360a7567d2691fdc2823b97eb9216c4c8c4a7752,286030,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-16 00:00:00,2019-02-16 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190217ExternalLimitsFlows.csv,569dd87531caaa0dd2d531dea83aae74ed4c3020f2b3ff3e9ff5a588f44f0068,286917,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-17 00:00:00,2019-02-17 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190218ExternalLimitsFlows.csv,fd41bac1be66a1c067ec08661c863d78d94a317ccd4598bf93d4d634b2952725,286855,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-18 00:00:00,2019-02-18 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190219ExternalLimitsFlows.csv,ee5853328c099a9fe6bfb1f112765d64c59fee79747db43b29154b608833a2fa,286526,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-19 00:00:00,2019-02-19 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190220ExternalLimitsFlows.csv,aacd9e9b6db9a70b126a84014c32c2d4ddcbb7dde04436553e43c6550d76f605,286801,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-20 00:00:00,2019-02-20 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190221ExternalLimitsFlows.csv,f82895f36be092ffc568c34b5270de0c4c66a802c5ab4c2fc52c182ca8c5029f,285355,5166,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-21 00:00:00,2019-02-21 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190222ExternalLimitsFlows.csv,ee3dbbadf174c43cd3b351befa520be267cf827da06be5526978866a89426a21,287177,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-22 00:00:00,2019-02-22 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190223ExternalLimitsFlows.csv,6ef8eed6d30eb976e5e9686a6286cecdba200c789b15396f99a62be5464ff863,285475,5166,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-23 00:00:00,2019-02-23 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190224ExternalLimitsFlows.csv,a2a4125e3842eda5a12714160b169e94a26e40619a3ff647c118a78c0b5323b1,287875,5220,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-24 00:00:00,2019-02-24 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190225ExternalLimitsFlows.csv,692bdd5f6a4f10af40cbe660e0afd044d4e1f105f8d798aa74556a45810c145d,287689,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-25 00:00:00,2019-02-25 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190226ExternalLimitsFlows.csv,50fc9f890cc987e2caddba262196ab74cc5af0d330cf86cc5ccc2432937a8603,288159,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-26 00:00:00,2019-02-26 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190227ExternalLimitsFlows.csv,77dca02d7e624bfde07c58001a479421d0f07fa129d7bef30b9b5acad8276bd2,287308,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-27 00:00:00,2019-02-27 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190201ExternalLimitsFlows_csv.zip,20190228ExternalLimitsFlows.csv,f0b534286a9821e065302d15d0ede7fa447e52cc9da4799bfdeb403e7aeaafc1,288608,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-02-28 00:00:00,2019-02-28 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190301ExternalLimitsFlows.csv,7dc96f7930441a62bcc21261c3017853348849267e6af57c237a0f863d12ab5f,287014,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-01 00:00:00,2019-03-01 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190302ExternalLimitsFlows.csv,4c95fe62113182f653a9b246a613d43c10fbf8fefa83d5a1afa8bf3fd7db7b9d,286032,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-02 00:00:00,2019-03-02 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190303ExternalLimitsFlows.csv,1cd654e1d8bc5f38560afb9b49264f380ca0f9983513a0101ecd087ad1b42d24,286283,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-03 00:00:00,2019-03-03 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190304ExternalLimitsFlows.csv,1afafe1d89ba355f7397f1fbcf1ddad03b4c15469d3c7cd579c853656e05923c,287282,5202,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-04 00:00:00,2019-03-04 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190305ExternalLimitsFlows.csv,f7d11e0250616a5c8dd87f652c9b0f40d6bcd12d990656af9a8851fabf67b2aa,290448,5256,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-05 00:00:00,2019-03-05 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190306ExternalLimitsFlows.csv,5d9a5478f3964dacfdacc0e8f37757aa2de7d5a1d6b455ccb6aa60e635905a9a,290128,5256,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-06 00:00:00,2019-03-06 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190307ExternalLimitsFlows.csv,2e11314e9e50de623a9ff3bfde8c3e7fd0d5bdd51a441f8ddcef5f12959e3622,286209,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-07 00:00:00,2019-03-07 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190308ExternalLimitsFlows.csv,88754b7942aa9d3f63246e540eb9ff6516ca83a442f61cda31e2a1ce20952c66,286177,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-08 00:00:00,2019-03-08 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190309ExternalLimitsFlows.csv,568a4ef569a6d72ac9900d0a12779e0138021263aeb3a89ac4f0bcfb940ccbb8,287828,5220,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-09 00:00:00,2019-03-09 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190310ExternalLimitsFlows.csv,973b62631e9c20f93930e87b1f2307ddbed9be261104853c512aaead6588b5ae,274885,4986,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-10 00:00:00,2019-03-10 23:55:00,18,0,0
tmp/nygrid_2019_reproduction/nyiso_raw/20190301ExternalLimitsFlows_csv.zip,20190311ExternalLimitsFlows.csv,9a56b74df826b4da2fd763af8d89484d5d8f55437b6798bfa222c49478032b22,285418,5184,Timestamp | Interface Name | Point ID | Flow (MWH) | Positive Limit (MWH) | Negative Limit (MWH),2019-03-11 00:00:00,2019-03-11 23:55:00,18,0,0
