source_bus,pd_gross_mw,qd_gross_mvar,p_boundary_mw,q_boundary_mvar,pd_effective_mw,qd_effective_mvar
1528,0,0,149.772,-54.7759814615522,-149.772,54.7759814615522
1529,969.93,0,0,0,969.93,0
1530,408.29,0,0,0,408.29,0
1531,0,0,0,0,0,0
1532,570.05,0,0,0,570.05,0
1533,10.99,0,0,0,10.99,0
1534,10.99,0,0,0,10.99,0
1535,10.99,0,0,0,10.99,0
1536,10.99,0,0,0,10.99,0
1537,13.77,0,0,0,13.77,0
1538,188.65,0,0,0,188.65,0
1539,48,0,0,0,48,0
1540,10.99,0,0,0,10.99,0
1541,21.98,0,0,0,21.98,0
1542,10.99,0,0,0,10.99,0
1543,8.17,0,0,0,8.17,0
1544,1.48,0,0,0,1.48,0
1545,3.51,0,0,0,3.51,0
1546,15.92,0,200,-27.7883332204675,-184.08,27.7883332204675
1547,0,0,0,0,0,0
1548,20.93,0,0,0,20.93,0
1549,0,0,0,0,0,0
1550,49.9,0,0,0,49.9,0
1551,43.77,0,0,0,43.77,0
1552,7.03,0,0,0,7.03,0
1553,37.32,0,0,0,37.32,0
1554,16.43,0,0,0,16.43,0
1555,12.25,0,0,0,12.25,0
1556,5.48,0,0,0,5.48,0
1557,8.07,0,0,0,8.07,0
1558,0,0,0,0,0,0
1559,28.96,0,0,0,28.96,0
1560,0,0,0,0,0,0
1561,16.83,0,0,0,16.83,0
1562,6.73,0,0,0,6.73,0
1563,12.45,0,0,0,12.45,0
1564,0,0,0,0,0,0
1565,9.25,0,0,0,9.25,0
1566,24.4,0,0,0,24.4,0
1567,0,0,0,0,0,0
1568,19.49,0,0,0,19.49,0
1569,21.5,0,0,0,21.5,0
1570,0,0,525,-33.0130116293913,-525,33.0130116293913
1571,29.45,0,0,0,29.45,0
1572,4.2,0,0,0,4.2,0
1573,14.3,0,0,0,14.3,0
1574,15.01,0,0,0,15.01,0
1575,4.2,0,0,0,4.2,0
1576,12.45,0,0,0,12.45,0
