interface_name,model_flow_mw,used_in_optimizer,exact_public_operator,variant_id,scenario_id,electrically_qualified,target_flow_mw,actual_flow_mw,scale_factor_gamma,target_coverage_qualified,parent_model_flow_mw,parent_absolute_error_mw,diagnostic_score_qualified,residual_mw,absolute_error_mw,normalized_absolute_error_floor100,scope,topology_as_of,parameters_or_dispatch_fitted_to_interfaces
Moses_South,-6.28695851368009,0,0,nominal,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,1,-27.890204150463685,-78.39641666666668,0.355758660106238,True,-5.957960215487,21.93224393497669,True,21.603245636783594,21.603245636783594,0.21603245636783594,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,892.339399032259,0,0,nominal,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,1,565.9027510272621,1590.6928333333333,0.355758660106238,True,892.512737509128,326.6099864818659,True,326.436648004997,326.436648004997,0.5768423062309359,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1214.1932000884,0,0,nominal,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,1,1130.0626996717738,3176.4868333333334,0.355758660106238,True,1214.41598171841,84.3532820466362,True,84.13050041662632,84.13050041662632,0.07444763944607852,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1558.74318708758,0,0,nominal,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,1,1387.515280748175,3900.158833333333,0.355758660106238,True,1558.80307453186,171.28779378368495,True,171.22790633940508,171.22790633940508,0.12340614097386783,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1271.45139472431,0,0,nominal,S3_2025_SHOULDER_LIGHT_LOAD_EXACT,1,1145.5032480980396,3219.8885833333334,0.355758660106238,True,1271.57933375461,126.07608565657029,True,125.94814662627027,125.94814662627027,0.10995005630528845,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-141.284792231562,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,56.72648916436987,159.45216666666664,0.355758660106238,True,-140.959172087926,197.68566125229583,True,-198.01128139593186,198.01128139593186,1.9801128139593187,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-505.10160461989,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,-299.8947671064057,-842.9725,0.355758660106238,True,-504.71098971813,204.8162226117243,True,-205.2068375134843,205.2068375134843,0.68426281489825,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,820.279089855291,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,742.5139200433224,2087.128166666667,0.355758660106238,True,824.36946093777,81.85554089444759,True,77.76516981196858,77.76516981196858,0.10473227196526003,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,894.41015804075,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,911.0567791137232,2560.8843333333334,0.355758660106238,True,891.88962409636,19.167155017363257,True,-16.646621072973176,16.646621072973176,0.018271771260148048,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1081.63277125126,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1099.9945113575843,3091.968333333333,0.355758660106238,True,1077.27426673629,22.72024462129434,True,-18.361740106324305,18.361740106324305,0.01669257429626874,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1899.95292133196,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1925.2299686868,5411.618,0.355758660106238,True,1896.8896216091,28.340347077700017,True,-25.27704735484008,25.27704735484008,0.013129365201021445,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1177.15996491056,0,0,nominal,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1035.814522505329,2911.5651666666668,0.355758660106238,True,1174.72153158597,138.90700908064105,True,141.34544240523087,141.34544240523087,0.1364582551549461,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-277.026037386002,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,-175.02140215026554,-491.9666666666666,0.355758660106238,True,-277.03432665968,102.01292450941446,True,-102.00463523573643,102.00463523573643,0.5828123531324462,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-648.988830837913,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,-539.5074151200098,-1516.4983333333332,0.355758660106238,True,-649.00032443097,109.49290931096016,True,-109.48141571790325,109.48141571790325,0.20292847262080696,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,-52.1528825905382,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,-178.4203796820306,-501.5208333333333,0.355758660106238,True,-51.8409133522896,126.57946632974102,True,126.26749709149242,126.26749709149242,0.7076966057157723,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,-160.794246214453,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,28.33943839851284,79.65916666666666,0.355758660106238,True,-160.661920062839,189.00135846135183,True,-189.13368461296585,189.13368461296585,1.8913368461296585,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,-165.160053177948,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,-234.9670328437168,-660.4675,0.355758660106238,True,-164.941388771651,70.0256440720658,True,69.80697966576881,69.80697966576881,0.29709265517345745,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,995.276682600246,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,966.038034877832,2715.4308333333333,0.355758660106238,True,995.331570418089,29.29353554025693,True,29.23864772241393,29.23864772241393,0.03026655956264862,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,665.0734759439,0,0,nominal,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,564.599962813953,1587.0308333333332,0.355758660106238,True,665.118107408945,100.518144594992,True,100.47351312994704,100.47351312994704,0.17795522449060996,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,501.78415477555,0,0,nominal,V1_2025_JAN15_EVENING,1,600.6899000884304,1688.4758333333334,0.355758660106238,True,501.952999781845,98.73690030658535,True,-98.90574531288036,98.90574531288036,0.16465358465044938,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,229.317979384964,0,0,nominal,V1_2025_JAN15_EVENING,1,331.61272691372744,932.1283333333332,0.355758660106238,True,229.503769451135,102.10895746259244,True,-102.29474752876345,102.29474752876345,0.3084765427455277,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,654.392215563047,0,0,nominal,V1_2025_JAN15_EVENING,1,568.4285189277963,1597.7925,0.355758660106238,True,657.961465597189,89.53294666939269,True,85.9636966352507,85.9636966352507,0.15123044283105383,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,1204.80188554016,0,0,nominal,V1_2025_JAN15_EVENING,1,1106.0011998679283,3108.8525,0.355758660106238,True,1206.07979798843,100.07859812050174,True,98.80068567223157,98.80068567223157,0.08933144528598136,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1609.85646835899,0,0,nominal,V1_2025_JAN15_EVENING,1,1899.804312300777,5340.149166666667,0.355758660106238,True,1609.87139527423,289.9329170265469,True,-289.9478439417869,289.9478439417869,0.15261984724660546,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1475.15351002545,0,0,nominal,V1_2025_JAN15_EVENING,1,1413.4081075480274,3972.9408333333336,0.355758660106238,True,1474.62048835529,61.21238080726266,True,61.74540247742266,61.74540247742266,0.04368547353569256,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,991.157879988142,0,0,nominal,V1_2025_JAN15_EVENING,1,794.5952683826852,2233.523333333333,0.355758660106238,True,990.749190044969,196.1539216622839,True,196.56261160545682,196.56261160545682,0.24737450552095444,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,276.82255563282,0,0,nominal,V2_2025_APR15_MIDDAY,1,134.1963171097742,377.2116666666666,0.355758660106238,True,276.777081990061,142.58076488028678,True,142.6262385230458,142.6262385230458,1.0628178298393673,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,196.710119189655,0,0,nominal,V2_2025_APR15_MIDDAY,1,62.075913550167336,174.4888333333333,0.355758660106238,True,196.651464611213,134.57555106104564,True,134.63420563948765,134.63420563948765,1.3463420563948765,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,69.7203862432139,0,0,nominal,V2_2025_APR15_MIDDAY,1,-61.66347067688418,-173.3295,0.355758660106238,True,70.2255221452115,131.88899282209567,True,131.38385692009808,131.38385692009808,1.3138385692009809,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,1010.81418983208,0,0,nominal,V2_2025_APR15_MIDDAY,1,657.1453011537993,1847.166,0.355758660106238,True,1011.31408057684,354.16877942304063,True,353.6688886782807,353.6688886782807,0.5381897855121504,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1346.72996808482,0,0,nominal,V2_2025_APR15_MIDDAY,1,1206.0005122405405,3389.94,0.355758660106238,True,1346.97673104247,140.97621880192946,True,140.72945584427953,140.72945584427953,0.11669104151774241,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1498.82316415611,0,0,nominal,V2_2025_APR15_MIDDAY,1,1324.8009582824473,3723.8755,0.355758660106238,True,1498.91379748235,174.11283919990274,True,174.02220587366264,174.02220587366264,0.13135724637403315,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1134.03200089499,0,0,nominal,V2_2025_APR15_MIDDAY,1,916.5426369456716,2576.3045,0.355758660106238,True,1134.09755101255,217.5549140668784,True,217.48936394931843,217.48936394931843,0.2372932313046449,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-107.355686006434,0,0,nominal,V3_2025_JUL15_EVENING,1,98.00940595386294,275.4940833333333,0.355758660106238,True,-107.352405052842,205.36181100670493,True,-205.36509196029692,205.36509196029692,2.053650919602969,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-477.886536103103,0,0,nominal,V3_2025_JUL15_EVENING,1,-257.6171194567005,-724.1344999999999,0.355758660106238,True,-477.873093049219,220.2559735925185,True,-220.26941664640253,220.26941664640253,0.8550263162282767,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,394.032132362659,0,0,nominal,V3_2025_JUL15_EVENING,1,326.27018052869204,917.111,0.355758660106238,True,395.51197147488,69.24179094618796,True,67.76195183396698,67.76195183396698,0.20768662255362935,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,360.720409323536,0,0,nominal,V3_2025_JUL15_EVENING,1,524.4888557577399,1474.28275,0.355758660106238,True,361.430410612576,163.0584451451639,True,-163.7684464342039,163.7684464342039,0.31224390115516226,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,540.888165579539,0,0,nominal,V3_2025_JUL15_EVENING,1,938.1620610737726,2637.074416666667,0.355758660106238,True,540.821296140733,397.3407649330396,True,-397.27389549423367,397.27389549423367,0.4234597752114748,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1228.75914800043,0,0,nominal,V3_2025_JUL15_EVENING,1,1352.8415890530257,3802.69475,0.355758660106238,True,1228.84046168564,124.0011273673856,True,-124.08244105259564,124.08244105259564,0.0917198599279107,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,753.177974749241,0,0,nominal,V3_2025_JUL15_EVENING,1,703.0568752837146,1976.2185833333333,0.355758660106238,True,753.217576950801,50.160701667086414,True,50.12109946552641,50.12109946552641,0.07129024866629792,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,212.927827650321,0,0,nominal,V4_2025_JUL25_NIGHT,1,146.63186107378775,412.1666666666667,0.355758660106238,True,269.542264249057,122.91040317526924,True,66.29596657653326,66.29596657653326,0.45212524816262106,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-40.6309939784028,0,0,nominal,V4_2025_JUL25_NIGHT,1,-89.45610801481372,-251.45166666666665,0.355758660106238,True,-0.271205722364325,89.1849022924494,True,48.82511403641092,48.82511403641092,0.4882511403641092,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,-164.286070263136,0,0,nominal,V4_2025_JUL25_NIGHT,1,-67.74000647082877,-190.41,0.355758660106238,True,-164.300428723367,96.56042225253822,True,-96.54606379230722,96.54606379230722,0.9654606379230722,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,199.357466892957,0,0,nominal,V4_2025_JUL25_NIGHT,1,414.4354182453103,1164.934166666667,0.355758660106238,True,243.412878251833,171.0225399934773,True,-215.0779513523533,215.0779513523533,0.5189661449858167,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,429.107723237432,0,0,nominal,V4_2025_JUL25_NIGHT,1,899.8188966789573,2529.295833333333,0.355758660106238,True,470.685401517622,429.13349516133536,True,-470.7111734415253,470.7111734415253,0.5231176797673637,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1005.55244751678,0,0,nominal,V4_2025_JUL25_NIGHT,1,895.7421988996899,2517.8366666666666,0.355758660106238,True,1020.79845078586,125.05625188617012,True,109.81024861709011,109.81024861709011,0.12259135357469884,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,731.048468428325,0,0,nominal,V4_2025_JUL25_NIGHT,1,541.1975652210646,1521.2491666666667,0.355758660106238,True,731.53617979126,190.33861457019543,True,189.85090320726044,189.85090320726044,0.35079777775739157,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-64.3815530718767,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-204.16002002426785,204.16002002426785,1.4605970753263817,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-457.69172629116,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-221.55039340354259,221.55039340354259,0.9382109887089574,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,817.666600717351,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,83.7679102664913,83.7679102664913,0.11414097252991381,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,881.977467585826,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-53.443384072162985,53.443384072162985,0.05713298348806008,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1066.31125326716,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-38.037447624574725,38.037447624574725,0.03444333080109607,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1766.7903834037,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-56.74194036025051,56.74194036025051,0.031116498249468674,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1104.1663750801,0,0,impedance_075,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,127.21840795900994,127.21840795900994,0.1302202494303789,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-62.8703860715623,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-202.64885302395348,202.64885302395348,1.4497859179767374,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-455.98668618918,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-219.84535330156254,219.84535330156254,0.9309905665950893,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,810.377288491592,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,76.47859804073232,76.47859804073232,0.10420865854624817,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,860.215504882905,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-75.20534677508408,75.20534677508408,0.08039733841915772,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1044.36403961925,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-59.9846612724848,59.9846612724848,0.054316776235666,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1751.52908573424,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-72.00323802971047,72.00323802971047,0.03948558360681465,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dunwoodie_South,1092.13425349624,0,0,impedance_125,S1_2025_SUMMER_PEAK_PUBLIC,1,976.94796712109,2746.0975,0.355758660106238,True,1095.95198959305,119.00402247196008,True,115.18628637515008,115.18628637515008,0.11790421829177425,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Dysinger_East,-63.5517083492805,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,139.77846695239117,392.9025,0.355758660106238,True,-63.3333240812348,203.111791033626,True,-203.33017530167166,203.33017530167166,1.4546602186653423,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
West_Central,-456.757599245841,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,-236.14133288761744,-663.7683333333333,0.355758660106238,True,-456.49027621044,220.34894332282255,True,-220.61626635822356,220.61626635822356,0.9342551922632601,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Moses_South,813.877350783575,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,733.8986904508597,2062.911666666667,0.355758660106238,True,818.261323552102,84.3626331012423,True,79.97866033271532,79.97866033271532,0.10897779403800492,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Central_East,869.525920743475,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,935.420851657989,2629.369166666667,0.355758660106238,True,869.19759072439,66.22326093359902,True,-65.89493091451402,65.89493091451402,0.07044415441212197,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
Total_East_proxy,1054.1358059802,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,1104.3487008917348,3104.2075,0.355758660106238,True,1051.51675496631,52.83194592542486,True,-50.212894911534704,50.212894911534704,0.0454683333905215,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
UPNY_ConEd,1758.31880766805,0,0,charging_000,S1_2025_SUMMER_PEAK_PUBLIC,1,1823.5323237639504,5125.756666666667,0.355758660106238,True,1756.36756757375,67.16475619020048,True,-65.21351609590033,65.21351609590033,0.03576219365352033,revisited_year_end_topology_counterfactual_not_historical_as_operated_or_fresh_holdout,2025-12-31,False
