scenario_id,fleet_variant,generator_row,generator_key,bus_id,raw_source_pg_benchmark_mw,raw_source_pg_public_mw,pmin_mw,pmax_mw,raw_prior_outside_bounds,dispatch_clipped,allocation_basis
S2_2019_WINTER_PEAK_PUBLIC,paper74,12,NPCC_S7:GEN_ROW:21:BUS:60,60,57.3820643689843,159.989149423089,0,59.5351288283759,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,13,NPCC_S7:GEN_ROW:22:BUS:61,61,127.492645830374,355.467168851559,0,132.276368542162,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,14,NPCC_S7:GEN_ROW:23:BUS:65,65,5.41211343011825,15.0897224383219,0,7.481832143219,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,15,NPCC_S7:GEN_ROW:24:BUS:68,68,196.071632414849,546.674889462565,0,271.054008885173,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,16,NPCC_S7:GEN_ROW:25:BUS:71,71,465.615503113988,1298.20056354883,0,643.677757785503,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,17,NPCC_S7:GEN_ROW:26:BUS:72,72,138.061366916168,384.934228212357,0,190.859261556085,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,0,0,565.099092,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,19,NPCC_S7:GEN_ROW:28:BUS:79,79,202.294243647202,564.024392119929,0,577.453484,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,20,NPCC_S7:GEN_ROW:29:BUS:80,80,189.806973473179,529.208151963222,0,584.929342,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,21,NPCC_S7:GEN_ROW:30:BUS:82,82,217.067464382277,605.214179305797,0,619.623976,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,22,NPCC_S7:GEN_ROW:49:BUS:79,79,420.385535983089,1172.09314567737,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,23,NPCC_S7:GEN_ROW:50:BUS:82,82,315.289151987317,879.069859258025,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,24,NPCC_S7:GEN_ROW:51:BUS:81,81,315.289151987317,879.069859258025,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,25,NPCC_S7:GEN_ROW:52:BUS:43,43,143.088118594991,398.949508671502,0,400,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,26,NPCC_S7:GEN_ROW:53:BUS:44,44,71.5440592974956,199.474754335751,0,200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,27,NPCC_S7:GEN_ROW:54:BUS:38,38,124.494203828733,347.107096924688,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,28,NPCC_S7:GEN_ROW:55:BUS:42,42,124.494203828733,347.107096924688,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,29,NPCC_S7:GEN_ROW:56:BUS:41,41,74.6965222972399,208.264258154813,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,30,NPCC_S7:GEN_ROW:57:BUS:37,37,74.6965222972399,208.264258154813,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,31,NPCC_S7:GEN_ROW:58:BUS:73,73,113.98999645107,317.819910724668,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,32,NPCC_S7:GEN_ROW:59:BUS:76,76,88.6588861286103,247.193263896964,0,700,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,33,NPCC_S7:GEN_ROW:60:BUS:39,39,75.9933309673802,211.879940483112,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,34,NPCC_S7:GEN_ROW:61:BUS:80,80,389.394670113532,1085.68631586252,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,194.697335056766,542.843157931259,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,paper74,36,NY2019:INDIAN_POINT:2,74,371.145893893991,1034.80619822502,0,367.951577018918,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S2_2019_WINTER_PEAK_PUBLIC,paper74,37,NY2019:INDIAN_POINT:3,74,376.210756467844,1048.92773714221,0,372.972848174259,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S2_2019_WINTER_PEAK_PUBLIC,physical77,1,NPCC_S7:GEN_ROW:10:BUS:42,42,141.426410258129,394.31643549215,0,568.003995,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,2,NPCC_S7:GEN_ROW:11:BUS:47,47,562.477594034074,1568.26549948416,0,944.920662,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,3,NPCC_S7:GEN_ROW:12:BUS:48,48,23.8463175040944,66.4868386369021,0,40.0600457,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,4,NPCC_S7:GEN_ROW:13:BUS:50,50,799.50078474621,2229.11900994235,0,1105.24857748821,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,5,NPCC_S7:GEN_ROW:14:BUS:51,51,211.85880265946,590.691708428702,0,292.878562141814,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,6,NPCC_S7:GEN_ROW:15:BUS:53,53,237.817423954103,663.067942828713,0,288.8,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,7,NPCC_S7:GEN_ROW:16:BUS:54,54,190.061256427088,529.91712808592,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,8,NPCC_S7:GEN_ROW:17:BUS:54,54,190.061256427088,529.91712808592,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,9,NPCC_S7:GEN_ROW:18:BUS:55,55,190.061256427088,529.91712808592,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,10,NPCC_S7:GEN_ROW:19:BUS:56,56,477.188977464408,1330.46901428436,0,495.093851384339,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,11,NPCC_S7:GEN_ROW:20:BUS:57,57,13.7989408056896,38.4733596938194,0,14.3166985641929,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,12,NPCC_S7:GEN_ROW:21:BUS:60,60,57.3820643689843,159.989149423089,0,59.5351288283759,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,13,NPCC_S7:GEN_ROW:22:BUS:61,61,127.492645830374,355.467168851559,0,132.276368542162,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,14,NPCC_S7:GEN_ROW:23:BUS:65,65,5.41211343011825,15.0897224383219,0,7.481832143219,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,15,NPCC_S7:GEN_ROW:24:BUS:68,68,196.071632414849,546.674889462565,0,271.054008885173,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,16,NPCC_S7:GEN_ROW:25:BUS:71,71,465.615503113988,1298.20056354883,0,643.677757785503,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,17,NPCC_S7:GEN_ROW:26:BUS:72,72,138.061366916168,384.934228212357,0,190.859261556085,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,0,0,565.099092,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,19,NPCC_S7:GEN_ROW:28:BUS:79,79,202.294243647202,564.024392119929,0,577.453484,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,20,NPCC_S7:GEN_ROW:29:BUS:80,80,189.806973473179,529.208151963222,0,584.929342,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,21,NPCC_S7:GEN_ROW:30:BUS:82,82,217.067464382277,605.214179305797,0,619.623976,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,22,NPCC_S7:GEN_ROW:49:BUS:79,79,420.385535983089,1172.09314567737,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,23,NPCC_S7:GEN_ROW:50:BUS:82,82,315.289151987317,879.069859258025,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,24,NPCC_S7:GEN_ROW:51:BUS:81,81,315.289151987317,879.069859258025,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,25,NPCC_S7:GEN_ROW:52:BUS:43,43,143.088118594991,398.949508671502,0,400,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,26,NPCC_S7:GEN_ROW:53:BUS:44,44,71.5440592974956,199.474754335751,0,200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,27,NPCC_S7:GEN_ROW:54:BUS:38,38,124.494203828733,347.107096924688,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,28,NPCC_S7:GEN_ROW:55:BUS:42,42,124.494203828733,347.107096924688,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,29,NPCC_S7:GEN_ROW:56:BUS:41,41,74.6965222972399,208.264258154813,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,30,NPCC_S7:GEN_ROW:57:BUS:37,37,74.6965222972399,208.264258154813,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,31,NPCC_S7:GEN_ROW:58:BUS:73,73,113.98999645107,317.819910724668,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,32,NPCC_S7:GEN_ROW:59:BUS:76,76,88.6588861286103,247.193263896964,0,700,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,33,NPCC_S7:GEN_ROW:60:BUS:39,39,75.9933309673802,211.879940483112,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,34,NPCC_S7:GEN_ROW:61:BUS:80,80,389.394670113532,1085.68631586252,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,194.697335056766,542.843157931259,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S2_2019_WINTER_PEAK_PUBLIC,physical77,36,NY2019:INDIAN_POINT:2,77,371.145893893991,1034.80619822502,0,367.951577018918,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S2_2019_WINTER_PEAK_PUBLIC,physical77,37,NY2019:INDIAN_POINT:3,77,376.210756467844,1048.92773714221,0,372.972848174259,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,1,NPCC_S7:GEN_ROW:10:BUS:42,42,33.2383916703452,92.6732432861783,0,568.003995,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,2,NPCC_S7:GEN_ROW:11:BUS:47,47,349.629812875887,974.816381914655,0,944.920662,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,3,NPCC_S7:GEN_ROW:12:BUS:48,48,14.8226055849443,41.3274789927387,0,40.0600457,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,4,NPCC_S7:GEN_ROW:13:BUS:50,50,417.632601543061,1164.41758286308,0,1105.24857748821,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,5,NPCC_S7:GEN_ROW:14:BUS:51,51,110.667987577466,308.557689507838,0,292.878562141814,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,6,NPCC_S7:GEN_ROW:15:BUS:53,53,212.767959405143,593.226563457598,0,288.8,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,7,NPCC_S7:GEN_ROW:16:BUS:54,54,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,8,NPCC_S7:GEN_ROW:17:BUS:54,54,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,9,NPCC_S7:GEN_ROW:18:BUS:55,55,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,10,NPCC_S7:GEN_ROW:19:BUS:56,56,223.285102604171,622.549816520673,0,495.093851384339,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,11,NPCC_S7:GEN_ROW:20:BUS:57,57,6.45676673002592,18.0023606421261,0,14.3166985641929,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,12,NPCC_S7:GEN_ROW:21:BUS:60,60,26.8500756206664,74.8617326290884,0,59.5351288283759,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,13,NPCC_S7:GEN_ROW:22:BUS:61,61,59.6560479179041,166.329330763627,0,132.276368542162,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,14,NPCC_S7:GEN_ROW:23:BUS:65,65,2.82710793383888,7.8823687965229,0,7.481832143219,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,15,NPCC_S7:GEN_ROW:24:BUS:68,68,102.421295258893,285.564768215943,0,271.054008885173,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,16,NPCC_S7:GEN_ROW:25:BUS:71,71,243.222042547467,678.136768623273,0,643.677757785503,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,17,NPCC_S7:GEN_ROW:26:BUS:72,72,72.1186632181898,201.076829714843,0,190.859261556085,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,18,NPCC_S7:GEN_ROW:27:BUS:78,78,0,0,0,565.099092,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,19,NPCC_S7:GEN_ROW:28:BUS:79,79,59.3812659581599,165.56320057121,0,577.453484,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,20,NPCC_S7:GEN_ROW:29:BUS:80,80,35.7450066187935,99.6620332145902,0,584.929342,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,21,NPCC_S7:GEN_ROW:30:BUS:82,82,63.7177835659374,177.654012764115,0,619.623976,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,22,NPCC_S7:GEN_ROW:49:BUS:79,79,123.399583038609,344.055142431961,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,23,NPCC_S7:GEN_ROW:50:BUS:82,82,92.5496872789565,258.041356823971,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,24,NPCC_S7:GEN_ROW:51:BUS:81,81,92.5496872789565,258.041356823971,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,25,NPCC_S7:GEN_ROW:52:BUS:43,43,67.1441194139378,187.20711204675,0,400,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,26,NPCC_S7:GEN_ROW:53:BUS:44,44,33.5720597069689,93.6035560233748,0,200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,27,NPCC_S7:GEN_ROW:54:BUS:38,38,29.25894180581,81.5779854560515,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,28,NPCC_S7:GEN_ROW:55:BUS:42,42,29.25894180581,81.5779854560515,0,500,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,29,NPCC_S7:GEN_ROW:56:BUS:41,41,17.555365083486,48.9467912736309,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,30,NPCC_S7:GEN_ROW:57:BUS:37,37,17.555365083486,48.9467912736309,0,300,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,31,NPCC_S7:GEN_ROW:58:BUS:73,73,109.897767741402,306.410209841572,0,900,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,32,NPCC_S7:GEN_ROW:59:BUS:76,76,85.4760415766456,238.319052099,0,700,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,33,NPCC_S7:GEN_ROW:60:BUS:39,39,73.2651784942677,204.273473227714,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,34,NPCC_S7:GEN_ROW:61:BUS:80,80,73.3319477458393,204.459635156255,0,1200,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,35,NPCC_S7:GEN_ROW:62:BUS:9003,9003,36.6659738729197,102.229817578127,0,600,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,36,NY2019:INDIAN_POINT:2,74,370.460334431414,1032.89476341515,0,367.951577018918,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,paper74,37,NY2019:INDIAN_POINT:3,74,375.515841480873,1046.99021783353,0,372.972848174259,1,0,combined_H_source_total_capacity_shared_between_nuclear_proxies_not_observed_unit_dispatch
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,1,NPCC_S7:GEN_ROW:10:BUS:42,42,33.2383916703452,92.6732432861783,0,568.003995,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,2,NPCC_S7:GEN_ROW:11:BUS:47,47,349.629812875887,974.816381914655,0,944.920662,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,3,NPCC_S7:GEN_ROW:12:BUS:48,48,14.8226055849443,41.3274789927387,0,40.0600457,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,4,NPCC_S7:GEN_ROW:13:BUS:50,50,417.632601543061,1164.41758286308,0,1105.24857748821,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,5,NPCC_S7:GEN_ROW:14:BUS:51,51,110.667987577466,308.557689507838,0,292.878562141814,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,6,NPCC_S7:GEN_ROW:15:BUS:53,53,212.767959405143,593.226563457598,0,288.8,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,7,NPCC_S7:GEN_ROW:16:BUS:54,54,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,8,NPCC_S7:GEN_ROW:17:BUS:54,54,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,9,NPCC_S7:GEN_ROW:18:BUS:55,55,88.9329996009085,247.957530253719,0,197.192650893643,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,10,NPCC_S7:GEN_ROW:19:BUS:56,56,223.285102604171,622.549816520673,0,495.093851384339,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,physical77,11,NPCC_S7:GEN_ROW:20:BUS:57,57,6.45676673002592,18.0023606421261,0,14.3166985641929,0,0,existing_zonal_source_prior_inherited_within_zone_headroom_allocation
