scenario_id,timestamp,interface_timestamp,interface_name,aggregate_name,zone_boundary,nyiso_interface_name,nyiso_flow_mw,nyiso_limit_mw,nyiso_utilization,scale_factor_gamma,target_flow_mw,target_limit_mw,source,note
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,2025-04-20 14:03,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,4002.92,5730,0.698589877835951,0.985684340068165,3945.61555854566,5647.97126859058,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy; P-32 nearest timestamp offset 3 minutes
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2025-04-20 14:00,2025-04-20 14:03,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,3219.86,4600,0.699969565217391,0.985684340068165,3173.76557921188,4534.14796431356,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy; P-32 nearest timestamp offset 3 minutes
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,156.93,3200,0.049040625,0.358454541111224,56.2522711365844,1147.05453155592,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,West_Central,West_Central,B-C,WEST CENTRAL,-808.42,NaN,NaN,0.358454541111224,-289.781820125136,NaN,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,Moses_South,Moses_South,D-E,MOSES SOUTH,2169.29,3150,0.688663492063492,0.358454541111224,777.591851487167,1129.13180450036,P32_scaled,P-32 Moses South public interface
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,2480.77,3375,0.735042962962963,0.358454541111224,889.243271952491,1209.78407625038,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,2961.3,7550,0.392225165562914,0.358454541111224,1061.49143259267,2706.33178538974,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,5392.11,7630,0.706698558322411,0.358454541111224,1932.82631567124,2735.00814867864,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025-07-29 17:00,2025-07-29 17:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2963.2,4600,0.644173913043478,0.358454541111224,1062.17249622078,1648.89088911163,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,1320.15,3200,0.412546875,0.384786283400855,507.975612031639,1231.31610688274,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,West_Central,West_Central,B-C,WEST CENTRAL,511.5,9999,0.0511551155115512,0.384786283400855,196.818183959537,3847.47804772515,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,Moses_South,Moses_South,D-E,MOSES SOUTH,2059.31,3150,0.653749206349206,0.384786283400855,792.394241270214,1212.07679271269,P32_scaled,P-32 Moses South public interface
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,3196.88,3620,0.883116022099448,0.384786283400855,1230.11557367852,1392.92634591109,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,4977.36,7550,0.65925298013245,0.384786283400855,1915.21985554808,2905.13643967645,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,5201,7295,0.712954078135709,0.384786283400855,2001.27345996785,2807.01593740924,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025-07-17 16:00,2025-07-17 16:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,2729.96,4600,0.593469565217391,0.384786283400855,1050.451162233,1770.01690364393,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,Dysinger_East,Dysinger_East,A-B,DYSINGER EAST,-590.48,NaN,NaN,0.456884180627912,-269.78097097717,NaN,P32_scaled,P-32 Dysinger East mapped to the reduced West-Genesee cut
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,West_Central,West_Central,B-C,WEST CENTRAL,-1566.6,NaN,NaN,0.456884180627912,-715.754757371687,NaN,P32_scaled,P-32 West Central mapped to the reduced Genesee-Central cut
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,Moses_South,Moses_South,D-E,MOSES SOUTH,-625.25,1600,-0.39078125,0.456884180627912,-285.666833937602,731.014689004659,P32_scaled,P-32 Moses South public interface
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,Central_East,Central_East,E-F,CENTRAL EAST - VC,-107.08,NaN,NaN,0.456884180627912,-48.9231580616368,NaN,P32_scaled,P-32 Central East - VC mapped to NY-lite Central East proxy
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,Total_East_proxy,Total_East_proxy,F-G,TOTAL EAST,-712.58,NaN,NaN,0.456884180627912,-325.566529431838,NaN,P32_scaled,P-32 Total East mapped to NY-lite F-G proxy
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,UPNY_ConEd,UPNY_ConEd,G-H,UPNY CONED,2737.19,6985,0.391866857551897,0.456884180627912,1250.57881037291,3191.33600168597,P32_scaled,P-32 UPNY ConEd mapped to NY-lite G-H proxy
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025-07-27 17:00,2025-07-27 17:00,Dunwoodie_South,Dunwoodie_South,I-J,SPR/DUN-SOUTH,1694.93,4600,0.368463043478261,0.456884180627912,774.386704271667,2101.6672308884,P32_scaled,P-32 Sprain Brook/Dunwoodie South mapped to NY-lite I-J proxy
