pooled_rank,timestamp,interfaces,sum_absolute_error_mw,sum_absolute_observed_mw,mean_absolute_error_mw,max_interface_error_pct,defined_point_percentages,opposite_direction_interfaces,imputed_interface_observations,ambiguous_interface_observations,minimum_sample_count,minimum_distinct_timestamp_count,pooled_proportional_error_pct,minimax_rank
30,2019-05-30 13:00:00,7,542.124046748,17427.0875,77.4462923925,9.41053669002,7,0,0,0,12,12,3.11081267451,92
31,2019-02-21 12:00:00,7,485.661506563,15566.6908333,69.3802152232,15.1025129917,7,0,0,0,12,12,3.11987635498,497
32,2019-09-06 14:00:00,7,461.218599592,14684.9008333,65.8883713702,40.8975770343,7,0,0,0,12,12,3.14076754638,3508
33,2019-02-13 18:00:00,7,538.900143492,17087.0066667,76.9857347846,31.0536018143,7,0,0,0,12,12,3.15385926865,2540
34,2019-08-11 23:00:00,7,484.88628139,15255.835,69.26946877,8.26427895941,7,0,0,0,12,12,3.17836605725,53
35,2019-11-20 21:00:00,7,433.174420325,13557.3633333,61.8820600464,6.57408877643,7,0,0,0,12,12,3.19512289871,11
36,2019-12-28 05:00:00,7,371.945617073,11616.7375,53.1350881533,9.38058482843,7,0,0,0,12,12,3.20180788344,89
37,2019-08-21 01:00:00,7,533.958459848,16652.2441667,76.2797799783,40.9660991299,7,0,0,0,12,12,3.20652552595,3512
38,2019-11-25 15:00:00,7,453.203424845,14041.42,64.7433464064,138.576682914,7,1,0,0,12,12,3.22761818139,6909
39,2019-02-09 21:00:00,7,492.035556884,15239.6433333,70.2907938406,6.55703474745,7,0,0,0,12,12,3.22865533085,10
40,2019-09-20 18:00:00,7,455.071984371,14092.3933333,65.0102834815,35.2311225201,7,0,0,0,12,12,3.22920297218,2971
41,2019-02-13 20:00:00,7,549.682030308,16913.5138462,78.5260043297,25.9898251403,7,0,0,0,13,12,3.24995760968,1951
42,2019-02-21 19:00:00,7,498.127882578,15310.4291667,71.1611260825,7.12347477912,7,0,0,0,12,12,3.25352004934,24
43,2019-02-21 20:00:00,7,518.782829594,15809.6008333,74.1118327991,6.211106485,7,0,0,0,12,12,3.28144166993,6
44,2019-10-05 14:00:00,7,439.049540206,13369.7246154,62.7213628865,10.8101513769,7,0,0,0,13,13,3.28390862816,150
45,2019-02-05 19:00:00,7,496.39358291,15080.465,70.9133689872,35.903092841,7,0,0,0,12,12,3.29163313539,3034
46,2019-02-01 12:00:00,7,604.306507538,18236.735,86.3295010768,7.35066029243,7,0,0,0,12,12,3.31367707837,32
47,2019-01-24 19:00:00,7,616.06006449,18525.7208333,88.0085806414,6.70913597502,7,0,0,0,12,12,3.32543100499,14
48,2019-09-20 19:00:00,7,472.733499953,14210.2875,67.5333571361,529.742150027,7,0,0,0,12,12,3.32669905484,8284
49,2019-10-08 11:00:00,7,438.295857372,13155.64,62.6136939103,139.182046928,7,0,0,0,12,12,3.33161942233,6916
50,2019-05-30 11:00:00,7,563.645218317,16768.7975,80.5207454739,8.98944487168,7,0,0,0,8,8,3.36127392747,74
51,2019-09-21 09:00:00,7,448.853886098,13345.9441667,64.1219837283,207.978510303,7,0,0,0,12,12,3.36322316722,7539
52,2019-02-01 11:00:00,7,664.957647758,19442.3975,94.9939496797,12.283049736,7,0,0,0,12,12,3.42014223173,227
53,2019-02-01 18:00:00,7,644.322765341,18813.95,92.0461093344,7.93960058716,7,0,0,0,12,12,3.42470754595,41
54,2019-01-31 11:00:00,7,678.839280747,19778.5458333,96.9770401068,14.0261104044,7,0,0,0,12,12,3.43220015499,387
55,2019-06-21 07:00:00,7,565.542995843,16462.925,80.791856549,33.0974021412,7,0,0,0,12,12,3.43525221577,2755
56,2019-01-31 10:00:00,7,665.8577132,19373.9430769,95.1225304571,8.60368348156,7,0,0,0,13,12,3.43687245573,65
57,2019-02-12 12:00:00,7,557.237118161,16173.2815385,79.6053025945,27.0039807604,7,0,0,0,13,12,3.44541778263,2077
58,2019-02-01 13:00:00,7,648.63505366,18774.0491667,92.6621505229,14.8322175115,7,0,0,0,12,12,3.45495555009,476
59,2019-09-08 19:00:00,7,542.516090711,15647.0316667,77.502298673,9.12997100619,7,0,0,0,12,12,3.46721411619,81
60,2019-04-11 06:00:00,7,436.37131369,12514.6453846,62.3387590985,17.1108232995,7,0,0,0,13,12,3.48688516757,742
61,2019-06-21 13:00:00,7,629.159319569,18035.7033333,89.8799027955,53.319819613,7,0,0,0,12,12,3.48841022687,4426
62,2019-02-04 07:00:00,7,557.234265122,15961.4475,79.6048950175,17.5050414123,7,0,0,0,12,12,3.49112613453,783
63,2019-10-04 08:00:00,7,539.161670461,15428.1533333,77.0230957801,166.281412191,7,1,0,0,12,12,3.49466108362,7227
64,2019-02-01 14:00:00,7,629.843613995,18000.495,89.9776591421,9.57950567271,7,0,0,0,12,12,3.4990349654,98
65,2019-09-28 21:00:00,7,639.202341044,18191.2241667,91.3146201492,13.7519354541,7,0,0,0,12,12,3.51379508706,365
66,2019-09-28 18:00:00,7,623.466113616,17645.1608333,89.0665876595,17.534711134,7,0,0,0,12,12,3.53335466593,788
67,2019-08-10 00:00:00,7,589.99436583,16671.1461538,84.2849094043,14.275183645,7,0,0,0,13,13,3.53901501664,418
68,2019-02-12 19:00:00,7,550.705331134,15471.4291667,78.672190162,36.9003413654,7,0,0,0,12,12,3.55949877158,3134
69,2019-09-02 13:00:00,7,571.039666184,16002.1108333,81.5770951692,4.27182104299,7,0,0,0,12,12,3.56852712828,2
70,2019-06-08 19:00:00,7,497.612484192,13905.1291667,71.0874977418,12.8218794167,7,0,0,0,12,12,3.57862539951,282
71,2019-02-12 15:00:00,7,602.40604805,16781.7858333,86.0580068643,12.2393297291,7,0,0,0,12,12,3.58964209193,225
72,2019-09-24 13:00:00,7,605.967998898,16879.3809091,86.5668569855,119.273190186,7,0,0,0,11,11,3.58998947984,6591
73,2019-07-02 01:00:00,7,577.027517263,16067.6033333,82.4325024661,14.7171785314,7,0,0,0,12,12,3.59124821102,463
74,2019-07-17 02:00:00,7,696.367873125,19390.6125,99.4811247321,12.6624920519,7,0,0,0,12,12,3.5912629017,262
75,2019-07-16 01:00:00,7,635.348645019,17664.545,90.7640921456,6.94561156565,7,0,0,0,12,12,3.59674503373,19
76,2019-08-20 01:00:00,7,579.989501209,16120.6766667,82.8556430299,48.7714838688,7,0,0,0,12,12,3.59779873514,4108
77,2019-09-09 00:00:00,7,529.238969879,14692.5258333,75.6055671256,6.06404409593,7,0,0,0,12,12,3.60209657538,5
78,2019-01-07 07:00:00,7,534.062413058,14814.8208333,76.2946304369,6.34591375873,7,0,0,0,12,12,3.60491982365,7
79,2019-08-23 10:00:00,7,621.691862203,17153.9883333,88.8131231718,14.2499683207,7,0,0,0,12,12,3.62418261061,415
80,2019-10-07 14:00:00,7,513.011433409,14147.7908333,73.2873476299,23.4356556405,7,0,0,0,12,12,3.62608862015,1605
81,2019-05-30 09:00:00,7,597.903618344,16422.6158333,85.4148026205,12.377571451,7,0,0,0,12,12,3.64073314758,237
82,2019-02-13 16:00:00,7,629.46826469,17263.6675,89.9240378129,42.1387539581,7,0,0,0,12,12,3.64620243462,3591
83,2019-06-26 12:00:00,7,642.586453336,17615.0383333,91.7980647623,377.293658678,7,1,0,0,12,12,3.6479424068,8110
84,2019-02-19 20:00:00,7,560.187738441,15343.81,80.0268197773,9.01364598833,7,0,0,0,12,12,3.6509037745,76
85,2019-01-11 18:00:00,7,677.267348539,18538.3533333,96.7524783626,21.8755143198,7,0,0,0,12,12,3.65333067269,1387
86,2019-07-16 00:00:00,7,683.527293963,18683.3633333,97.6467562805,8.36381429533,7,0,0,0,12,12,3.65848097994,56
87,2019-08-29 13:00:00,7,619.977049804,16872.6858333,88.568149972,84.2113813703,7,0,0,0,12,12,3.67444197046,5769
88,2019-12-28 09:00:00,7,491.650755837,13373.0083333,70.2358222624,59.2205144192,7,0,0,0,12,12,3.67644095915,4752
89,2019-10-06 02:00:00,7,425.288333589,11556.35,60.7554762269,8.57835858914,7,0,0,0,12,12,3.68012680118,64
90,2019-10-05 13:00:00,7,476.151557942,12915.195,68.0216511346,10.6408055573,7,0,0,0,12,12,3.68675469431,144
91,2019-02-02 07:00:00,7,631.019966133,17086.7958333,90.1457094475,12.6725210229,7,0,0,0,12,12,3.69302689801,263
92,2019-02-13 15:00:00,7,639.515287187,17240.6375,91.3593267409,35.1706425052,7,0,0,0,12,12,3.70934826039,2966
93,2019-06-25 13:00:00,7,716.134311707,19276.3658333,102.304901672,9.35870191578,7,0,0,0,12,12,3.71508985614,88
94,2019-12-28 12:00:00,7,500.5735171,13470.6066667,71.5105024428,26.8475552055,7,0,0,0,12,12,3.71604285899,2053
95,2019-08-15 01:00:00,7,586.045388638,15757.0016667,83.7207698054,196.796192804,7,1,0,0,12,12,3.71926970013,7465
96,2019-09-26 10:00:00,7,608.133208026,16309.305,86.8761725751,276.378788841,7,1,0,0,12,12,3.72874998674,7844
97,2019-06-25 14:00:00,7,721.409746605,19270.3341667,103.058535229,7.33566296031,7,0,0,0,12,12,3.74362862816,31
98,2019-06-25 00:00:00,7,610.892800205,16300.405,87.2704000294,12.1548389991,7,0,0,0,12,12,3.74771547213,218
99,2019-04-10 17:00:00,7,543.446579615,14486.4909091,77.6352256593,8.1566927217,7,0,0,0,11,10,3.75140248267,47
100,2019-01-10 08:00:00,7,620.338502529,16508.2625,88.6197860756,21.577136065,7,0,0,0,12,12,3.7577455685,1346
101,2019-10-11 11:00:00,7,519.880011,13774.7991667,74.268573,12.3249477974,7,0,0,0,12,12,3.77413858968,232
102,2019-07-26 00:00:00,7,636.549012593,16857.4341667,90.9355732276,10.9584984401,7,0,0,0,12,12,3.7760729557,160
103,2019-02-21 18:00:00,7,587.135001223,15434.0275,83.8764287462,23.1169563013,7,0,0,0,12,12,3.80415935648,1557
104,2019-03-11 20:00:00,7,559.825716934,14630,79.9751024191,140.310611669,7,1,0,0,12,12,3.82655992436,6934
105,2019-08-23 15:00:00,7,642.40087726,16753.8575,91.7715538943,35.1360170511,7,0,0,0,12,12,3.83434607379,2960
106,2019-05-28 08:00:00,7,615.719120931,16023.6666667,87.9598744188,16.7240460916,7,0,0,0,12,12,3.84256071809,690
107,2019-09-08 02:00:00,7,541.84042192,14076.5083333,77.40577456,23.5116681365,7,0,0,0,12,12,3.8492530185,1615
108,2019-02-05 10:00:00,7,669.581779172,17381.6441667,95.6545398817,55.1762825604,7,0,0,0,12,12,3.8522349943,4533
109,2019-07-07 01:00:00,7,592.286116593,15368.0725,84.6123023705,13.1556707507,7,0,0,0,12,12,3.8540039201,310
110,2019-11-20 20:00:00,7,540.171531234,13997.0491667,77.1673616048,17.1736713724,7,0,0,0,12,12,3.85918149462,748
111,2019-02-01 10:00:00,7,770.852727969,19972.0408333,110.121818281,8.14534111528,7,0,0,0,12,12,3.8596592827,46
112,2019-12-19 20:00:00,7,715.285706272,18518.9925,102.183672325,10.5512568659,7,0,0,0,12,12,3.86244395462,139
113,2019-12-05 15:00:00,7,607.018105175,15699.1141667,86.7168721678,8.0938425498,7,0,0,0,12,12,3.86657551968,44
114,2019-01-07 08:00:00,7,578.232909832,14917.3033333,82.6047014046,7.44856353429,7,0,0,0,12,12,3.87625629721,34
115,2019-10-10 14:00:00,7,502.406056669,12948.9458333,71.7722938099,453.598316919,7,1,0,0,12,12,3.87989928397,8196
116,2019-02-01 16:00:00,7,739.958193508,19040.7225,105.708313358,8.9107188449,7,0,0,0,12,12,3.886187583,72
117,2019-09-27 18:00:00,7,665.455377515,17104.1075,95.0650539307,18.9639478784,7,0,0,0,12,12,3.8906173708,976
118,2019-12-28 19:00:00,7,550.185433922,14135.6725,78.5979191317,18.383057971,7,0,0,0,12,12,3.89217728355,889
119,2019-09-06 15:00:00,7,579.461738883,14868.0541667,82.7802484118,34.251558815,7,0,0,0,12,12,3.89736096188,2880
120,2019-07-26 01:00:00,7,650.936302943,16639.3325,92.9909004205,8.08465410314,7,0,0,0,12,12,3.91203374861,42
121,2019-06-24 18:00:00,7,683.21238094,17457.9983333,97.6017687058,6.46189018154,7,0,0,0,12,12,3.91346343318,9
122,2019-10-07 15:00:00,7,567.882427093,14509.3075,81.1260610133,21.1554284591,7,0,0,0,12,12,3.91391820108,1292
123,2019-06-24 15:00:00,7,700.165117805,17824.6608333,100.023588258,38.8227949605,7,0,0,0,12,12,3.92806979247,3313
124,2019-12-23 20:00:00,7,582.196463312,14746.1623077,83.1709233303,8.21622784214,7,0,0,0,13,12,3.94812189887,48
125,2019-10-03 10:00:00,7,598.35968531,15153.5283333,85.4799550443,293.816888704,7,0,0,0,12,12,3.94864926602,7911
126,2019-12-12 16:00:00,7,661.759975148,16743.13,94.5371393068,19.4214998272,7,0,0,0,7,7,3.95242690672,1053
127,2019-10-11 10:00:00,7,565.446452125,14295.475,80.7780645892,17.3925794531,7,0,0,0,12,12,3.95542262237,765
128,2019-06-08 17:00:00,7,569.150708945,14296.4583333,81.307244135,19.3036687262,7,0,0,0,12,12,3.98106087308,1035
129,2019-02-07 21:00:00,7,626.129278093,15638.6216667,89.4470397276,12.9084215231,7,0,0,0,12,12,4.00373697529,288
130,2019-09-14 22:00:00,7,633.545062386,15788.215,90.5064374837,12.8143598928,7,0,0,0,12,12,4.01277194658,281
131,2019-02-26 21:00:00,7,665.177922978,16571.6808333,95.0254175682,8.49725440749,7,0,0,0,12,12,4.01394360456,61
132,2019-11-21 08:00:00,7,553.119116858,13778.505,79.017016694,124.401347274,7,1,0,0,12,12,4.01436234815,6701
133,2019-08-20 00:00:00,7,685.953607184,17035.695,97.9933724549,11.188678715,7,0,0,0,12,12,4.02656661313,177
134,2019-08-15 00:00:00,7,631.808003293,15685.0936364,90.2582861847,126.425157905,7,1,0,0,11,11,4.02807925754,6735
135,2019-09-29 03:00:00,7,573.005185532,14202.1183333,81.8578836474,9.79108728312,7,0,0,0,12,12,4.0346459034,107
136,2019-02-04 20:00:00,7,772.766394176,19117.4966667,110.395199168,20.217105214,7,0,0,0,12,12,4.04219447583,1161
137,2019-02-09 19:00:00,7,598.014425707,14784.2175,85.4306322438,6.68956427491,7,0,0,0,12,12,4.04495148767,13
138,2019-03-11 23:00:00,7,549.641417005,13543.78,78.5202024293,54.4981945104,7,0,0,0,12,12,4.05825712619,4491
139,2019-07-22 01:00:00,7,754.117818281,18571.64,107.731116897,7.63488233493,7,0,0,0,12,12,4.06058817789,36
140,2019-09-23 01:00:00,7,635.598390363,15631.245,90.7997700519,38.8232366633,7,0,0,0,12,12,4.0662045177,3314
141,2019-06-21 11:00:00,7,751.356283456,18468.0591667,107.336611922,7.24504428952,7,0,0,0,12,12,4.06840955335,27
142,2019-11-20 16:00:00,7,564.387075273,13853.4058333,80.626725039,13.1043636182,7,0,0,0,12,12,4.07399510318,301
143,2019-09-08 05:00:00,7,573.212629748,14064.135,81.8875185354,19.7162358041,7,0,0,0,12,12,4.07570483181,1100
144,2019-02-19 16:00:00,7,689.436102346,16892.9858333,98.4908717637,6.96952718788,7,0,0,0,12,12,4.0811974221,20
145,2019-07-18 07:00:00,7,733.77453853,17963.4630769,104.824934076,28.2900347256,7,0,0,0,13,12,4.08481669369,2222
146,2019-12-28 18:00:00,7,609.04787984,14874.2483333,87.0068399771,15.5050832975,7,0,0,0,12,12,4.09464643988,538
147,2019-06-24 17:00:00,7,729.823211141,17804.5233333,104.260458734,8.22550846068,7,0,0,0,12,11,4.09908873985,49
148,2019-09-09 14:00:00,7,664.510526036,16188.8161538,94.930075148,11.174910683,7,0,0,0,13,13,4.10475058658,176
149,2019-06-24 16:00:00,7,754.621405863,18374.0541667,107.80305798,9.02255585223,7,0,0,0,12,12,4.10699456428,77
150,2019-02-05 12:00:00,7,657.224193563,15999.21,93.8891705089,92.3801564942,7,0,0,0,12,12,4.10785403506,6019
151,2019-02-13 19:00:00,7,652.89868441,15876.0258333,93.27124063,49.7330690108,7,0,0,0,12,12,4.11248187213,4181
152,2019-06-08 23:00:00,7,594.839434351,14443.0358333,84.9770620502,37.0275088712,7,0,0,0,12,12,4.11852079587,3145
153,2019-09-18 03:00:00,7,532.484262982,12918.8233333,76.069180426,20.710366238,7,0,0,0,12,12,4.12177060745,1227
154,2019-08-29 12:00:00,7,677.129723999,16380.7253846,96.7328177142,68.0726149691,7,0,0,0,13,13,4.13369803901,5173
155,2019-10-03 12:00:00,7,602.884006819,14564.6925,86.1262866884,778.6671716,7,1,0,0,12,12,4.13935280006,8431
156,2019-12-28 17:00:00,7,606.945427304,14637.3325,86.7064896148,9.77687917157,7,0,0,0,12,12,4.14655762793,106
157,2019-02-03 07:00:00,7,604.163607587,14541.2191667,86.3090867981,24.1779531655,7,0,0,0,12,12,4.15483461642,1702
158,2019-02-24 14:00:00,7,632.804079753,15177.45,90.4005828219,14.2032761155,7,0,0,0,12,12,4.16937021537,410
159,2019-01-05 13:00:00,7,667.785415224,16010.9725,95.3979164605,7.93118892679,7,0,0,0,12,12,4.17079858968,40
160,2019-12-19 07:00:00,7,672.527151129,16108.1358333,96.0753073041,12.7202579609,7,0,0,0,12,12,4.17507747692,270
161,2019-10-10 15:00:00,7,529.008963281,12641.8966667,75.5727090402,349.693865593,7,0,0,0,12,12,4.18456958817,8064
162,2019-09-29 02:00:00,7,649.186272256,15488.0458333,92.7408960366,7.68995908959,7,0,0,0,12,12,4.19153119278,38
163,2019-07-18 02:00:00,7,691.351617357,16484.4192857,98.7645167652,184.893724832,7,0,0,0,14,13,4.19397010822,7377
164,2019-07-01 12:00:00,7,690.446633524,16461.5058333,98.6352333606,101.974179608,7,0,0,0,12,12,4.19431029284,6280
165,2019-07-08 18:00:00,7,713.33358773,16986.3416667,101.904798247,22.6171140344,7,0,0,0,12,12,4.19945390084,1494
166,2019-09-19 00:00:00,7,567.838453214,13514.8408333,81.1197790306,7.01499969159,7,0,0,0,12,12,4.20159186643,23
167,2019-05-30 10:00:00,7,690.21147126,16401.3891667,98.6016387515,13.3492921129,7,0,0,0,12,12,4.20825007106,333
168,2019-09-29 01:00:00,7,641.974928683,15252.6533333,91.7107040976,11.9698285977,7,0,0,0,12,12,4.20893935405,211
169,2019-02-07 22:00:00,7,632.297773537,14997.1383333,90.3282533624,11.643601336,7,0,0,0,12,12,4.21612283279,198
170,2019-11-01 01:00:00,7,557.527974443,13156.6090909,79.6468534919,36.5637120493,7,0,0,0,11,11,4.23762666042,3101
171,2019-11-05 15:00:00,7,686.389687621,16162.1641667,98.0556696602,35.8042151077,7,0,0,0,12,12,4.24689218933,3024
172,2019-10-07 12:00:00,7,600.516408402,14113.1258333,85.7880583431,38.587418867,7,0,0,0,12,12,4.25502057796,3294
173,2019-12-03 15:00:00,7,705.903335752,16566.695,100.843333679,16.4802997928,7,0,0,0,12,12,4.2609786427,658
174,2019-12-04 00:00:00,7,571.091484033,13366.4041667,81.584497719,11.5424656568,7,0,0,0,12,12,4.2725887749,194
175,2019-09-28 17:00:00,7,782.531187701,18263.295,111.790169672,10.1024372181,7,0,0,0,12,12,4.28472073468,123
176,2019-12-23 22:00:00,7,645.761842058,15053.3038462,92.2516917225,11.4083654208,7,0,0,0,13,12,4.28983463469,187
177,2019-02-05 11:00:00,7,731.65531609,17054.453,104.522188013,52.8034430555,7,0,0,0,10,10,4.29011306367,4378
178,2019-02-09 17:00:00,7,625.615331259,14570.3108333,89.3736187513,13.4991310394,7,0,0,0,12,12,4.29376791213,350
179,2019-09-30 20:00:00,7,659.811084903,15334.2725,94.2587264147,10.6330771747,7,0,0,0,12,12,4.30285222141,142
180,2019-12-22 19:00:00,7,677.326350712,15668.9983333,96.7609072446,15.1535361961,7,0,0,0,12,12,4.32271633644,503
181,2019-06-18 14:00:00,7,739.311674735,17101.8258333,105.615953534,44.5389716526,7,0,0,0,12,12,4.32299850285,3778
182,2019-06-30 01:00:00,7,711.197552545,16444.6141667,101.599650364,10.5091907079,7,0,0,0,12,12,4.32480534561,137
183,2019-06-21 18:00:00,7,778.125060514,17984.0125,111.160722931,28.7711517285,7,0,0,0,12,12,4.32676000706,2289
184,2019-06-08 14:00:00,7,633.102567753,14588.6841667,90.4432239647,13.2896124145,7,0,0,0,12,12,4.33968245882,328
185,2019-10-30 10:00:00,7,630.904498821,14504.3641667,90.1292141172,75.4962393598,7,0,0,0,12,12,4.34975633245,5460
186,2019-06-02 05:00:00,7,645.093582694,14774.885,92.1562260991,26.7140197924,7,0,0,0,12,12,4.36614960248,2040
187,2019-06-22 13:00:00,7,770.322735362,17641.8858333,110.046105052,31.8584885608,7,0,0,0,12,12,4.36644212892,2625
188,2019-12-16 15:00:00,7,623.308529564,14237.8658333,89.044075652,51.7451302052,7,0,0,0,12,12,4.37782274999,4318
189,2019-06-21 12:00:00,7,802.339700463,18325.285,114.619957209,43.8010671133,7,0,0,0,12,12,4.37832044884,3716
190,2019-12-22 21:00:00,7,743.609819236,16972.9875,106.229974177,21.5946054439,7,0,0,0,12,12,4.38113690496,1349
191,2019-01-05 10:00:00,7,672.338487641,15324.7366667,96.0483553773,12.413379838,7,0,0,0,12,12,4.38727595955,240
192,2019-10-28 12:00:00,7,621.334198955,14152.035,88.7620284222,2188.46397388,7,0,0,0,12,12,4.39042299539,8631
193,2019-02-11 12:00:00,7,680.99752065,15509.7275,97.2853600929,10.8217352268,7,0,0,0,12,12,4.39077682474,151
194,2019-12-12 15:00:00,7,748.625786215,17040.5125,106.946540888,13.8566011177,7,0,0,0,12,12,4.3932116843,373
195,2019-08-23 22:00:00,7,689.23630756,15688.4616667,98.4623296515,37.7685765296,7,0,0,0,12,12,4.39326890172,3215
196,2019-01-25 18:00:00,7,711.351006024,16176.3591667,101.621572289,6.35540946868,7,0,0,0,12,12,4.39747287195,8
197,2019-09-06 19:00:00,7,640.102471064,14541.65,91.4432101519,58.5604501684,7,0,0,0,11,11,4.40185584898,4719
198,2019-08-23 14:00:00,7,761.955440655,17292.4741667,108.850777236,18.2759242157,7,0,0,0,12,12,4.40628352722,874
199,2019-11-04 08:00:00,7,612.888047045,13897.3925,87.5554352922,45.3689010803,7,0,0,0,12,12,4.41009381469,3840
200,2019-06-22 12:00:00,7,725.110838177,16440.6808333,103.587262597,34.9347657696,7,0,0,0,12,12,4.41046721561,2946
201,2019-12-28 11:00:00,7,604.044416427,13645.075,86.2920594896,47.7276464978,7,0,0,0,12,12,4.42683104657,4018
202,2019-02-12 11:00:00,7,735.906090864,16577.3136364,105.129441552,19.5896804598,7,0,0,0,11,11,4.43923609704,1081
203,2019-01-11 02:00:00,7,680.199875808,15307.55,97.1714108297,16.6965442138,7,0,0,0,12,12,4.44355808609,687
204,2019-09-18 01:00:00,7,592.281266337,13323.8133333,84.6116094767,6.65097806111,7,0,0,0,12,12,4.4452834299,12
205,2019-04-06 09:00:00,7,616.116643111,13855.9275,88.0166633016,33.0675631604,7,0,0,0,12,12,4.44659257283,2752
206,2019-08-23 09:00:00,7,785.984718396,17675.8158333,112.283531199,20.5488508332,7,0,0,0,12,12,4.44666727582,1205
207,2019-02-12 21:00:00,7,722.304806686,16240.9991667,103.186400955,7.18067701125,7,0,0,0,12,12,4.44741606889,25
208,2019-09-14 15:00:00,7,659.25883499,14796.8891667,94.17983357,36.0521901578,7,0,0,0,12,12,4.45538807221,3054
209,2019-09-20 21:00:00,7,642.31474405,14411.5358333,91.75924915,105.612231009,7,0,0,0,12,12,4.45694859645,6360
210,2019-03-14 12:00:00,7,724.477264397,16246.75,103.496752057,32.0814667935,7,0,0,0,12,12,4.45921346975,2650
211,2019-11-20 22:00:00,7,592.849235213,13276.0133333,84.6927478876,31.0213211781,7,0,0,0,12,12,4.46556673549,2537
212,2019-02-13 17:00:00,7,778.805533083,17428.1758333,111.257933298,54.2965929465,7,0,0,0,12,12,4.46865776734,4480
