source_branch_row,device_key,source_from_bus,source_to_bus,raw_circuit_id,source_device_role,canonical_status,raw_status,raw_converted_branch_row,identity_confidence,individual_circuit_identity_resolved,raw_identity_candidates,raw_canonical_parameters_match,raw_parameter_max_abs_difference,source_r_pu,source_x_pu,source_b_pu,source_rate_a_mva,source_rate_b_mva,source_rate_c_mva,source_tap,source_shift_deg,raw_transformer_control_mode,raw_regulated_bus,overhead_thermal_eligible
2006,PERFORM2019:AC:1135:1532:3,1135,1532,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1917,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1135:1532:1;PERFORM2019:AC:1135:1532:2;PERFORM2019:AC:1135:1532:3,1,0,0.00017,0.00084,0.00635,562,562,562,0,0,0,0,0
2007,PERFORM2019:XFMR:1136:1532:1,1136,1532,1,two_winding_transformer,1,1,2317,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1136:1532:1;PERFORM2019:XFMR:1136:1532:2;PERFORM2019:XFMR:1136:1532:3,1,0,0.0015,0.0625,0,800,800,800,1,0,0,0,0
2008,PERFORM2019:XFMR:1136:1532:2,1136,1532,2,two_winding_transformer,1,1,2318,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1136:1532:1;PERFORM2019:XFMR:1136:1532:2;PERFORM2019:XFMR:1136:1532:3,1,0,0.0015,0.0625,0,800,800,800,1,0,0,0,0
2009,PERFORM2019:XFMR:1136:1532:3,1136,1532,3,two_winding_transformer,1,1,2319,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1136:1532:1;PERFORM2019:XFMR:1136:1532:2;PERFORM2019:XFMR:1136:1532:3,1,0,0.0015,0.0625,0,800,800,800,1,0,0,0,0
2010,PERFORM2019:AC:1137:1141:1,1137,1141,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1918,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1137:1141:1,1,0,0.00233,0.01162,0.08807,432,562,432,0,0,0,0,0
2011,PERFORM2019:AC:1137:1147:1,1137,1147,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1919,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1137:1147:1,1,0,0.00096,0.0048,0.03639,261,562,432,0,0,0,0,0
2012,PERFORM2019:AC:1137:1149:1,1137,1149,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1920,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1137:1149:1,1,0,1e-05,4e-05,0.00028,261,562,432,0,0,0,0,0
2013,PERFORM2019:XFMR:1137:1169:EQ,1137,1169,EQ,two_winding_transformer,1,1,2320,unique_RAW_endpoint_identity_with_canonical_parameter_difference,1,PERFORM2019:XFMR:1137:1169:EQ,0,0.00107,0.005,0.125,0.00107,120,148,167,1,0,0,0,0
2014,PERFORM2019:AC:1138:1152:1,1138,1152,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1921,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1138:1152:1,1,0,0.00018,0.00041,1e-05,96,250,123,0,0,0,0,0
2015,PERFORM2019:AC:1138:1360:1,1138,1360,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1922,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1138:1360:1,1,0,0.02214,0.05033,0.00098,96,250,123,0,0,0,0,0
2016,PERFORM2019:AC:1139:1140:1,1139,1140,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1923,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1139:1140:1,1,0,0,2e-05,0.00017,261,562,432,0,0,0,0,0
2017,PERFORM2019:AC:1139:1154:1,1154,1139,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1924,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1139:1154:1,1,0,0,2e-05,0.00016,261,562,432,0,0,0,0,0
2018,PERFORM2019:XFMR:1139:1533:1,1139,1533,1,two_winding_transformer,1,1,2321,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1139:1533:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2019,PERFORM2019:AC:1140:1148:1,1140,1148,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1925,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1140:1148:1,1,0,0.00214,0.01071,0.08114,261,562,432,0,0,0,0,0
2020,PERFORM2019:XFMR:1140:1534:1,1140,1534,1,two_winding_transformer,1,1,2322,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1140:1534:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2021,PERFORM2019:AC:1142:1156:1,1142,1156,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1926,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1142:1156:1,1,0,0.01516,0.03447,0.00067,96,250,123,0,0,0,0,0
2022,PERFORM2019:AC:1142:1162:1,1142,1162,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1927,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1142:1162:1,1,0,0.01957,0.04448,0.00087,96,250,123,0,0,0,0,0
2023,PERFORM2019:AC:1142:1490:1,1142,1490,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1928,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1142:1490:1,1,0,0.00673,0.0153,0.0003,300,300,300,0,0,0,0,0
2024,PERFORM2019:AC:1143:1166:1,1143,1166,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1929,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1143:1166:1;PERFORM2019:AC:1143:1166:2;PERFORM2019:AC:1143:1166:3,1,0,5e-05,0.00026,0.00195,370,407,432,0,0,0,0,0
2025,PERFORM2019:AC:1143:1166:2,1143,1166,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1930,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1143:1166:1;PERFORM2019:AC:1143:1166:2;PERFORM2019:AC:1143:1166:3,1,0,5e-05,0.00026,0.00195,370,407,432,0,0,0,0,0
2026,PERFORM2019:AC:1143:1166:3,1143,1166,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1931,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1143:1166:1;PERFORM2019:AC:1143:1166:2;PERFORM2019:AC:1143:1166:3,1,0,5e-05,0.00026,0.00195,370,407,432,0,0,0,0,0
2027,PERFORM2019:AC:1144:1166:1,1144,1166,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1932,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1144:1166:1,1,0,8e-05,0.001,0.00025,600,600,600,0,0,0,0,0
2028,PERFORM2019:AC:1145:1146:1,1145,1146,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1933,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1145:1146:1,1,0,0.00058,0.00131,3e-05,96,250,123,0,0,0,0,0
2029,PERFORM2019:AC:1146:1159:1,1146,1159,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1934,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1146:1159:1,1,0,0.01741,0.03959,0.00077,96,250,123,0,0,0,0,0
2030,PERFORM2019:AC:1146:1537:1,1146,1537,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1935,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1146:1537:1,1,0,0.02094,0.0476,0.00093,200,250,200,0,0,0,0,0
2031,PERFORM2019:AC:1147:1148:1,1147,1148,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1936,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1147:1148:1,1,0,0.00018,0.00089,0.00671,261,562,432,0,0,0,0,0
2032,PERFORM2019:AC:1148:1165:1,1148,1165,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1937,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1148:1165:1,1,0,0.00019,0.00097,0.00732,261,562,432,0,0,0,0,0
2033,PERFORM2019:AC:1148:1165:2,1148,1165,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1938,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1148:1165:2,1,0,0.00019,0.00095,0.00717,261,562,432,0,0,0,0,0
2034,PERFORM2019:AC:1149:1165:1,1149,1165,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1939,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1149:1165:1,1,0,0.00094,0.00468,0.03543,261,562,432,0,0,0,0,0
2035,PERFORM2019:XFMR:1149:1535:1,1149,1535,1,two_winding_transformer,1,1,2323,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1149:1535:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2036,PERFORM2019:AC:1150:1539:1,1150,1539,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1940,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1150:1539:1,1,0,0.01934,0.04397,0.00086,250,250,250,0,0,0,0,0
2037,PERFORM2019:AC:1150:1539:2,1150,1539,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1941,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1150:1539:2,1,0,0.0193,0.04388,0.00086,250,250,250,0,0,0,0,0
2038,PERFORM2019:AC:1151:1169:1,1151,1169,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1942,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1151:1169:1,1,0,0.02418,0.05498,0.00107,96,250,123,0,0,0,0,0
2039,PERFORM2019:AC:1151:1360:1,1151,1360,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1943,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1151:1360:1,1,0,0.04124,0.09375,0.00183,96,250,123,0,0,0,0,0
2040,PERFORM2019:AC:1153:1156:1,1153,1156,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1944,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1153:1156:1,1,0,0.01643,0.03735,0.00073,96,250,123,0,0,0,0,0
2041,PERFORM2019:AC:1153:1504:1,1504,1153,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1945,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1153:1504:1,1,0,0.01789,0.04066,0.0008,96,250,123,0,0,0,0,0
2042,PERFORM2019:AC:1155:1490:1,1490,1155,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1946,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1155:1490:1,1,0,0.0305,0.06934,0.00136,96,250,123,0,0,0,0,0
2043,PERFORM2019:AC:1155:1533:1,1533,1155,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1947,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1155:1533:1,1,0,0.00017,0.00038,1e-05,96,250,123,0,0,0,0,0
2044,PERFORM2019:AC:1155:1534:1,1534,1155,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1948,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1155:1534:1,1,0,0.00016,0.00036,1e-05,96,250,123,0,0,0,0,0
2045,PERFORM2019:AC:1155:1535:1,1535,1155,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1949,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1155:1535:1,1,0,0.04945,0.11241,0.0022,96,250,123,0,0,0,0,0
2046,PERFORM2019:AC:1156:1490:1,1490,1156,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1950,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1156:1490:1,1,0,0.02178,0.04951,0.00097,96,250,123,0,0,0,0,0
2047,PERFORM2019:AC:1156:1504:1,1504,1156,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1951,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1156:1504:1,1,0,0.03424,0.07783,0.00152,96,250,123,0,0,0,0,0
2048,PERFORM2019:AC:1157:1160:1,1157,1160,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1952,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1157:1160:1,1,0,0.00076,0.00382,0.02892,261,562,432,0,0,0,0,0
2049,PERFORM2019:XFMR:1157:1536:1,1157,1536,1,two_winding_transformer,1,1,2324,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1157:1536:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2050,PERFORM2019:AC:1158:1159:1,1158,1159,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1953,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1158:1159:1,1,0,0.03211,0.073,0.00143,96,250,123,0,0,0,0,0
2051,PERFORM2019:AC:1158:1161:1,1158,1161,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1954,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1158:1161:1,1,0,0.02259,0.05137,0.001,96,250,123,0,0,0,0,0
2052,PERFORM2019:AC:1158:1504:1,1504,1158,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1955,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1158:1504:1,1,0,0.07977,0.18135,0.00355,96,250,123,0,0,0,0,0
2053,PERFORM2019:AC:1160:1166:1,1160,1166,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1956,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1160:1166:1;PERFORM2019:AC:1160:1166:2;PERFORM2019:AC:1160:1166:3;PERFORM2019:AC:1160:1166:4,1,0,0.00122,0.00611,0.04626,550,550,550,0,0,0,0,0
2054,PERFORM2019:AC:1160:1166:2,1160,1166,2,ac_branch_unresolved_line_cable_or_equivalent,1,1,1957,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1160:1166:1;PERFORM2019:AC:1160:1166:2;PERFORM2019:AC:1160:1166:3;PERFORM2019:AC:1160:1166:4,1,0,0.00122,0.00611,0.04626,550,550,550,0,0,0,0,0
2055,PERFORM2019:AC:1160:1166:3,1160,1166,3,ac_branch_unresolved_line_cable_or_equivalent,1,1,1958,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1160:1166:1;PERFORM2019:AC:1160:1166:2;PERFORM2019:AC:1160:1166:3;PERFORM2019:AC:1160:1166:4,1,0,0.00122,0.00611,0.04626,550,550,550,0,0,0,0,0
2056,PERFORM2019:AC:1160:1166:4,1160,1166,4,ac_branch_unresolved_line_cable_or_equivalent,1,1,1959,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:AC:1160:1166:1;PERFORM2019:AC:1160:1166:2;PERFORM2019:AC:1160:1166:3;PERFORM2019:AC:1160:1166:4,1,0,0.00122,0.00611,0.04626,550,550,550,0,0,0,0,0
2057,PERFORM2019:XFMR:1160:1537:1,1160,1537,1,two_winding_transformer,1,1,2325,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1160:1537:1,1,0,0.00302,0.10864,0,225,245,270,1,0,0,0,0
2058,PERFORM2019:XFMR:1160:1538:1,1160,1538,1,two_winding_transformer,1,1,2326,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1160:1538:1;PERFORM2019:XFMR:1160:1538:2;PERFORM2019:XFMR:1160:1538:3;PERFORM2019:XFMR:1160:1538:4,1,0,0.0007,0.025,0,1000,1000,1000,1,0,0,0,0
2059,PERFORM2019:XFMR:1160:1538:2,1160,1538,2,two_winding_transformer,1,1,2327,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1160:1538:1;PERFORM2019:XFMR:1160:1538:2;PERFORM2019:XFMR:1160:1538:3;PERFORM2019:XFMR:1160:1538:4,1,0,0.0007,0.025,0,1000,1000,1000,1,0,0,0,0
2060,PERFORM2019:XFMR:1160:1538:3,1160,1538,3,two_winding_transformer,1,1,2328,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1160:1538:1;PERFORM2019:XFMR:1160:1538:2;PERFORM2019:XFMR:1160:1538:3;PERFORM2019:XFMR:1160:1538:4,1,0,0.0007,0.025,0,1000,1000,1000,1,0,0,0,0
2061,PERFORM2019:XFMR:1160:1538:4,1160,1538,4,two_winding_transformer,1,1,2329,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1160:1538:1;PERFORM2019:XFMR:1160:1538:2;PERFORM2019:XFMR:1160:1538:3;PERFORM2019:XFMR:1160:1538:4,1,0,0.0007,0.025,0,1000,1000,1000,1,0,0,0,0
2062,PERFORM2019:AC:1161:1162:1,1161,1162,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1960,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1161:1162:1,1,0,0.01304,0.02965,0.00058,96,250,123,0,0,0,0,0
2063,PERFORM2019:AC:1164:1165:1,1164,1165,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1961,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1164:1165:1,1,0,0.00129,0.00645,0.04891,261,562,432,0,0,0,0,0
2064,PERFORM2019:XFMR:1164:1539:1,1164,1539,1,two_winding_transformer,1,1,2330,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1164:1539:1,1,0,0.00302,0.10864,0,225,225,225,1,0,0,0,0
2065,PERFORM2019:XFMR:1165:1540:1,1165,1540,1,two_winding_transformer,1,1,2331,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1165:1540:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2066,PERFORM2019:XFMR:1166:1541:1,1166,1541,1,two_winding_transformer,1,1,2332,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1166:1541:1;PERFORM2019:XFMR:1166:1541:2,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2067,PERFORM2019:XFMR:1166:1541:2,1166,1541,2,two_winding_transformer,1,1,2333,electrically_identical_parallel_assignment_not_unique_physical_identity,0,PERFORM2019:XFMR:1166:1541:1;PERFORM2019:XFMR:1166:1541:2,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2068,PERFORM2019:AC:1167:1168:1,1167,1168,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1962,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1167:1168:1,1,0,0.0122,0.02774,0.00054,96,250,123,0,0,0,0,0
2069,PERFORM2019:AC:1168:1539:1,1539,1168,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1963,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1168:1539:1,1,0,0.00672,0.01527,0.0003,96,250,123,0,0,0,0,0
2070,PERFORM2019:AC:1168:1542:1,1168,1542,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1964,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1168:1542:1,1,0,0.0297,0.06753,0.00132,96,250,123,0,0,0,0,0
2071,PERFORM2019:XFMR:1170:1542:1,1170,1542,1,two_winding_transformer,1,1,2334,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:XFMR:1170:1542:1,1,0,0.00302,0.10864,0,125,145,170,1,0,0,0,0
2072,PERFORM2019:AC:1171:1568:1,1171,1568,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1965,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1171:1568:1,1,0,0.00799,0.03303,0.00547,167,556,210,0,0,0,0,0
2073,PERFORM2019:AC:1172:1466:1,1172,1466,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1966,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1172:1466:1,1,0,0.02156,0.08914,0.01476,167,556,210,0,0,0,0,0
2074,PERFORM2019:AC:1174:1175:1,1174,1175,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1967,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1174:1175:1,1,0,0.00018,0.00076,0.00013,167,556,210,0,0,0,0,0
2075,PERFORM2019:AC:1174:1176:1,1174,1176,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1968,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1174:1176:1,1,0,0.00017,0.00071,0.00012,167,556,210,0,0,0,0,0
2076,PERFORM2019:AC:1174:1186:1,1174,1186,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1969,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1174:1186:1,1,0,0.00416,0.01721,0.00285,167,556,210,0,0,0,0,0
2077,PERFORM2019:AC:1175:1188:1,1175,1188,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1970,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1175:1188:1,1,0,0.00035,0.00143,0.00024,167,556,210,0,0,0,0,0
2078,PERFORM2019:AC:1175:1555:1,1175,1555,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1971,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1175:1555:1,1,0,0.00054,0.00222,0.00037,167,556,210,0,0,0,0,0
2079,PERFORM2019:AC:1176:1177:1,1176,1177,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1972,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1176:1177:1,1,0,2e-05,9e-05,2e-05,167,556,210,0,0,0,0,0
2080,PERFORM2019:AC:1176:1554:1,1176,1554,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1973,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1176:1554:1,1,0,9e-05,0.00038,6e-05,167,556,210,0,0,0,0,0
2081,PERFORM2019:AC:1177:1479:1,1177,1479,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1974,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1177:1479:1,1,0,0.00127,0.00524,0.00087,167,556,210,0,0,0,0,0
2082,PERFORM2019:AC:1177:1554:1,1177,1554,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1975,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1177:1554:1,1,0,8e-05,0.00034,6e-05,167,556,210,0,0,0,0,0
2083,PERFORM2019:AC:1178:1182:1,1178,1182,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1976,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1178:1182:1,1,0,0.00177,0.00732,0.00121,167,556,210,0,0,0,0,0
2084,PERFORM2019:AC:1178:1257:1,1178,1257,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1977,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1178:1257:1,1,0,0.00022,0.00091,0.00015,167,556,210,0,0,0,0,0
2085,PERFORM2019:AC:1179:1183:1,1179,1183,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1978,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1179:1183:1,1,0,0.00177,0.00732,0.00121,167,556,210,0,0,0,0,0
2086,PERFORM2019:AC:1179:1184:1,1179,1184,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1979,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1179:1184:1,1,0,0.00185,0.012,0.0016,217,131,260,0,0,0,0,0
2087,PERFORM2019:AC:1179:1257:1,1179,1257,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1980,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1179:1257:1,1,0,0.00022,0.00091,0.00015,167,556,210,0,0,0,0,0
2088,PERFORM2019:AC:1180:1183:1,1180,1183,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1981,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1180:1183:1,1,0,0.00232,0.00959,0.00159,167,556,210,0,0,0,0,0
2089,PERFORM2019:AC:1181:1182:1,1181,1182,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1982,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1181:1182:1,1,0,0.00228,0.00943,0.00156,167,556,210,0,0,0,0,0
2090,PERFORM2019:AC:1182:1461:1,1182,1461,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1983,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1182:1461:1,1,0,0.00292,0.01206,0.002,167,556,210,0,0,0,0,0
2091,PERFORM2019:AC:1183:1184:1,1183,1184,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1984,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1183:1184:1,1,0,0.00289,0.01195,0.00198,167,556,210,0,0,0,0,0
2092,PERFORM2019:AC:1184:1185:1,1185,1184,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1985,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1184:1185:1,1,0,0.0037,0.01531,0.00253,211,211,236,0,0,0,0,0
2093,PERFORM2019:AC:1184:1462:1,1184,1462,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1986,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1184:1462:1,1,0,0.0001,0.0004,7e-05,167,556,210,0,0,0,0,0
2094,PERFORM2019:AC:1185:1186:1,1185,1186,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1987,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1185:1186:1,1,0,5e-05,0.0002,3e-05,167,556,210,0,0,0,0,0
2095,PERFORM2019:AC:1185:1555:1,1185,1555,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1988,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1185:1555:1,1,0,0.00489,0.02022,0.00335,167,556,210,0,0,0,0,0
2096,PERFORM2019:AC:1186:1187:1,1186,1187,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1989,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1186:1187:1,1,0,0.00135,0.00556,0.00092,167,556,210,0,0,0,0,0
2097,PERFORM2019:AC:1187:1189:1,1187,1189,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1990,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1187:1189:1,1,0,0.00447,0.0185,0.00306,210,556,210,0,0,0,0,0
2098,PERFORM2019:AC:1188:1189:1,1188,1189,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1991,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1188:1189:1,1,0,0.00044,0.00183,0.0003,167,556,210,0,0,0,0,0
2099,PERFORM2019:AC:1188:1554:1,1188,1554,1,ac_branch_unresolved_line_cable_or_equivalent,1,1,1992,unique_RAW_endpoint_and_electrical_parameter_match,1,PERFORM2019:AC:1188:1554:1,1,0,0.00014,0.00056,9e-05,167,556,210,0,0,0,0,0
