source_gen_row,source_bus,source_generator_id,device_key,source_device_role,source_zone,canonical_status,raw_status,raw_gen_row,raw_ireg,regulated_bus,source_pg_mw,source_qg_mvar,source_pmin_mw,source_pmax_mw,source_qmin_mvar,source_qmax_mvar,source_voltage_target_pu,source_gen_type,source_gen_fuel,source_eia_plant_code,source_eia_unit_key,native_generation_member,q_bounds_are_placeholder,raw_canonical_status_mismatch,recommended_treatment,role_evidence,canonical_regulated_bus,raw_remote_control_omitted
348,848,6,PERFORM2019:GEN:848:6,native_generation,G,0,0,372,0,848,0,0,60.000002,239.400005,-131.700003,167.6,1.02,"ST (Steam Turbine)",dfo,2480,2480-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,848,0
349,867,1,PERFORM2019:GEN:867:1,native_generation,F,1,1,374,0,867,8.037805,5.7,0,8.2,-4.5,5.7,1.02,"HY (Hydro)",hydro,625,625-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,867,0
350,867,2,PERFORM2019:GEN:867:2,native_generation,F,1,1,375,0,867,8.037805,5.7,0,8.2,-4.5,5.7,1.02,"HY (Hydro)",hydro,625,625-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,867,0
351,870,1,PERFORM2019:GEN:870:1,native_generation,F,1,1,376,0,870,3.92088,1.062478,1.5,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2606,2606-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,870,0
352,870,2,PERFORM2019:GEN:870:2,native_generation,F,1,1,377,0,870,3.92088,1.062478,1.5,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2606,2606-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,870,0
353,870,3,PERFORM2019:GEN:870:3,native_generation,F,1,1,378,0,870,3.92088,1.062478,1.5,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2606,2606-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,870,0
354,870,4,PERFORM2019:GEN:870:4,native_generation,F,1,1,379,0,870,3.92088,1.062478,1.5,4,-2.2,2.8,1.02,"HY (Hydro)",hydro,2606,2606-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,870,0
355,899,1,PERFORM2019:GEN:899:1,native_generation,G,0,0,380,0,899,0,0,80.000001,621.000004,-341.599989,434.700012,1.02,"ST (Steam Turbine)",ng,2625,2625-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,899,0
356,899,2,PERFORM2019:GEN:899:2,native_generation,G,1,1,381,0,899,621.000004,88.249999,100,621.000004,-341.599989,434.700012,1.02,"ST (Steam Turbine)",ng,2625,2625-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,899,0
357,900,1,PERFORM2019:GEN:900:1,native_generation,H,0,0,382,0,900,0,0,759.000015,1011.99999,-556.599998,708.400011,1.02,"ST (Steam Turbine)",nuclear,8907,8907-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,900,0
358,900,2,PERFORM2019:GEN:900:2,native_generation,H,0,0,383,0,900,0,0,973.999977,1298.99998,-714.499998,909.300041,1.02,"ST (Steam Turbine)",nuclear,2497,2497-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,900,0
359,994,1,PERFORM2019:GEN:994:1,native_generation,K,0,0,384,0,994,0,0,2.2,2.9,-1.6,2,1.01,"IC (Internal Combustion)",dfo,2678,2678-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
360,994,2,PERFORM2019:GEN:994:2,native_generation,K,0,0,385,0,994,0,0,2,3.1,-1.7,2.2,1.01,"IC (Internal Combustion)",ng,2678,2678-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
361,994,3,PERFORM2019:GEN:994:3,native_generation,K,0,0,386,0,994,0,0,4.5,5.1,-2.8,3.6,1.01,"IC (Internal Combustion)",ng,2678,2678-4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
362,994,4,PERFORM2019:GEN:994:4,native_generation,K,0,0,387,0,994,0,0,5,18.099999,-10,12.7,1.01,"GT (Gas Turbine)",ng,2679,2679-3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
363,994,5,PERFORM2019:GEN:994:5,native_generation,K,1,1,388,0,994,59.619802,-12.303741,28,60.000002,-33.000001,41.999999,1.01,"GT (Gas Turbine)",ng,56032,56032-001,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
364,994,6,PERFORM2019:GEN:994:6,native_generation,K,1,1,389,0,994,59.619802,-12.303741,28,60.000002,-33.000001,41.999999,1.01,"GT (Gas Turbine)",ng,56032,56032-0001,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
365,994,7,PERFORM2019:GEN:994:7,native_generation,K,1,1,390,0,994,60.116637,-12.303741,25,60.500002,-33.3,42.399999,1.01,"GT (Gas Turbine)",ng,2679,2679-CT5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,994,0
366,997,1,PERFORM2019:GEN:997:1,native_generation,K,0,0,391,0,997,0,0,1.6,3.5,-1.9,2.5,1.01,"IC (Internal Combustion)",dfo,2695,2695-9,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
367,997,2,PERFORM2019:GEN:997:2,native_generation,K,0,0,392,0,997,0,0,1.6,3.5,-1.9,2.5,1.01,"IC (Internal Combustion)",dfo,2695,2695-10,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
368,997,3,PERFORM2019:GEN:997:3,native_generation,K,0,0,393,0,997,0,0,2.6,5.2,-2.9,3.6,1.01,"IC (Internal Combustion)",dfo,2695,2695-11,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
369,997,4,PERFORM2019:GEN:997:4,native_generation,K,0,0,394,0,997,0,0,2.7,5.5,-3,3.9,1.01,"IC (Internal Combustion)",dfo,2695,2695-12,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
370,997,5,PERFORM2019:GEN:997:5,native_generation,K,0,0,395,0,997,0,0,2.7,5.5,-3,3.9,1.01,"IC (Internal Combustion)",dfo,2695,2695-13,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
371,997,6,PERFORM2019:GEN:997:6,native_generation,K,0,0,396,0,997,0,0,3.1,6.2,-3.4,4.3,1.01,"IC (Internal Combustion)",dfo,2695,2695-14,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,997,0
372,1027,C1,PERFORM2019:GEN:1027:C1,native_generation,E,0,0,398,0,1027,0,0,44.999999,107.799995,-75.459999,80.849999,1.02,"CC (Combined Cycle Generic)",ng,10617,10617_CC01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1027,0
373,1039,1,PERFORM2019:GEN:1039:1,native_generation,E,1,1,399,0,1039,11.427129,3.586033,0.1,11.5,-6.3,8.1,1.02,"WT (Wind Turbine)",wind,55769,55769-MADW,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1039,0
374,1052,1,PERFORM2019:GEN:1052:1,native_generation,E,1,1,400,0,1052,6.273409,4.5,2,6.4,-3.5,4.5,1.02,"HY (Hydro)",hydro,2619,2619-6,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1052,0
375,1052,2,PERFORM2019:GEN:1052:2,native_generation,E,1,1,401,0,1052,6.665497,4.8,2,6.8,-3.7,4.8,1.02,"HY (Hydro)",hydro,2619,2619-5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1052,0
376,1052,3,PERFORM2019:GEN:1052:3,native_generation,E,1,1,402,0,1052,8.527914,5.748637,2,8.7,-4.8,6.1,1.02,"HY (Hydro)",hydro,2619,2619-7,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1052,0
377,1052,4,PERFORM2019:GEN:1052:4,native_generation,E,1,1,403,0,1052,18.624181,5.748637,4,19,-10.5,13.3,1.02,"HY (Hydro)",hydro,2599,2599-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1052,0
378,1053,1,PERFORM2019:GEN:1053:1,native_generation,E,1,1,404,0,1053,12.350773,8.8,2.5,12.6,-6.9,8.8,1.02,"HY (Hydro)",hydro,10196,10196-GEN1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1053,0
379,1129,1,PERFORM2019:GEN:1129:1,native_generation,J,0,0,405,0,1129,0,0,0.1,3.2,-1.8,2.2,1.02,"IC (Internal Combustion)",ng,63236,63236-DG2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
380,1129,2,PERFORM2019:GEN:1129:2,native_generation,J,0,0,416,0,1129,0,0,0.1,3.2,-1.8,2.2,1.02,"IC (Internal Combustion)",ng,63236,63236-DG3,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
381,1129,3,PERFORM2019:GEN:1129:3,native_generation,J,0,0,427,0,1129,0,0,0.1,3.2,-1.8,2.2,1.02,"IC (Internal Combustion)",ng,63236,63236-DG4,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
382,1129,4,PERFORM2019:GEN:1129:4,native_generation,J,0,0,438,0,1129,0,0,0.1,3.2,-1.8,2.2,1.02,"IC (Internal Combustion)",ng,63236,63236-DG5,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
383,1129,5,PERFORM2019:GEN:1129:5,native_generation,J,0,0,449,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT11,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
384,1129,6,PERFORM2019:GEN:1129:6,native_generation,J,0,0,456,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT12,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
385,1129,7,PERFORM2019:GEN:1129:7,native_generation,J,0,0,457,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT13,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
386,1129,8,PERFORM2019:GEN:1129:8,native_generation,J,1,1,458,0,1129,19.873267,1.301627,15.6,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT14,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
387,1129,9,PERFORM2019:GEN:1129:9,native_generation,J,1,1,459,0,1129,19.873267,1.301627,15.899999,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT15,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
388,1129,10,PERFORM2019:GEN:1129:10,native_generation,J,1,1,406,0,1129,19.873267,1.301627,15.6,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT16,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
389,1129,11,PERFORM2019:GEN:1129:11,native_generation,J,0,0,407,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT17,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
390,1129,12,PERFORM2019:GEN:1129:12,native_generation,J,1,1,408,0,1129,19.873267,1.301627,14.6,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT18,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
391,1129,13,PERFORM2019:GEN:1129:13,native_generation,J,0,0,409,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT21,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
392,1129,14,PERFORM2019:GEN:1129:14,native_generation,J,0,0,410,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT22,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
393,1129,15,PERFORM2019:GEN:1129:15,native_generation,J,1,1,411,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT23,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
394,1129,16,PERFORM2019:GEN:1129:16,native_generation,J,0,0,412,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT24,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
395,1129,17,PERFORM2019:GEN:1129:17,native_generation,J,0,0,413,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT25,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
396,1129,18,PERFORM2019:GEN:1129:18,native_generation,J,1,1,414,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT26,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
397,1129,19,PERFORM2019:GEN:1129:19,native_generation,J,0,0,415,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT27,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
398,1129,20,PERFORM2019:GEN:1129:20,native_generation,J,0,0,417,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT28,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
399,1129,21,PERFORM2019:GEN:1129:21,native_generation,J,0,0,418,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT31,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
400,1129,22,PERFORM2019:GEN:1129:22,native_generation,J,1,1,419,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT32,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
401,1129,23,PERFORM2019:GEN:1129:23,native_generation,J,0,0,420,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT33,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
402,1129,24,PERFORM2019:GEN:1129:24,native_generation,J,1,1,421,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT34,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
403,1129,25,PERFORM2019:GEN:1129:25,native_generation,J,1,1,422,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT35,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
404,1129,26,PERFORM2019:GEN:1129:26,native_generation,J,0,0,423,0,1129,0,0,15.2,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT36,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
405,1129,27,PERFORM2019:GEN:1129:27,native_generation,J,0,0,424,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT37,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
406,1129,28,PERFORM2019:GEN:1129:28,native_generation,J,1,1,425,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT38,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
407,1129,29,PERFORM2019:GEN:1129:29,native_generation,J,0,0,426,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT41,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
408,1129,30,PERFORM2019:GEN:1129:30,native_generation,J,1,1,428,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT42,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
409,1129,31,PERFORM2019:GEN:1129:31,native_generation,J,0,0,429,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT43,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
410,1129,32,PERFORM2019:GEN:1129:32,native_generation,J,0,0,430,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT44,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
411,1129,33,PERFORM2019:GEN:1129:33,native_generation,J,0,0,431,0,1129,0,0,15.700001,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT45,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
412,1129,34,PERFORM2019:GEN:1129:34,native_generation,J,1,1,432,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT46,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
413,1129,35,PERFORM2019:GEN:1129:35,native_generation,J,1,1,433,0,1129,19.873267,1.301627,16,20,-11,14,1.02,"GT (Gas Turbine)",dfo,2494,2494-GT47,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
414,1129,36,PERFORM2019:GEN:1129:36,native_generation,J,0,0,434,0,1129,0,0,16,20,-11,14,1.02,"GT (Gas Turbine)",ng,2494,2494-GT48,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
415,1129,37,PERFORM2019:GEN:1129:37,native_generation,J,1,1,435,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT11,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
416,1129,38,PERFORM2019:GEN:1129:38,native_generation,J,1,1,436,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",ng,2499,2499-NT12,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
417,1129,39,PERFORM2019:GEN:1129:39,native_generation,J,1,1,437,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT13,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
418,1129,40,PERFORM2019:GEN:1129:40,native_generation,J,1,1,439,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT14,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
419,1129,41,PERFORM2019:GEN:1129:41,native_generation,J,1,1,440,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT15,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
420,1129,42,PERFORM2019:GEN:1129:42,native_generation,J,1,1,441,0,1129,21.860594,1.301627,15.700001,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT16,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
421,1129,43,PERFORM2019:GEN:1129:43,native_generation,J,1,1,442,0,1129,21.860594,1.301627,15.6,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT17,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
422,1129,44,PERFORM2019:GEN:1129:44,native_generation,J,1,1,443,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",ng,2499,2499-NT18,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
423,1129,45,PERFORM2019:GEN:1129:45,native_generation,J,1,1,444,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT21,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
424,1129,46,PERFORM2019:GEN:1129:46,native_generation,J,1,1,445,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT22,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
425,1129,47,PERFORM2019:GEN:1129:47,native_generation,J,1,1,446,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT23,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
426,1129,48,PERFORM2019:GEN:1129:48,native_generation,J,1,1,447,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",ng,2499,2499-NT24,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
427,1129,49,PERFORM2019:GEN:1129:49,native_generation,J,1,1,448,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT25,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
428,1129,50,PERFORM2019:GEN:1129:50,native_generation,J,1,1,450,0,1129,21.860594,1.301627,15.4,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT26,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
429,1129,51,PERFORM2019:GEN:1129:51,native_generation,J,1,1,451,0,1129,21.860594,1.301627,16,22,-12.1,15.4,1.02,"GT (Gas Turbine)",dfo,2499,2499-NT27,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
430,1129,52,PERFORM2019:GEN:1129:52,native_generation,J,1,1,452,0,1129,21.860594,1.301627,15.800001,22,-12.1,15.4,1.02,"GT (Gas Turbine)",ng,2499,2499-NT28,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
431,1129,53,PERFORM2019:GEN:1129:53,native_generation,J,1,1,453,0,1129,46.702179,1.301627,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7910,7910-1,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
432,1129,54,PERFORM2019:GEN:1129:54,native_generation,J,1,1,454,0,1129,46.702179,1.301627,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,7910,7910-2,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
433,1129,55,PERFORM2019:GEN:1129:55,native_generation,J,1,1,455,0,1129,46.702179,1.301627,1,47,-25.9,32.9,1.02,"GT (Gas Turbine)",ng,8053,8053-N01,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1129,0
434,1130,1,PERFORM2019:GEN:1130:1,native_generation,J,0,0,460,0,1130,0,0,0.1,0.4,-0.2,0.3,1.02,"IC (Internal Combustion)",dfo,61416,61416-CAM12,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1130,0
435,1130,2,PERFORM2019:GEN:1130:2,native_generation,J,0,0,469,0,1130,0,0,0.1,0.6,-0.3,0.4,1.02,"IC (Internal Combustion)",dfo,61416,61416-FPA15,1,0,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,canonical_fuel_type_and_RAW_bus_unit_ID,1130,0
