control_key,device_key,source_bus,source_control_role,canonical_enabled,regulated_bus,setpoint_pu,qmin_mvar,qmax_mvar,bounds_are_placeholder,recommended_treatment,raw_regulated_bus,raw_remote_control_omitted
PERFORM2019:GEN:31:4:CONTROL,PERFORM2019:GEN:31:4,31,PV_voltage_control,1,31,1.02,-1.4,1.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,31,0
PERFORM2019:GEN:31:5:CONTROL,PERFORM2019:GEN:31:5,31,PV_voltage_control,1,31,1.02,-1.4,1.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,31,0
PERFORM2019:GEN:31:6:CONTROL,PERFORM2019:GEN:31:6,31,PV_voltage_control,1,31,1.02,-13.500001,16,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,31,0
PERFORM2019:GEN:31:7:CONTROL,PERFORM2019:GEN:31:7,31,PV_voltage_control,1,31,1.02,-13.500001,16,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,31,0
PERFORM2019:GEN:32:C1:CONTROL,PERFORM2019:GEN:32:C1,32,PV_voltage_control,1,32,1.02,-102.900004,110.249996,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,32,0
PERFORM2019:GEN:33:C1:CONTROL,PERFORM2019:GEN:33:C1,33,PV_voltage_control,1,33,1.02,-39.62,42.449999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,33,0
PERFORM2019:GEN:34:C1:CONTROL,PERFORM2019:GEN:34:C1,34,PV_voltage_control,1,34,1.02,-40.180001,43.05,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,34,0
PERFORM2019:GEN:35:1:CONTROL,PERFORM2019:GEN:35:1,35,PV_voltage_control,1,35,1.02,-1.8,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:35:2:CONTROL,PERFORM2019:GEN:35:2,35,PV_voltage_control,1,35,1.02,-1.8,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:35:3:CONTROL,PERFORM2019:GEN:35:3,35,PV_voltage_control,1,35,1.02,-2.2,2.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:35:4:CONTROL,PERFORM2019:GEN:35:4,35,PV_voltage_control,1,35,1.02,-2.2,2.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:35:5:CONTROL,PERFORM2019:GEN:35:5,35,PV_voltage_control,1,35,1.02,-3.3,3.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:35:6:CONTROL,PERFORM2019:GEN:35:6,35,PV_voltage_control,1,35,1.02,-3.9,4.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,35,0
PERFORM2019:GEN:37:C1:CONTROL,PERFORM2019:GEN:37:C1,37,PV_voltage_control,1,37,1.02,-154.910004,165.974998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,37,0
PERFORM2019:GEN:38:1:CONTROL,PERFORM2019:GEN:38:1,38,PV_voltage_control,1,38,1.02,-55.299997,70.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,38,0
PERFORM2019:GEN:39:1:CONTROL,PERFORM2019:GEN:39:1,39,PV_voltage_control,1,39,1.02,-69.300002,88.200003,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,39,0
PERFORM2019:GEN:41:C1:CONTROL,PERFORM2019:GEN:41:C1,41,PV_voltage_control,1,41,1.02,-45.989999,49.274999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,41,0
PERFORM2019:GEN:52:1:CONTROL,PERFORM2019:GEN:52:1,52,PV_voltage_control,1,52,1.02,-8.9,11.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,52,0
PERFORM2019:GEN:53:1:CONTROL,PERFORM2019:GEN:53:1,53,PV_voltage_control,1,53,1.02,-20.6,26.300001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,53,0
PERFORM2019:GEN:60:1:CONTROL,PERFORM2019:GEN:60:1,60,PV_voltage_control,1,60,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,60,0
PERFORM2019:GEN:60:2:CONTROL,PERFORM2019:GEN:60:2,60,PV_voltage_control,1,60,1.02,-5.5,7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,60,0
PERFORM2019:GEN:63:C1:CONTROL,PERFORM2019:GEN:63:C1,63,offline_generator_control,0,63,1.02,-61.739999,66.149998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,63,0
PERFORM2019:GEN:63:C2:CONTROL,PERFORM2019:GEN:63:C2,63,PV_voltage_control,1,63,1.02,-457.590008,490.275002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,63,0
PERFORM2019:GEN:69:1:CONTROL,PERFORM2019:GEN:69:1,69,offline_generator_control,0,69,1.02,-13.500001,17.200001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,69,0
PERFORM2019:GEN:69:2:CONTROL,PERFORM2019:GEN:69:2,69,PV_voltage_control,1,69,1.02,-13.500001,17.200001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,69,0
PERFORM2019:GEN:69:3:CONTROL,PERFORM2019:GEN:69:3,69,PV_voltage_control,1,69,1.02,-25.999999,33.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,69,0
PERFORM2019:GEN:69:X:CONTROL,PERFORM2019:GEN:69:X,69,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,69,1.02,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,69,0
PERFORM2019:GEN:79:1:CONTROL,PERFORM2019:GEN:79:1,79,offline_generator_control,0,79,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:2:CONTROL,PERFORM2019:GEN:79:2,79,offline_generator_control,0,79,1.02,-0.7,0.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:3:CONTROL,PERFORM2019:GEN:79:3,79,offline_generator_control,0,79,1.02,-0.8,1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:4:CONTROL,PERFORM2019:GEN:79:4,79,offline_generator_control,0,79,1.02,-0.8,1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:5:CONTROL,PERFORM2019:GEN:79:5,79,offline_generator_control,0,79,1.02,-1.4,1.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:6:CONTROL,PERFORM2019:GEN:79:6,79,offline_generator_control,0,79,1.02,-1.5,1.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:7:CONTROL,PERFORM2019:GEN:79:7,79,offline_generator_control,0,79,1.02,-1.5,1.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:8:CONTROL,PERFORM2019:GEN:79:8,79,offline_generator_control,0,79,1.02,-1.7,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:9:CONTROL,PERFORM2019:GEN:79:9,79,offline_generator_control,0,79,1.02,-1.7,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:10:CONTROL,PERFORM2019:GEN:79:10,79,PV_voltage_control,1,79,1.02,-4.1,5.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:11:CONTROL,PERFORM2019:GEN:79:11,79,PV_voltage_control,1,79,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:12:CONTROL,PERFORM2019:GEN:79:12,79,offline_generator_control,0,79,1.02,-85.900003,109.300005,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:13:CONTROL,PERFORM2019:GEN:79:13,79,PV_voltage_control,1,79,1.02,-99.000001,125.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:14:CONTROL,PERFORM2019:GEN:79:14,79,PV_voltage_control,1,79,1.02,-99.000001,125.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:79:15:CONTROL,PERFORM2019:GEN:79:15,79,offline_generator_control,0,79,1.02,-110.000002,139.999998,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,79,0
PERFORM2019:GEN:80:1:CONTROL,PERFORM2019:GEN:80:1,80,PV_voltage_control,1,80,1.02,-30.500001,38.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,80,0
PERFORM2019:GEN:81:X:CONTROL,PERFORM2019:GEN:81:X,81,boundary_proxy_PV_to_be_replaced_by_fixed_PQ,0,81,1.0221,-20,20,0,remove_generator_and_apply_separate_scheduled_P_fixed_Q,81,0
PERFORM2019:GEN:82:1:CONTROL,PERFORM2019:GEN:82:1,82,PV_voltage_control,1,82,1.02,-19,24.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,82,0
PERFORM2019:GEN:83:1:CONTROL,PERFORM2019:GEN:83:1,83,PV_voltage_control,1,83,1.02,-4.4,5.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,83,0
PERFORM2019:GEN:83:2:CONTROL,PERFORM2019:GEN:83:2,83,PV_voltage_control,1,83,1.02,-4.4,5.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,83,0
PERFORM2019:GEN:84:1:CONTROL,PERFORM2019:GEN:84:1,84,PV_voltage_control,1,84,1.02,-6.1,7.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,84,0
PERFORM2019:GEN:84:2:CONTROL,PERFORM2019:GEN:84:2,84,PV_voltage_control,1,84,1.02,-6.1,7.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,84,0
PERFORM2019:GEN:95:C1:CONTROL,PERFORM2019:GEN:95:C1,95,PV_voltage_control,1,95,1.02,-46.900001,50.25,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,95,0
PERFORM2019:GEN:116:1:CONTROL,PERFORM2019:GEN:116:1,116,PV_voltage_control,1,116,1.02,-26.199999,33.399999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,116,0
PERFORM2019:GEN:125:1:CONTROL,PERFORM2019:GEN:125:1,125,offline_generator_control,0,125,1.02,-1.1,1.4,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,125,0
PERFORM2019:GEN:125:C1:CONTROL,PERFORM2019:GEN:125:C1,125,offline_generator_control,0,125,1.02,-71.469998,76.574999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,125,0
PERFORM2019:GEN:127:C1:CONTROL,PERFORM2019:GEN:127:C1,127,PV_voltage_control,1,127,1.02,-625.169992,669.824982,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,127,0
PERFORM2019:GEN:128:1:CONTROL,PERFORM2019:GEN:128:1,128,PV_voltage_control,1,128,1.02,-337.700009,429.799986,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,128,0
PERFORM2019:GEN:150:1:CONTROL,PERFORM2019:GEN:150:1,150,offline_generator_control,0,150,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,150,0
PERFORM2019:GEN:150:2:CONTROL,PERFORM2019:GEN:150:2,150,offline_generator_control,0,150,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,150,0
PERFORM2019:GEN:150:C1:CONTROL,PERFORM2019:GEN:150:C1,150,offline_generator_control,0,150,1.02,-11.76,12.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,150,0
PERFORM2019:GEN:150:C2:CONTROL,PERFORM2019:GEN:150:C2,150,offline_generator_control,0,150,1.02,-14.489999,15.525,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,150,0
PERFORM2019:GEN:161:1:CONTROL,PERFORM2019:GEN:161:1,161,PV_voltage_control,1,161,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,161,0
PERFORM2019:GEN:178:C1:CONTROL,PERFORM2019:GEN:178:C1,178,offline_generator_control,0,178,1.02,-71.890002,77.025002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,178,0
PERFORM2019:GEN:193:C1:CONTROL,PERFORM2019:GEN:193:C1,193,offline_generator_control,0,193,1.02,-199.919999,214.199996,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,193,0
PERFORM2019:GEN:194:1:CONTROL,PERFORM2019:GEN:194:1,194,PV_voltage_control,1,194,1.02,-11,14,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,194,0
PERFORM2019:GEN:199:1:CONTROL,PERFORM2019:GEN:199:1,199,offline_generator_control,0,199,1.02,-4,5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,199,0
PERFORM2019:GEN:199:2:CONTROL,PERFORM2019:GEN:199:2,199,offline_generator_control,0,199,1.02,-10,12.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,199,0
PERFORM2019:GEN:212:1:CONTROL,PERFORM2019:GEN:212:1,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:2:CONTROL,PERFORM2019:GEN:212:2,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:3:CONTROL,PERFORM2019:GEN:212:3,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:4:CONTROL,PERFORM2019:GEN:212:4,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:5:CONTROL,PERFORM2019:GEN:212:5,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:6:CONTROL,PERFORM2019:GEN:212:6,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:7:CONTROL,PERFORM2019:GEN:212:7,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:8:CONTROL,PERFORM2019:GEN:212:8,212,offline_generator_control,0,212,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:9:CONTROL,PERFORM2019:GEN:212:9,212,offline_generator_control,0,212,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:10:CONTROL,PERFORM2019:GEN:212:10,212,offline_generator_control,0,212,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:212:11:CONTROL,PERFORM2019:GEN:212:11,212,offline_generator_control,0,212,1.02,-0.9,1.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,212,0
PERFORM2019:GEN:234:1:CONTROL,PERFORM2019:GEN:234:1,234,offline_generator_control,0,234,1.02,-0.6,0.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,234,0
PERFORM2019:GEN:234:C1:CONTROL,PERFORM2019:GEN:234:C1,234,offline_generator_control,0,234,1.02,-46.340001,49.649999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,234,0
PERFORM2019:GEN:250:1:CONTROL,PERFORM2019:GEN:250:1,250,PV_voltage_control,1,250,1.02,-0.2,0.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:2:CONTROL,PERFORM2019:GEN:250:2,250,offline_generator_control,0,250,1.02,-1.7,2.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:3:CONTROL,PERFORM2019:GEN:250:3,250,offline_generator_control,0,250,1.02,-6.9,8.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:4:CONTROL,PERFORM2019:GEN:250:4,250,PV_voltage_control,1,250,1.02,-7,9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:5:CONTROL,PERFORM2019:GEN:250:5,250,PV_voltage_control,1,250,1.02,-7,9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:6:CONTROL,PERFORM2019:GEN:250:6,250,offline_generator_control,0,250,1.02,-8.3,10.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:7:CONTROL,PERFORM2019:GEN:250:7,250,PV_voltage_control,1,250,1.02,-9.9,12.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:8:CONTROL,PERFORM2019:GEN:250:8,250,offline_generator_control,0,250,1.02,-14.1,17.900001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:9:CONTROL,PERFORM2019:GEN:250:9,250,offline_generator_control,0,250,1.02,-14.1,17.900001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:10:CONTROL,PERFORM2019:GEN:250:10,250,offline_generator_control,0,250,1.02,-14.1,17.900001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:250:11:CONTROL,PERFORM2019:GEN:250:11,250,offline_generator_control,0,250,1.02,-14.1,17.900001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,250,0
PERFORM2019:GEN:284:1:CONTROL,PERFORM2019:GEN:284:1,284,PV_voltage_control,1,284,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,284,0
PERFORM2019:GEN:284:2:CONTROL,PERFORM2019:GEN:284:2,284,PV_voltage_control,1,284,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,284,0
PERFORM2019:GEN:317:C1:CONTROL,PERFORM2019:GEN:317:C1,317,PV_voltage_control,1,317,1.02,-41.929999,44.925001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,317,0
PERFORM2019:GEN:339:1:CONTROL,PERFORM2019:GEN:339:1,339,PV_voltage_control,1,339,1.02,-21.699999,27.700001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,339,0
PERFORM2019:GEN:357:1:CONTROL,PERFORM2019:GEN:357:1,357,PV_voltage_control,1,357,1.02,-485.79998,618.300009,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,357,0
PERFORM2019:GEN:358:C3:CONTROL,PERFORM2019:GEN:358:C3,358,PV_voltage_control,1,358,1.02,-380.029988,407.175016,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,358,0
PERFORM2019:GEN:358:C4:CONTROL,PERFORM2019:GEN:358:C4,358,PV_voltage_control,1,358,1.02,-380.240011,407.399988,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,358,0
PERFORM2019:GEN:368:1:CONTROL,PERFORM2019:GEN:368:1,368,PV_voltage_control,1,368,1.02,-16.500001,20.999999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,368,0
PERFORM2019:GEN:378:1:CONTROL,PERFORM2019:GEN:378:1,378,PV_voltage_control,1,378,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,378,0
PERFORM2019:GEN:378:2:CONTROL,PERFORM2019:GEN:378:2,378,PV_voltage_control,1,378,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,378,0
PERFORM2019:GEN:378:3:CONTROL,PERFORM2019:GEN:378:3,378,PV_voltage_control,1,378,1.02,-2.2,2.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,378,0
PERFORM2019:GEN:381:1:CONTROL,PERFORM2019:GEN:381:1,381,offline_generator_control,0,381,1.02,-0.6,0.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,381,0
PERFORM2019:GEN:381:C1:CONTROL,PERFORM2019:GEN:381:C1,381,PV_voltage_control,1,381,1.02,-44.940001,48.15,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,381,0
PERFORM2019:GEN:395:1:CONTROL,PERFORM2019:GEN:395:1,395,PV_voltage_control,1,395,1.02,-18.2,23.100001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,395,0
PERFORM2019:GEN:395:2:CONTROL,PERFORM2019:GEN:395:2,395,PV_voltage_control,1,395,1.02,-33.6,42.699999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,395,0
PERFORM2019:GEN:395:3:CONTROL,PERFORM2019:GEN:395:3,395,PV_voltage_control,1,395,1.02,-50.099999,63.700002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,395,0
PERFORM2019:GEN:395:4:CONTROL,PERFORM2019:GEN:395:4,395,PV_voltage_control,1,395,1.02,-75.400001,95.899999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,395,0
PERFORM2019:GEN:399:1:CONTROL,PERFORM2019:GEN:399:1,399,PV_voltage_control,1,399,1.02,-40.700001,51.800001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,399,0
PERFORM2019:GEN:405:1:CONTROL,PERFORM2019:GEN:405:1,405,PV_voltage_control,1,405,1.02,-14.300001,18.2,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,405,0
PERFORM2019:GEN:406:1:CONTROL,PERFORM2019:GEN:406:1,406,PV_voltage_control,1,406,1.02,-8.3,10.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,406,0
PERFORM2019:GEN:407:1:CONTROL,PERFORM2019:GEN:407:1,407,PV_voltage_control,1,407,1.02,-13.8,17.5,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,407,0
PERFORM2019:GEN:408:1:CONTROL,PERFORM2019:GEN:408:1,408,PV_voltage_control,1,408,1.02,-13.2,16.8,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,408,0
PERFORM2019:GEN:409:1:CONTROL,PERFORM2019:GEN:409:1,409,PV_voltage_control,1,409,1.02,-11.6,14.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,409,0
PERFORM2019:GEN:463:1:CONTROL,PERFORM2019:GEN:463:1,463,PV_voltage_control,1,463,1.02,-0.7,0.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:463:2:CONTROL,PERFORM2019:GEN:463:2,463,PV_voltage_control,1,463,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:463:3:CONTROL,PERFORM2019:GEN:463:3,463,PV_voltage_control,1,463,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:463:4:CONTROL,PERFORM2019:GEN:463:4,463,PV_voltage_control,1,463,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:463:5:CONTROL,PERFORM2019:GEN:463:5,463,PV_voltage_control,1,463,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:463:6:CONTROL,PERFORM2019:GEN:463:6,463,PV_voltage_control,1,463,1.02,-3.9,4.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,463,0
PERFORM2019:GEN:469:1:CONTROL,PERFORM2019:GEN:469:1,469,PV_voltage_control,1,469,1.02,-7.9,10.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,469,0
PERFORM2019:GEN:474:1:CONTROL,PERFORM2019:GEN:474:1,474,PV_voltage_control,1,474,1.02,-5,6.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,474,0
PERFORM2019:GEN:474:2:CONTROL,PERFORM2019:GEN:474:2,474,PV_voltage_control,1,474,1.02,-25.9,32.9,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,474,0
PERFORM2019:GEN:492:1:CONTROL,PERFORM2019:GEN:492:1,492,offline_generator_control,0,492,1.02,-23.199999,29.499999,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,492,0
PERFORM2019:GEN:508:C1:CONTROL,PERFORM2019:GEN:508:C1,508,offline_generator_control,0,508,1.02,-75.040001,80.400002,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,508,0
PERFORM2019:GEN:508:C2:CONTROL,PERFORM2019:GEN:508:C2,508,PV_voltage_control,1,508,1.02,-237.159991,254.099989,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,508,0
PERFORM2019:GEN:526:1:CONTROL,PERFORM2019:GEN:526:1,526,PV_voltage_control,1,526,1.02,-9.9,12.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,526,0
PERFORM2019:GEN:535:1:CONTROL,PERFORM2019:GEN:535:1,535,PV_voltage_control,1,535,1.02,-23,29.300001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,535,0
PERFORM2019:GEN:535:C1:CONTROL,PERFORM2019:GEN:535:C1,535,PV_voltage_control,1,535,1.02,-538.999987,577.50001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,535,0
PERFORM2019:GEN:546:1:CONTROL,PERFORM2019:GEN:546:1,546,PV_voltage_control,1,546,1.02,-25.600001,32.600001,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,546,0
PERFORM2019:GEN:547:1:CONTROL,PERFORM2019:GEN:547:1,547,offline_generator_control,0,547,1.02,-0.1,0.1,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
PERFORM2019:GEN:547:2:CONTROL,PERFORM2019:GEN:547:2,547,offline_generator_control,0,547,1.02,-0.2,0.3,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
PERFORM2019:GEN:547:3:CONTROL,PERFORM2019:GEN:547:3,547,offline_generator_control,0,547,1.02,-0.4,0.6,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
PERFORM2019:GEN:547:4:CONTROL,PERFORM2019:GEN:547:4,547,offline_generator_control,0,547,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
PERFORM2019:GEN:547:5:CONTROL,PERFORM2019:GEN:547:5,547,offline_generator_control,0,547,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
PERFORM2019:GEN:547:6:CONTROL,PERFORM2019:GEN:547:6,547,offline_generator_control,0,547,1.02,-0.6,0.7,0,retain_native_P_Q_bounds_status_and_explicit_voltage_policy,547,0
