timestamp,experiment,bus_id,delta_injection_benchmark_mw,delta_injection_actual_scale_mw
2019-07-20 16:00:00,thermal_residual_statewide_normalization,61,1.43624872657,4.00446053397
2019-07-20 16:00:00,thermal_residual_statewide_normalization,62,1.76769074039,4.92856681104
2019-07-20 16:00:00,thermal_residual_statewide_normalization,65,3.24813173547,9.05624151529
2019-07-20 16:00:00,thermal_residual_statewide_normalization,77,36.9668326084,103.068653436
2019-07-20 16:00:00,thermal_residual_statewide_normalization,79,20.3505396487,56.7401254121
2019-07-20 16:00:00,thermal_residual_statewide_normalization,80,43.9492110329,122.53649234
2019-07-20 16:00:00,thermal_residual_statewide_normalization,82,-207.504796787,-578.552136531
2019-07-20 16:00:00,current_boundary_only,37,66.6610499826,185.860247512
2019-07-20 16:00:00,current_boundary_only,48,-31.828707891,-88.7428495072
2019-07-20 16:00:00,current_boundary_only,54,31.7188744818,88.436618738
2019-07-20 16:00:00,current_boundary_only,66,-510.621315042,-1423.68300564
2019-07-20 16:00:00,current_boundary_only,67,234.745547681,654.503125974
2019-07-20 16:00:00,current_boundary_only,73,-65.9386858677,-183.84619623
2019-07-20 16:00:00,current_boundary_only,75,195.727827019,545.716312361
2019-07-20 16:00:00,current_boundary_only,79,-236.717068752,-660
2019-07-20 16:00:00,current_boundary_only,80,236.717068752,660
2019-07-20 16:00:00,current_boundary_only,81,78.4966640549,218.859580128
2019-07-20 16:00:00,current_within_zone_gross_load_placement,41,1.19344804261e-07,3.32749857152e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,42,-1.19344917948e-07,-3.32750174126e-07
2019-07-20 16:00:00,current_within_zone_gross_load_placement,45,-319.55155413,-890.954027261
2019-07-20 16:00:00,current_within_zone_gross_load_placement,46,6.7839887187,18.9147009041
2019-07-20 16:00:00,current_within_zone_gross_load_placement,47,155.736784516,434.215742543
2019-07-20 16:00:00,current_within_zone_gross_load_placement,49,157.030780895,437.823583815
2019-07-20 16:00:00,current_within_zone_gross_load_placement,52,139.506976722,388.964788732
2019-07-20 16:00:00,current_within_zone_gross_load_placement,53,-139.506976722,-388.964788732
2019-07-20 16:00:00,current_within_zone_gross_load_placement,54,0.605877347797,1.68927002879
2019-07-20 16:00:00,current_within_zone_gross_load_placement,55,28.4459414791,79.3112278518
2019-07-20 16:00:00,current_within_zone_gross_load_placement,56,-3.474904628,-9.68851577358
