scenario_id,variant_id,allocation_mode,tie_mode,s4_reference_opf_success,pf_success,status,note,s4_reference_classic_objective,s4_reference_fixed_objective,classic_interface_objective,fixed_scale_interface_objective,max_abs_interface_residual_mw,reference_gen_index,reference_bus_id,reference_pg_mw,reference_pmax_mw,reference_p_violation_mw,total_load_mw,total_generation_mw,losses_mw,ny_generation_mw,min_voltage_pu,max_voltage_pu,low_voltage_violation_count,high_voltage_violation_count,branch_overload_count,max_branch_overload_mva,max_p_limit_violation_mw,max_q_limit_violation_mvar,total_abs_bus_redispatch_vs_s4_mw
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,1,1,ok,,36.9541040204217,0.469214692990095,34.4753263674523,0.309692325844977,586.411066879158,43,130,2744.57073700946,2487.70936,256.861377009456,30349.7613567,31113.1298109288,763.368454228756,9735.60435735858,0.888773484110674,1.1,2,0,3,897.663364156104,256.861377009456,0,0
S2_2025_WINTER_PEAK_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,1,1,ok,,36.9541040204217,0.469214692990095,34.4765503033106,0.309535976415017,586.42479957861,43,130,2743.5730308809,2487.70936,255.863670880899,30349.7613567,31112.1321048002,762.370748100198,9735.60435735858,0.889132082963447,1.1,2,0,3,896.335598473858,255.863670880899,0,0
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__current,perform,current,1,1,ok,,36.9541040204217,0.469214692990095,34.6015715080301,0.316080845403035,587.37465658644,43,130,2767.23806661229,2487.70936,279.528706612292,30349.7613567,31135.7971405316,786.035783831594,9735.60435735858,0.882932756411437,1.1,5,0,3,938.463654086881,279.528706612292,0,2827.8987007757
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,1,1,ok,,36.9541040204217,0.469214692990095,34.791695393337,0.312488643685267,589.090664129751,43,130,2759.60417568011,2487.70936,271.894815680105,30349.7613567,31128.1632495994,778.401892899408,9735.60435735858,0.886601151230758,1.1,2,0,3,911.870747115458,271.894815680105,0,2827.8987007757
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,1,1,ok,,36.9541040204217,0.469214692990095,34.7924985286291,0.312347519392613,589.100406885483,43,130,2758.54640332661,2487.70936,270.837043326612,30349.7613567,31127.1054772459,777.344120545913,9735.60435735858,0.886970343936062,1.1,2,0,3,910.471920981122,270.837043326612,0,2827.8987007757
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,1,1,ok,,36.9541040204217,0.469214692990095,34.2469251324832,0.316050693606753,584.328406959536,43,130,2723.17281997069,2487.70936,235.463459970695,30349.7613567,31091.73189389,741.970537189995,9735.60435735858,0.888238961245224,1.1,2,0,3,896.329399550786,235.463459970695,0,5415.31365463746
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,1,1,ok,,36.9541040204217,0.469214692990095,34.4598553167942,0.318049031824303,586.154249551807,43,130,2713.82164633782,2487.70936,226.112286337821,30349.7613567,31082.3807202571,732.619363557122,9735.60435735858,0.891939090475757,1.1,1,0,3,868.394777034553,226.112286337821,0,5415.31365463746
S2_2025_WINTER_PEAK_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,1,1,ok,,36.9541040204217,0.469214692990095,34.462053583356,0.317981673815508,586.174723918891,43,130,2712.80899225388,2487.70936,225.099632253879,30349.7613567,31081.3680661732,731.606709473181,9735.60435735858,0.892287184453012,1.1,1,0,3,867.080992755843,225.099632253879,0,5415.31365463746
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S4_GSK__current,s4,current,1,1,ok,,0.692608079775273,1.21482035511612,8.88579959528649,1.43801903811745,1634.97698925023,43,130,1457.18183950831,2487.70936,0,30349.7613567,31052.5169812687,702.755624568679,10962.3804251996,0.9,1.1,0,0,3,419.223501329087,5.6843418860808e-14,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,1,1,ok,,0.692608079775273,1.21482035511612,8.98582499185159,1.37511729828824,1588.82271923283,43,130,1441.84865316886,2487.70936,0,30349.7613567,31037.1837949292,687.422438229223,10962.3804251996,0.9,1.1,0,0,3,388.71254670429,5.6843418860808e-14,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,1,1,ok,,0.692608079775273,1.21482035511612,8.98686981813342,1.3734939594411,1587.45579575968,43,130,1440.95801302195,2487.70936,0,30349.7613567,31036.2931547823,686.531798082324,10962.3804251996,0.9,1.1,0,0,3,387.874203286779,5.6843418860808e-14,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_GSK__current,perform,current,1,1,ok,,0.692608079775273,1.21482035511612,8.97344290021011,1.41123824922763,1662.95944126041,43,130,1470.3151517707,2487.70936,0,30349.7613567,31065.6502935311,715.888936831077,10962.3804251996,0.9,1.1,0,0,3,435.442616250725,5.6843418860808e-14,0,2675.92915325534
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,1,1,ok,,0.692608079775273,1.21482035511612,9.08237782715258,1.34379306631303,1612.87474617694,43,130,1452.28249121131,2487.70936,0,30349.7613567,31047.6176329717,697.856276271676,10962.3804251996,0.9,1.1,0,0,3,401.520349570781,5.6843418860808e-14,0,2675.92915325534
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,1,1,ok,,0.692608079775273,1.21482035511612,9.08330454373583,1.34214538222474,1611.43502173689,43,130,1451.32357262356,2487.70936,0,30349.7613567,31046.6587143839,696.897357683927,10962.3804251996,0.9,1.1,0,0,3,400.61525037401,5.6843418860808e-14,0,2675.92915325534
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,1,1,ok,,0.692608079775273,1.21482035511612,8.64994257184581,1.16517868559551,1603.37661970283,43,130,1454.96010482428,2487.70936,0,30349.7613567,31050.2952465846,700.533889884646,10962.3804251996,0.9,1.1,0,0,3,411.829828249365,5.6843418860808e-14,0,5688.01828788892
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,1,1,ok,,0.692608079775273,1.21482035511612,8.7676892078792,1.10313017871575,1550.07722210488,43,130,1434.44131723677,2487.70936,0,30349.7613567,31029.7764589971,680.01510229714,10962.3804251996,0.9,1.1,0,0,3,383.737028898055,5.6843418860808e-14,0,5688.01828788892
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,1,1,ok,,0.692608079775273,1.21482035511612,8.76899718626134,1.10145646692842,1548.57986285249,43,130,1433.45488245076,2487.70936,0,30349.7613567,31028.7900242111,679.028667511127,10962.3804251996,0.9,1.1,0,0,3,384.632751404528,5.6843418860808e-14,0,5688.01828788892
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,S4_GSK__current,s4,current,1,1,ok,,1.97017026890248,0.571923269063249,0.461161305308537,0.112806581518763,539.071070503787,43,130,1030.38656440726,2487.70936,0,30349.7613567,31078.2170971353,728.455740435293,11414.8758161673,0.9,1.1,0,0,3,280.515236005707,5.6843418860808e-14,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,1,1,ok,,1.97017026890248,0.571923269063249,0.531390330502923,0.126813209313298,585.855118721013,43,130,1015.55574316761,2487.70936,0,30349.7613567,31063.3862758956,713.624919195641,11414.8758161673,0.9,1.1,0,0,3,250.152018429509,5.6843418860808e-14,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,1,1,ok,,1.97017026890248,0.571923269063249,0.533735546279713,0.127275671295265,587.354841983633,43,130,1014.57133876656,2487.70936,0,30349.7613567,31062.4018714946,712.640514794599,11414.8758161673,0.9,1.1,0,0,3,249.233969793228,5.6843418860808e-14,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_GSK__current,perform,current,1,1,ok,,1.97017026890248,0.571923269063249,0.446154375731299,0.113897995903801,504.771770222708,43,130,1047.56939123869,2487.70936,0,30349.7613567,31095.3999239667,745.638567266724,11414.8758161673,0.9,1.1,0,0,3,300.351900504829,5.6843418860808e-14,0,2487.28750579048
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,1,1,ok,,1.97017026890248,0.571923269063249,0.52289217146398,0.129732164321728,556.203994967849,43,130,1029.67378194066,2487.70936,0,30349.7613567,31077.5043146687,727.742957968694,11414.8758161673,0.9,1.1,0,0,3,266.03933354394,5.6843418860808e-14,0,2487.28750579048
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,1,1,ok,,1.97017026890248,0.571923269063249,0.525319555553377,0.130221215145621,557.784193582089,43,130,1028.62005609236,2487.70936,0,30349.7613567,31076.4505888204,726.689232120392,11414.8758161673,0.9,1.1,0,0,3,265.045937956061,5.6843418860808e-14,0,2487.28750579048
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,1,1,ok,,1.97017026890248,0.571923269063249,0.692756400204773,0.190259995097388,563.124762478183,43,130,1044.73699197074,2487.70936,0,30349.7613567,31092.5675246988,742.806167998773,11414.8758161673,0.9,1.1,0,0,3,282.710502722316,5.6843418860808e-14,0,5919.26793350573
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,1,1,ok,,1.97017026890248,0.571923269063249,0.803852046656697,0.216825476073241,617.770751228568,43,130,1024.36675748394,2487.70936,0,30349.7613567,31072.197290212,722.435933511973,11414.8758161673,0.9,1.1,0,0,3,252.83249781731,5.6843418860808e-14,0,5919.26793350573
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,1,1,ok,,1.97017026890248,0.571923269063249,0.807114518494802,0.217565028917121,619.41144601787,43,130,1023.27367224917,2487.70936,0,30349.7613567,31071.1042049772,721.3428482772,11414.8758161673,0.9,1.1,0,0,3,253.802247225894,5.6843418860808e-14,0,5919.26793350573
S5_2025_HIGH_TOTAL_EAST_PUBLIC,S4_GSK__current,s4,current,1,1,ok,,0.783387641619456,0.485727507037212,0.263872000587501,0.114202265102441,470.283698167033,43,130,1437.93829424191,2487.70936,0,30349.7613567,31072.1452097168,722.383853016796,11001.2521989142,0.9,1.1,0,0,3,435.185976861902,5.6843418860808e-14,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,1,1,ok,,0.783387641619456,0.485727507037212,0.261438365864492,0.109579872854728,430.211363775327,43,130,1426.96206279995,2487.70936,0,30349.7613567,31061.1689782748,711.407621574828,11001.2521989142,0.9,1.1,0,0,3,409.475881366199,5.6843418860808e-14,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,1,1,ok,,0.783387641619456,0.485727507037212,0.261659956520026,0.109585914207192,428.876324030512,43,130,1426.03345077694,2487.70936,0,30349.7613567,31060.2403662518,710.479009551822,11001.2521989142,0.9,1.1,0,0,3,408.637675024899,5.6843418860808e-14,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_GSK__current,perform,current,1,1,ok,,0.783387641619456,0.485727507037212,0.283998226418236,0.11997707386369,505.742151410425,43,130,1456.32133325898,2487.70936,0,30349.7613567,31090.5282487339,740.766892033869,11001.2521989142,0.9,1.1,0,0,3,454.744264639656,5.6843418860808e-14,0,2622.42858937636
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,1,1,ok,,0.783387641619456,0.485727507037212,0.282671857092067,0.115465655995619,461.427445215734,43,130,1442.78509965741,2487.70936,0,30349.7613567,31076.9920151323,727.230658432301,11001.2521989142,0.9,1.1,0,0,3,425.508628672243,5.6843418860808e-14,0,2622.42858937636
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,1,1,ok,,0.783387641619456,0.485727507037212,0.2829279344164,0.11547983509779,460.008942812048,43,130,1441.78190752071,2487.70936,0,30349.7613567,31075.9888229956,726.227466295597,11001.2521989142,0.9,1.1,0,0,3,424.597451060046,5.6843418860808e-14,0,2622.42858937636
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,1,1,ok,,0.783387641619456,0.485727507037212,0.345215731263043,0.131266886862566,450.260650715549,43,130,1445.18774764641,2487.70936,0,30349.7613567,31079.3946631213,729.633306421296,11001.2521989142,0.9,1.1,0,0,3,433.748407750227,5.6843418860808e-14,0,5983.6489809697
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,1,1,ok,,0.783387641619456,0.485727507037212,0.359332856646733,0.13509447916455,477.418315633292,43,130,1429.43958830393,2487.70936,0,30349.7613567,31063.6465037788,713.885147078814,11001.2521989142,0.9,1.1,0,0,3,402.674697770813,5.6843418860808e-14,0,5983.6489809697
S5_2025_HIGH_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,1,1,ok,,0.783387641619456,0.485727507037212,0.359926100289834,0.135251723443429,478.373904722705,43,130,1428.41456916804,2487.70936,0,30349.7613567,31062.6214846429,712.860127942928,11001.2521989142,0.9,1.1,0,0,3,401.741175679869,5.6843418860808e-14,0,5983.6489809697
S6_2025_LOW_TOTAL_EAST_PUBLIC,S4_GSK__current,s4,current,1,1,ok,,89.6765923199405,1.03117881689374,117.239421432059,1.4667577578273,1884.71079387417,43,130,1019.12710583076,2487.70936,0,30349.7613567,31060.8158228656,711.054466165588,11408.7340004741,0.9,1.1,0,0,3,237.841780564171,5.6843418860808e-14,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,S4_GSK__perform_rx,s4,perform_rx,1,1,ok,,89.6765923199405,1.03117881689374,123.948150464449,1.52775190875022,1930.57835129766,43,130,1005.56396144765,2487.70936,0,30349.7613567,31047.2526784825,697.491321782469,11408.7340004741,0.9,1.1,0,0,3,228.222017701298,5.6843418860808e-14,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,S4_GSK__perform_rxb,s4,perform_rxb,1,1,ok,,89.6765923199405,1.03117881689374,124.066998212669,1.5292800105177,1932.01269129538,43,130,1004.67520079206,2487.70936,0,30349.7613567,31046.3639178269,696.602561126881,11408.7340004741,0.9,1.1,0,0,3,229.112299577613,5.6843418860808e-14,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_GSK__current,perform,current,1,1,ok,,89.6765923199405,1.03117881689374,118.51342241995,1.4823772777897,1857.69659656781,43,130,1034.7180807878,2487.70936,0,30349.7613567,31076.4067978226,726.645441122626,11408.7340004741,0.9,1.1,0,0,3,254.816782331367,5.6843418860808e-14,0,2738.70439893509
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_GSK__perform_rx,perform,perform_rx,1,1,ok,,89.6765923199405,1.03117881689374,125.798175984189,1.54906241088915,1907.4857346525,43,130,1018.76600441958,2487.70936,0,30349.7613567,31060.4547214544,710.69336475441,11408.7340004741,0.9,1.1,0,0,3,222.750937668598,5.6843418860808e-14,0,2738.70439893509
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_GSK__perform_rxb,perform,perform_rxb,1,1,ok,,89.6765923199405,1.03117881689374,125.9177265859,1.55063151077038,1908.98433883427,43,130,1017.82530191853,2487.70936,0,30349.7613567,31059.5140189534,709.752662253366,11408.7340004741,0.9,1.1,0,0,3,221.862524671203,5.6843418860808e-14,0,2738.70439893509
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__current,perform_cap,current,1,1,ok,,89.6765923199405,1.03117881689374,161.57638830825,1.76387080928781,1917.56090024268,43,130,1024.45288299959,2487.70936,0,30349.7613567,31066.1416000344,716.380243334421,11408.7340004741,0.9,1.1,0,0,3,247.239022028828,5.6843418860808e-14,0,5718.33659161607
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__perform_rx,perform_cap,perform_rx,1,1,ok,,89.6765923199405,1.03117881689374,170.656447570548,1.84384196332814,1970.50555937727,43,130,1006.09779194732,2487.70936,0,30349.7613567,31047.7865089821,698.025152282149,11408.7340004741,0.9,1.1,0,0,3,288.464523210532,5.6843418860808e-14,0,5718.33659161607
S6_2025_LOW_TOTAL_EAST_PUBLIC,PERFORM_CAP_GSK__perform_rxb,perform_cap,perform_rxb,1,1,ok,,89.6765923199405,1.03117881689374,170.844311515133,1.84586373944969,1972.0631273717,43,130,1005.11866060489,2487.70936,0,30349.7613567,31046.8073776397,697.046020939721,11408.7340004741,0.9,1.1,0,0,3,289.399553812439,5.6843418860808e-14,0,5718.33659161607
