scenario_id,zone_mode,selected_zones,status,note,added_selected_mw,donor_reduction_mw,opf_success,opf_raw_info,objective,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,boundary_target_p_mw,boundary_target_q_mvar,min_voltage,max_voltage,at_vmax_count,at_vmin_count,rate_a_overload_count,max_rate_a_overload_mva,total_east_proxy_flow_mw,upny_coned_flow_mw,millwood_south_flow_mw,dunwoodie_south_flow_mw,coned_lipa_total_flow_mw
S5_2025_HIGH_TOTAL_EAST_PUBLIC,J_ONLY,J,ok,,3775.49942533002,3775.49942533002,0,0,258016.713898848,10902.2197987,1716.5,10225.5802876346,5597.79741607296,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2672.28352515287,2735.05674160162,2523.57279152601,2938.09999877071,227.066661198709
S5_2025_HIGH_TOTAL_EAST_PUBLIC,K_ONLY,K,ok,,1038.88187936487,1038.88187936487,1,1,237311.958830299,10902.2197987,1716.5,11311.7671305966,3756.96879949596,-1107.98572581365,-853.365467632651,1.01580947264826,1.1,12,0,0,0,2083.38553181263,2204.5275079708,2037.76966710492,-327.702875935958,1441.83922937218
S5_2025_HIGH_TOTAL_EAST_PUBLIC,G_J,G+J,ok,,4547.16349797515,4547.16349797515,0,0,258184.002604973,10902.2197987,1716.5,9806.33344521786,5396.04383070037,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2764.32966336331,2055.27752104078,1862.70748840399,2937.0741820703,226.7353240154
S5_2025_HIGH_TOTAL_EAST_PUBLIC,J_K,J+K,ok,,4814.38130469489,4814.38130469489,0,0,257679.582892168,10902.2197987,1716.5,9517.51086969134,5792.25986971477,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2679.9703968269,2742.13787580687,2530.23595533841,3346.94358854515,1288.7820912017
S5_2025_HIGH_TOTAL_EAST_PUBLIC,G_J_K,G+J+K,ok,,5586.04537734002,5586.04537734002,0,0,257833.461651113,10902.2197987,1716.5,9102.63617839992,5620.80308963211,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2776.33857123633,2066.01217180469,1872.6825718641,3345.85815698388,1288.20866732637
S5_2025_HIGH_TOTAL_EAST_PUBLIC,FULL_PUBLIC_P,A+B+C+D+E+F+G+H+I+J+K,ok,,5857.50200493471,0,0,0,261105.373271483,10902.2197987,1716.5,9030.4169260624,5550.8958860975,-1107.98572581365,-853.365467632651,0.900115332399837,1.09998778603859,0,0,0,0,2740.66387554932,2042.99478593095,1825.00906899406,3340.97874824209,1286.20902467564
S6_2025_LOW_TOTAL_EAST_PUBLIC,G_ONLY,G,ok,,760.143751136354,760.143751136354,1,1,233423.979094567,10902.2197987,1716.5,11283.3811172656,3514.61222970577,-1107.98572581365,-853.365467632651,1.00818762261826,1.1,12,0,0,0,2209.54402054793,1567.87266083201,1410.61074460559,-590.227014002174,759.850920891898
S6_2025_LOW_TOTAL_EAST_PUBLIC,J_ONLY,J,ok,,3637.46700192704,3637.46700192704,0,0,257905.86644681,10902.2197987,1716.5,10472.1431354778,5586.80437557393,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2694.19276382702,2755.19421885034,2542.46297589593,2801.21896843763,227.056049233624
S6_2025_LOW_TOTAL_EAST_PUBLIC,K_ONLY,K,ok,,788.31696061409,788.31696061409,1,1,235263.050348377,10902.2197987,1716.5,11296.2139545877,3653.06123818153,-1107.98572581365,-853.365467632651,1.01651528451868,1.1,12,0,0,0,2075.26293483348,2196.97490733894,2030.66412937648,-349.555431335196,1385.05760656246
S6_2025_LOW_TOTAL_EAST_PUBLIC,G_J,G+J,ok,,4397.61075306339,4397.61075306339,0,0,257989.572735946,10902.2197987,1716.5,10081.0252542933,5383.03115805736,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2796.61958772876,2095.84420823222,1901.08750969041,2800.27899019949,226.752136200789
S6_2025_LOW_TOTAL_EAST_PUBLIC,J_K,J+K,ok,,4425.78396254113,4425.78396254113,0,0,257781.941133343,10902.2197987,1716.5,9955.86086553447,5667.76547667841,-1107.98572581365,-853.365467632651,0.9,1.1,17,1,0,0,2705.33384516655,2765.46083013598,2552.09652342766,3110.49735605109,1030.04080159368
S6_2025_LOW_TOTAL_EAST_PUBLIC,G_J_K,G+J+K,ok,,5185.92771367748,5185.92771367749,0,0,257730.424864954,10902.2197987,1716.5,9571.46943809066,5484.45533910031,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2810.0534376854,2108.0978369091,1912.63100554449,3109.50843785636,1029.5772981981
S6_2025_LOW_TOTAL_EAST_PUBLIC,FULL_PUBLIC_P,A+B+C+D+E+F+G+H+I+J+K,ok,,5424.41673234215,0,0,0,258059.902638978,10902.2197987,1716.5,9568.57093904769,5513.25843236644,-1107.98572581365,-853.365467632651,0.9,1.1,18,1,0,0,2784.51186344297,2085.09610112113,1807.90957714475,3109.36834979528,1029.51162614536
