scenario_id,iteration,zone,scheduled_generation_mw,pmin_mw,pmax_mw,upward_headroom_mw,downward_headroom_mw,loss_participation_factor,sensitivity_participation_factor,finite_difference_step_mw
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,D,973.670935997449,0,984.9807077,11.309771702551,973.670935997449,0.0019292327303593,0.00285251202513962,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,E,597.954951565744,0,600,2.04504843425639,597.954951565744,0.000348868329953193,0.000515795137526386,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,F,1779.98202644099,0,2168.003995,388.021968559005,1779.98202644099,0.0661857654115473,0.0978655768164852,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,G,1301.50669482805,0,2200,898.493305171947,1301.50669482805,0.153257263963336,0.226614915395006,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,H,0,0,0,0,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,I,33.8230744112384,0,565.099092,531.276017588762,33.8230744112384,0.0906201902988524,0.00853074040950696,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,J,1453.24024328533,0,4197.07746,2743.83721671467,1453.24024328533,0.468020505401449,0.366531295097073,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,K,1137.57792749664,0,2384.929342,1247.35141450336,1137.57792749664,0.21276235728257,0.286916022980876,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,A,1292.66966607769,0,1292.8,0.130333922313639,1292.66966607769,1.83301686266019e-05,3.3526571601715e-05,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,B,288.777244015355,0,288.8,0.0227559846445615,288.777244015355,3.20050546482959e-06,5.85365755138929e-06,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,C,2487.15266791935,0,2511.2,24.0473320806445,2487.15266791935,0.00411184852957714,0.00618583854855397,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,D,978.211824810739,0,984.9807077,6.76888288926079,978.211824810739,0.00115731819361747,0.00174120008683785,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,E,597.969526595259,0,600,2.03047340474109,597.969526595259,0.000347170275096144,0.000522310775130461,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,F,1786.82432429994,0,2168.003995,381.179670700063,1786.82432429994,0.0651670048807788,0.0980531184513155,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,G,1319.33068382702,0,2200,880.669316172975,1319.33068382702,0.150559762107484,0.226539816818026,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,H,0,0,0,0,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,I,28.1373559166808,0,565.099092,536.961736083319,28.1373559166808,0.091799005642808,0.00723793975564885,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,J,1424.70938943154,0,4197.07746,2772.36807056846,1424.70938943154,0.473966002853743,0.366486487235976,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,K,1139.78585388967,0,2384.929342,1245.14348811033,1139.78585388967,0.212870356842804,0.293193908099358,25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,A,1292.66832909088,0,1292.8,0.131670909124978,1292.66832909088,1.86691830016043e-05,3.4266002232717e-05,-25
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,B,288.776999150896,0,288.8,0.0230008491037665,288.776999150896,3.26095727830563e-06,5.98573482921704e-06,-25
