case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,status,note,scaled_branch_count,added_device_count,boundary_target_p_mw,boundary_target_q_mvar,opf_success,opf_raw_info,objective,classic_interface_objective,balanced_interface_objective,max_abs_interface_residual_mw,mean_abs_interface_residual_mw,bus_count,branch_count,gen_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,zone_j_equiv_pg_mw,zone_j_equiv_pmax_mw,zone_j_fraction_pmax_used,s4_equiv_pg_mw,s4_equiv_pmax_mw,s4_fraction_pmax_used,s4_e_equiv_pg_mw,s4_f_equiv_pg_mw,s4_g_equiv_pg_mw,s4_k_equiv_pg_mw,min_voltage,max_voltage,voltage_bound_count_high,voltage_bound_count_low,branch_overload_count,max_branch_overload_mva,central_east_residual_mw,total_east_residual_mw,upny_coned_residual_mw,dunwoodie_south_residual_mw,moses_south_residual_mw,total_east_proxy_flow_mw,upny_coned_flow_mw,dunwoodie_south_flow_mw
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.9,1,ok,,12,14,420.059642000211,105.276869922714,1,1,688699.729844685,1.91333345449066,1.04335298647561,1073.14652324862,707.153622530718,49,81,43,10902.2197987,1848.12780101926,11488.8140194832,4876.41410855121,2853.1845529499,3000,0.951061517649966,319.962159077074,6200,0.0516067998511409,0,0,71.9975778626862,247.964581214388,0.900859046360341,1.1,17,0,0,0,1073.14652324862,617.207923414133,-548.376086448186,-852.283351637159,444.754227905491,2532.42777896221,1452.89737351966,198.167810595841
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.9,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,734710.363734042,108.253489243175,13.3867433919624,1525.88629789417,858.886349844742,49,81,43,10902.2197987,1869.01737679448,11004.234609986,1142.03853589326,2919.09769435255,3000,0.973032564784185,534.95247556852,6200,0.0862826573497612,0,1.21720377510995,198.220585378479,335.514686414931,1.0698467297456,1.1,10,0,0,0,897.651099634823,1525.88629789417,-402.128282593617,-874.258387653021,594.507681448077,1200.31976846233,848.450527779293,-99.8716833813542
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,719932.160273365,3.61764742525443,1.40595023369015,1040.7800449901,826.892262897806,49,81,43,10902.2197987,1845.27221376401,11376.9769060314,3668.57676505852,2904.48121909519,3000,0.968160406365063,459.31396525729,6200,0.0740828976221436,0,0,147.829604480467,311.484360776823,0.9,1.1,15,1,0,0,934.282656325203,1040.7800449901,-636.756918141545,-965.215556961252,557.426138070933,2105.64753917989,1250.26883955377,48.5187450114679
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,503822.121369557,37.7055504584908,1.10988816724091,804.573478668557,614.52556205552,49,81,43,10902.2197987,1832.47457485567,11258.6696876356,3402.74149302758,2009.22337337258,3000,0.669741124457528,0,6200,0,0,0,0,0,0.95705815729418,1.1,13,0,0,6.32328465144383e-08,804.573478668557,418.815945157147,-476.38374064965,-767.801420597398,605.053225204846,2304.51368141792,1709.64550638881,520.005043034542
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,666069.395325672,1.18693273957523,0.524744297611322,2545.85316291531,1277.63454697506,49,81,43,10902.2197987,1949.00701812996,11056.6531902736,1939.61547856477,2847.66967255779,3000,0.94922322418593,187.2793706201,6200,0.0302063501000161,0,0,53.7101951125128,133.569175507587,1.05477180713594,1.1,13,0,0,0,-283.432048604999,-1212.47066928656,-2334.0713694504,-2545.85316291531,-12.3454846180012,1948.94428514427,1611.54418909526,627.912416296565
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,745166.835949159,3.69369499734103,1.44388554889572,1110.72347616524,835.809519049158,49,81,43,10902.2197987,1854.49425179317,11385.0432939655,3779.10070827411,2936.67007456795,3000,0.978890024855984,579.866173409114,6200,0.0935268021627603,0,0,205.469814003428,374.396359405686,0.9,1.1,15,1,0,0,1018.67479396472,1110.72347616524,-616.949387258498,-938.209471725797,494.49046613153,2172.21490875791,1315.87692841274,123.963024494983
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,420.059642000211,105.276869922714,1,1,687289.744184823,1.87657764725825,1.03056397411537,1073.83261004817,700.79063152442,49,81,43,10902.2197987,1848.12780101926,11482.0772203356,4821.97857573068,2860.15626803028,3000,0.95338542267676,304.686671248219,6200,0.0491430114916483,0,0,78.9516574597333,225.735013788486,0.900498432553416,1.1,17,0,0,0,1073.83261004817,618.275989157268,-537.848577313773,-827.776545272982,446.219435829905,2533.49584470535,1463.42488265408,222.674616960019
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p9_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.9,0.75,ok,,12,14,-389.215064635112,-97.546490151821,1,1,734274.668393963,108.284891843422,13.4473765011146,1531.93134323028,851.487485445601,49,81,43,10902.2197987,1869.01737679448,11002.280853353,1127.50527546714,2920.13529061558,3000,0.973378430205193,531.961122672502,6200,0.0858001810762101,0,7.20155323918357,211.072162124024,313.687407309295,1.06985457492857,1.1,10,0,0,0,897.285876714456,1531.93134323028,-383.050246358021,-850.661055178392,594.508905746853,1206.36481379844,867.528564014889,-76.2743509067249
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,92.7889737289091,23.2551088959784,1,1,658550.157532125,5.08088343928452,1.90347740274594,1486.67352422346,888.806928008344,49,81,43,10902.2197987,1845.27221376401,11466.0440125538,4619.98182959065,2793.13875265664,3000,0.931046250885547,171.932500279508,6200,0.0277310484321787,0,0,30.1009074958664,141.831592783641,0.9,1.1,16,1,0,0,1258.04814828667,1486.67352422346,-336.162558392789,-828.380605799166,534.769803339645,2551.54101841325,1550.86319930252,185.353696173554
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,1461.85190208034,366.374621967386,1,1,466927.761121976,37.9944592574634,1.23138306065907,1028.81177302217,617.440158259007,49,81,43,10902.2197987,1832.47457485567,11337.1219621039,4100.22384401356,1749.363046713,3000,0.583121015570999,0,6200,0,0,0,0,0,0.92503280746609,1.1,12,0,0,6.3168045016937e-08,1028.81177302217,712.589423875909,-202.007756318545,-538.691737156941,605.100100921465,2598.28716013668,1984.02149071992,749.114726474999
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,82.3046423956917,20.6274877783239,1,1,601681.012827297,0.830567045742887,0.381916605034718,2281.59647770072,1007.45223250793,49,81,43,10902.2197987,1949.00701812996,11140.5779747924,2812.37888077329,2607.27382769672,3000,0.869091275898907,0,6200,0,0,0,0,0,1.05439329538516,1.1,14,0,0,0,58.8101931606207,-743.22370149403,-1941.36077970741,-2281.59647770072,-12.2700104768535,2418.1912529368,2004.25477883825,892.169101511164
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,684038.217230399,5.39409785528527,1.98792370025917,1553.36913966764,903.40401580422,49,81,43,10902.2197987,1854.49425179317,11474.6015948851,4752.72481814488,2833.97963036174,3000,0.944659876787248,288.011212208989,6200,0.0464534213240304,0,0,67.8033296289586,220.20788258003,0.901058116637195,1.1,15,0,0,0,1340.09490256377,1553.36913966764,-340.970857863731,-814.180165105055,468.405013820906,2614.86057226031,1591.85545780751,247.992331115725
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,420.059642000211,105.276869922714,1,1,637216.900755032,2.19149798524889,1.3415504279058,1367.27655844701,741.3798001763,49,81,43,10902.2197987,1848.12780101926,11570.541723117,5938.8058199167,2757.94854508476,3000,0.919316181694921,74.5952653909552,6200,0.012031494417896,0,0,0,74.5952653909552,0.916469085146364,1.1,18,0,0,0,1367.27655844701,1012.272938013,-259.830491102825,-705.907793268828,361.61122004984,2927.49279356108,1741.44296886503,344.543368964172
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,1,1,ok,,12,14,-389.215064635112,-97.546490151821,1,1,662403.65921869,199.354410661363,23.2402953251955,2014.24121448188,929.472483877308,49,81,43,10902.2197987,1869.01737679448,11050.9820100209,1621.84547235784,2809.53735262042,3000,0.936512450873472,179.660217335593,6200,0.0289774544089665,0,0,42.7313734725208,136.928843863072,1.06935728118314,1.1,13,0,0,0,1248.62884045881,2014.24121448188,-83.1924179951832,-706.711855340185,594.588091110482,1688.67468505004,1167.38639237773,67.6748489314817
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,92.7889737289091,23.2551088959784,1,1,657039.290937867,5.04342700822345,1.8887683385519,1487.57464864257,881.878482497354,49,81,43,10902.2197987,1845.27221376401,11457.8563360569,4556.67138374676,2800.83453809088,3000,0.933611512696959,155.214637129232,6200,0.0250346188918116,0,0,37.64981640728,117.564820721952,0.9,1.1,16,1,0,0,1258.65262278134,1487.57464864257,-325.219914133274,-802.376410866146,535.568816063442,2552.44214283236,1561.80584356204,211.357891106574
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,1461.85190208034,366.374621967386,1,1,465757.001200129,37.9813084979773,1.22673751489406,1031.27110025236,611.24543420279,49,81,43,10902.2197987,1832.47457485567,11330.3361963145,4071.27698890728,1736.49673947309,3000,0.57883224649103,0,6200,0,0,0,0,0,0.925810910887032,1.1,12,0,0,6.31654302196694e-08,1031.27110025236,718.607342356326,-194.022612286349,-507.226926891832,605.099189227086,2604.3050786171,1992.00663475211,780.579536740108
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,82.3046423956917,20.6274877783239,1,1,600720.513610984,0.820816500787493,0.377140668016305,2261.10199951419,1002.93865781659,49,81,43,10902.2197987,1949.00701812996,11134.3710882187,2762.78549854488,2601.06694112302,3000,0.867022313707673,0,6200,0,0,0,0,0,1.05439338478927,1.1,13,0,0,0,58.7687295548158,-743.217980503057,-1939.33455440001,-2261.10199951419,-12.2700251108995,2418.19697392777,2006.28100414565,912.663579697693
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,682465.136823645,5.3634174135009,1.9747106601325,1554.4268002636,896.724707797575,49,81,43,10902.2197987,1854.49425179317,11466.8830324929,4691.71864852686,2841.35011278501,3000,0.94711670426167,271.322343083771,6200,0.0437616682393179,0,0,75.121663040889,196.200680042882,0.900688350132745,1.1,15,0,0,0,1340.82411157752,1554.4268002636,-329.919190574055,-788.552611215784,469.900825356912,2615.91823285627,1602.90712509718,273.619885004996
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,420.059642000211,105.276869922714,1,1,634713.873395034,2.17478114238946,1.3388791936422,1370.56249814077,737.517180953003,49,81,43,10902.2197987,1848.12780101926,11563.0590918683,5871.72846166246,2766.53795213919,3000,0.922179317379729,50.7167447521389,6200,0.00818012012131273,0,0,0,50.7167447521389,0.91638930331708,1.1,19,0,0,0,1370.56249814077,1016.78605861345,-251.351324527559,-679.9922766915,368.893746791731,2932.00591416153,1749.92213544029,370.4588855415
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1_X0p75,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,1,0.75,ok,,12,14,-389.215064635112,-97.546490151821,1,1,661704.262302415,199.306039345766,23.2338630710439,2014.24164793489,924.042764029722,49,81,43,10902.2197987,1869.01737679448,11046.84162741,1590.40677614759,2816.08678496734,3000,0.938695594989113,168.970402377782,6200,0.0272532907060939,0,0,49.1391376020082,119.831264775774,1.06935773289134,1.1,12,0,0,0,1248.62284769739,2014.24164793489,-75.9086133344711,-686.852623166203,594.588088015661,1688.67511850305,1174.67019703844,87.5340811054638
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X1,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,1.1,1,ok,,12,14,92.7889737289091,23.2551088959784,1,1,605579.91280088,6.90168011191749,2.52511748401441,1901.46680470866,913.130865088268,49,81,43,10902.2197987,1845.27221376401,11569.3675751285,5822.66587547112,2608.58656809228,3000,0.86952885603076,0,6200,0,0,0,0,0,0.908416875208442,1.1,16,0,0,0,1566.2462074853,1901.46680470866,12.4045636195876,-599.445720894333,486.091028733464,2966.33429889845,1899.4303213149,414.288581078387
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,1.1,1,ok,,12,14,1461.85190208034,366.374621967386,1,1,433453.936880664,38.5213169979637,1.44452235166078,1252.66140598979,644.755708547054,49,81,43,10902.2197987,1832.47457485567,11409.7543135251,4767.85128726086,1492.67941966989,3000,0.497559806556631,0,6200,0,0,0,0,0,0.958542822632468,1.1,13,0,0,6.32293222224689e-08,1252.66140598979,1004.96666807462,68.0194047623313,-292.964050058276,605.167013850255,2890.66440433539,2254.04865180079,994.842413573664
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,1.1,1,ok,,12,14,82.3046423956917,20.6274877783239,1,1,543936.534124868,0.588793823307748,0.272146878908857,1895.01664004366,821.992250437224,49,81,43,10902.2197987,1949.00701812996,11248.1541141173,3962.63744939233,2203.24996702163,3000,0.734416655673875,0,6200,0,0,0,0,0,1.05343579697728,1.1,15,0,0,0,397.38061102926,-288.409307649322,-1516.99078978647,-1895.01664004366,-12.1639036774144,2873.00564678151,2428.62476875919,1278.74893916822
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP1p1_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,1.1,1,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,631475.247945943,7.51113186858163,2.66922993869653,1963.5440122838,943.228799980348,49,81,43,10902.2197987,1854.49425179317,11580.0542788437,5998.46573387526,2729.8221039421,3000,0.909940701314033,43.6462723675198,6200,0.00703972134959997,0,0,0,43.6462723675198,0.911473346512989,1.1,15,0,0,0,1645.2837572129,1963.5440122838,-36.6311517231984,-656.36938255328,414.315696128555,3025.03544487647,1896.19516394804,405.8031136675
