scenario_id,timestamp,nyiso_zone_letter,nyiso_zone_name,nyiso_load_mw,target_load_mw,target_load_share,source,status,note
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,F,CAPITL,1812.8,812.024687167025,NaN,P58C_scaled,ready,NYISO load 1812.8 MW scaled by gamma 0.44793948
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,G,HUD VL,1410.5,631.818634846144,NaN,P58C_scaled,ready,NYISO load 1410.5 MW scaled by gamma 0.44793948
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,H,MILLWD,421.1,188.627314522305,NaN,P58C_scaled,ready,NYISO load 421.1 MW scaled by gamma 0.44793948
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,I,DUNWOD,992.2,444.445550864476,NaN,P58C_scaled,ready,NYISO load 992.2 MW scaled by gamma 0.44793948
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,J,N.Y.C.,8992.9,4028.27493889251,NaN,P58C_scaled,ready,NYISO load 8992.9 MW scaled by gamma 0.44793948
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019-07-17 08:00,K,LONGIL,3451.5,1546.06311107513,NaN,P58C_scaled,ready,NYISO load 3451.5 MW scaled by gamma 0.44793948
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,A,WEST,1468.2,945.169771154243,NaN,P58C_scaled,ready,NYISO load 1468.2 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,B,GENESE,975.2,627.795641485914,NaN,P58C_scaled,ready,NYISO load 975.2 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,C,CENTRL,1526.8,982.894160603663,NaN,P58C_scaled,ready,NYISO load 1526.8 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,D,NORTH,483.7,311.387153185743,NaN,P58C_scaled,ready,NYISO load 483.7 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,E,MHK VL,715.5,460.610932611947,NaN,P58C_scaled,ready,NYISO load 715.5 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,F,CAPITL,1271.7,818.670751925386,NaN,P58C_scaled,ready,NYISO load 1271.7 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,G,HUD VL,998.2,642.602142464355,NaN,P58C_scaled,ready,NYISO load 998.2 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,H,MILLWD,284.9,183.407483859041,NaN,P58C_scaled,ready,NYISO load 284.9 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,I,DUNWOD,668,430.032289286905,NaN,P58C_scaled,ready,NYISO load 668 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,J,N.Y.C.,6140,3952.69200033174,NaN,P58C_scaled,ready,NYISO load 6140 MW scaled by gamma 0.64376091
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019-07-27 02:00,K,LONGIL,2403,1546.95747179107,NaN,P58C_scaled,ready,NYISO load 2403 MW scaled by gamma 0.64376091
