case_id,case_group,scenario_id,include_s4,apply_abc_caps,x_spine_multiplier,interface_name,lite_flow_mw,target_flow_mw,residual_mw,scale_mw,objective_term,interface_objective_total
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,Central_East,2574.89320548253,-48.9231580616368,2623.81636354416,100,688.441230960212,833.50287251308
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,Total_East_proxy,3431.94761981183,-325.566529431838,3757.51414924367,325.566529431838,133.205374970375,833.50287251308
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,UPNY_ConEd,3204.68093890469,1250.57881037291,1954.10212853178,1250.57881037291,2.44158801252994,833.50287251308
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,Dunwoodie_South,2519.40752026468,774.386704271667,1745.02081599302,774.386704271667,5.07791525006189,833.50287251308
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,Moses_South,1241.34332823346,713.559374921485,527.78395331198,713.559374921485,0.547081628372728,7.06043769995836
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,Central_East,2170.61365818191,919.824688464481,1250.78896971743,919.824688464481,1.8490896228027,7.06043769995836
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,Total_East_proxy,2655.92907328094,1064.86749418979,1591.06157909115,1064.86749418979,2.23245563418432,7.06043769995836
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,UPNY_ConEd,3069.27265092299,1887.02575769531,1182.24689322768,1887.02575769531,0.392519020383475,7.06043769995836
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,Dunwoodie_South,2461.38514613142,1013.73430197272,1447.6508441587,1013.73430197272,2.03929179421513,7.06043769995836
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,Moses_South,549.300456871009,-55.8104160947309,605.11087296574,100,36.615916858136,38.3215975496257
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,Central_East,2036.71387690051,1002.33486432337,1034.37901257714,1002.33486432337,1.06496105677303,38.3215975496257
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,Total_East_proxy,2622.51330914687,1885.69773626077,736.815572886097,1885.69773626077,0.15267693508783,38.3215975496257
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,UPNY_ConEd,2738.80817162202,2186.02924703846,552.778924583555,2186.02924703846,0.063942706849393,38.3215975496257
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,Dunwoodie_South,2126.464152674,1287.80646363194,838.657689042055,1287.80646363194,0.424099992779485,38.3215975496257
