scenario_id,experiment,eta,opf_success,zone,zone_name,bus_count,pd_mw,qd_mvar,original_gen_q_mvar,boundary_gen_q_mvar,total_gen_q_mvar,incident_charging_scale_mvar,branch_terminal_q_out_mvar,min_voltage,max_voltage,above_original_vmax_count,below_original_vmin_count
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0,1,K,LONGIL,1,809.143671,25,150.829146503837,0,150.829146503837,29.7252120395206,125.829146503838,1.09041665503642,1.09041665503642,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,F,CAPITL,5,1013.741428,142,240.708796641562,-22.7794134526646,217.929383188898,219.084510112154,75.9293774820441,1.06090171559879,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,G,HUD VL,4,0,0,0,-187.311089713853,-187.311089713853,210.962671141675,-187.311089713851,1.05756259259304,1.08585112709947,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,E,MHK VL,3,295.9154,17,0,0,0,218.740361242938,-16.9999029092262,1.07256311111515,1.07783442750212,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,D,NORTH,4,877.3429232,74.5,185.795728813498,-63.9130038848293,121.882724928669,70.0626854178944,47.3827121002393,1.0043026916133,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,C,CENTRL,12,1788.207512,194,590.140861882855,-99.5036536481964,490.637208234658,351.004524571558,296.637054889555,1.05731807498407,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,B,GENESE,2,1066.91373,250,237.111317365267,0,237.111317365267,109.60461453094,-12.8886286034272,1.08540407816536,1.0955425749487,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,A,WEST,9,2621.2122825,414,867.835898023828,-422.919110428545,444.916787595283,113.128301817588,30.9167712635165,1.04621684241385,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,H,MILLWD,2,117.903792,0,0,0,0,168.489404486174,5.91171556152403e-12,1.08537050856547,1.08930452108906,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,I,DUNWOD,1,2311.83906,600,999,0,999,67.8219352086652,399.000126405733,1.09080635881568,1.09080635881568,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,J,N.Y.C.,3,0,0,148.133070306912,-56.9391965045628,91.1938738023494,0,91.193753995419,1.07054678925923,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0,1,K,LONGIL,1,809.143671,25,150.829012896754,0,150.829012896754,29.725200440127,125.829012896762,1.09041644228482,1.09041644228482,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,F,CAPITL,5,990.949509996585,138.807418275417,308.760252178098,-22.7784134526646,285.981838725434,208.539357254997,147.17441440968,1.03104073304165,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,G,HUD VL,4,81.6002322378635,20.4509459515381,0,-187.309089713853,-187.309089713853,200.233273420266,-207.760033279556,1.02381183486422,1.06598347113614,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,E,MHK VL,3,310.778818243701,17.8538863139361,0,0,0,212.112592642145,-17.8537913168048,1.05555468102677,1.0619265468251,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,D,NORTH,4,806.627168188687,68.4951373527614,185.493984793471,-63.9130038847055,121.580980908765,69.9744293912771,53.0858306468098,1.01554723745427,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,C,CENTRL,12,1700.46882226565,184.481358738156,853.26208426602,-99.5016536481964,753.760430617824,349.210916728698,569.278918000098,1.05747897375338,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,B,GENESE,2,1023.83721373378,239.906279426589,247.925710250326,0,247.925710250326,109.593805730243,8.0194847893253,1.08336700869073,1.09988874871221,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,A,WEST,9,2452.32510340822,387.325589609511,803.684847687933,-422.919110428346,380.765737259587,113.391537473944,-6.55986820811823,1.05003394029293,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,H,MILLWD,2,128.890861013302,0,0,0,0,162.879316742383,-4.81747974845348e-12,1.06737937238693,1.07079349257091,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,I,DUNWOD,1,2129.27037180292,552.617284302546,999,0,999,66.1450480684868,446.382841032364,1.07723694691466,1.07723694691466,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,J,N.Y.C.,3,363.949544326512,91.2143538809038,349.322266971565,-56.9381965045628,292.384070467002,0,201.169596585663,1.05308953716055,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.1,1,K,LONGIL,1,913.522153482782,28.2249675250436,170.644297390018,0,170.644297390018,29.7187422974674,142.419329864975,1.09029798307559,1.09029798307559,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,F,CAPITL,5,1013.741428,142,221.143927109288,29.4985278926019,250.64245500189,223.330915375621,108.642450532568,1.07170200238504,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,G,HUD VL,4,0,0,0,-113.605734600732,-113.605734600732,216.055580901945,-113.605586512301,1.07005079148851,1.09781026027129,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,E,MHK VL,3,295.9154,17,0,0,0,220.14499070422,-16.9999030860381,1.07644826956982,1.08081257476074,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,D,NORTH,4,877.3429232,74.5,168.913677688278,-57.2587882521793,111.654889436099,70.0339164043552,37.1548768112809,1.00437582700766,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,C,CENTRL,12,1788.207512,194,448.498079733307,25.5563661425312,474.054445875838,352.798488997336,280.054293241585,1.05273285676274,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,B,GENESE,2,1066.91373,250,238.903263596449,0,238.903263596449,109.414640390279,-11.0966825795918,1.08462992084222,1.09422131598849,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,A,WEST,9,2621.2122825,414,836.998200146453,-380.616979157758,456.381220988695,113.147668118418,42.3812050258885,1.04592748221411,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,H,MILLWD,2,117.903792,0,0,0,0,171.733292776275,-0.000148476470414494,1.09549918677857,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,I,DUNWOD,1,2311.83906,600,999,0,999,68.9204333992376,399.000124890653,1.0996046610091,1.0996046610091,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,J,N.Y.C.,3,0,0,53.0575948261865,-1.24527685410652,51.81231797208,0,51.812200918303,1.09475562396352,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.1,1,K,LONGIL,1,809.143671,25,143.934564356317,0,143.934564356317,29.2848653534083,118.934564356342,1.08230985126087,1.08230985126087,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,F,CAPITL,5,968.157591993169,135.614836550835,451.857484957717,-22.7784134526646,429.079071505053,187.554291960891,293.464226130395,0.968832374928235,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,G,HUD VL,4,163.200464475727,40.9018919030762,0,-187.309089713853,-187.309089713853,178.695845218274,-228.210979278107,0.953183081498544,1.02436924126454,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,E,MHK VL,3,325.642236487401,18.7077726278721,0,0,0,199.295982661718,-18.7076816079035,1.0215289473261,1.03064289838507,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,D,NORTH,4,735.911413177373,62.4902747055227,210.03205397502,-63.9130038841784,146.119050090842,69.7589295820192,83.6287621409508,1.02481029182877,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,C,CENTRL,12,1612.7301325313,174.962717476311,1345.84950076957,-99.5016536481964,1246.34784712138,345.852213552735,1071.38498647541,1.0437019716535,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,B,GENESE,2,980.760697467559,229.812558853179,242.242234814601,0,242.242234814601,109.094762490397,12.4297020549241,1.07971178511326,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,A,WEST,9,2283.43792431644,360.651179219021,761.061232618063,-422.919110430973,338.14212218709,113.54515408883,-22.5090622699598,1.04670742157736,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,H,MILLWD,2,139.877930026604,0,0,0,0,151.070092796982,-6.33804120298009e-12,1.02827924625363,1.03093541867813,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,I,DUNWOD,1,1946.70168360583,505.234568605091,999,0,999,62.4593577106763,493.765572403204,1.04679425172785,1.04679425172785,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,J,N.Y.C.,3,727.899088653024,182.428707761808,742.173054124892,-56.9381965045628,685.234857620329,0,502.806026804332,1.01776761020208,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.2,1,K,LONGIL,1,1017.90063596556,31.4499350500872,264.892587146802,0,264.892587146802,30.25,233.442630885668,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,F,CAPITL,5,1013.741428,142,222.731760164069,81.7764692378683,304.508229401937,224.103997665469,162.508225039178,1.07169314056103,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,G,HUD VL,4,0,0,0,-66.0957538299326,-66.0957538299326,216.635035708213,-66.0956048907087,1.0720336664938,1.09728703701547,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,E,MHK VL,3,295.9154,17,0,0,0,219.700745209905,-16.9999029768884,1.07520848525952,1.07942032341295,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,D,NORTH,4,877.3429232,74.5,159.430628701131,-50.1609874142334,109.269641286897,69.9683946324628,34.7696284798648,1.00412042424411,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,C,CENTRL,12,1788.207512,194,452.632346195608,49.7187679736752,502.351114169283,353.403702108544,308.35096298221,1.05449342885376,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,B,GENESE,2,1066.91373,250,252.77506659024,0,252.77506659024,109.709112530812,2.77512061334576,1.0849423853827,1.09823964144888,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,A,WEST,9,2621.2122825,414,799.619308235399,-338.303675138424,461.315633096975,113.400753023701,47.3156171115118,1.04731598159465,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,H,MILLWD,2,117.903792,0,0,0,0,171.820283855797,0.000381799912830161,1.09606623793453,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,I,DUNWOD,1,2311.83906,600,999,0,999,68.97,398.999451683994,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,J,N.Y.C.,3,0,0,48.7855550219206,14.9414324804686,63.7269875023892,0,63.7269880752871,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.2,1,K,LONGIL,1,809.143671,25,172.422779883066,0,172.422779883066,28.937821554006,147.422796996418,1.07587771710369,1.07587771710369,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,F,CAPITL,5,945.365673989753,132.422254826252,559.716066539126,-22.7784134526646,536.937653086461,173.487959515758,404.51526377114,0.923111805205764,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,G,HUD VL,4,244.800696713591,61.3528378546143,0,-187.309089713853,-187.309089713853,163.141407380652,-248.661802199122,0.9,0.991952922841388,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,E,MHK VL,3,340.505654731102,19.5616589418082,0,0,0,189.612230185931,-19.5615661430434,0.995433523386716,1.00734464936804,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,D,NORTH,4,665.19565816606,56.4854120582841,232.1453589936,-63.9130047652285,168.232354228371,69.5511385831673,111.746928519455,1.0332936588354,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,C,CENTRL,12,1524.99144279696,165.444076214467,1919.25024093377,-99.5016536481964,1819.74858728558,342.938235392314,1654.30431276405,1.02612830164686,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,B,GENESE,2,937.684181201338,219.718838279768,-410.126635898493,0,-410.126635898493,101.440050167544,-629.845346890373,0.980996393047211,1.07538483923454,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,A,WEST,9,2114.55074522466,333.976768828532,1089.28254557141,-422.919123859539,666.363421711868,117.153871788215,332.386582635603,1.07165562743681,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,H,MILLWD,2,150.864999039906,0,0,0,0,142.298273991731,4.92548224428901e-10,0.998302972523601,1.00024587491255,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,I,DUNWOD,1,1764.13299540875,457.851852907637,999,0,999,59.6153147470663,541.148285751203,1.0226840738277,1.0226840738277,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,J,N.Y.C.,3,1091.84863297954,273.643061642711,1076.98608523117,-56.9381965045628,1020.04788872661,0,746.404701452679,0.988453651533167,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.3,0,K,LONGIL,1,1122.27911844835,34.6749025751308,378.751985417813,0,378.751985417813,30.25,344.077059982385,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,F,CAPITL,5,1013.741428,142,227.445556848502,134.054410583135,361.499967431637,224.484955358788,219.499963318895,1.07103999987022,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,G,HUD VL,4,0,0,0,-9.37872376685846,-9.37872376685846,217.052838316807,-9.37857473675764,1.07289280084008,1.09733753040977,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,E,MHK VL,3,295.9154,17,0,0,0,218.926004986635,-16.9999033939631,1.07307320571718,1.07716815173842,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,D,NORTH,4,877.3429232,74.5,152.981378035587,-42.6889635528925,110.292414482694,69.8881385088215,35.7924016038909,1.00371873158979,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,C,CENTRL,12,1788.207512,194,471.151169977464,78.033914273463,549.185084250927,353.870249790039,355.184949715899,1.0550319121837,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,B,GENESE,2,1066.91373,250,259.677594526672,0,259.677594526672,109.772321226185,9.67762034792963,1.08460333493823,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,A,WEST,9,2621.2122825,414,769.430687550319,-295.994251092004,473.436436458315,113.572131217958,59.4364311772218,1.04825943484588,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,H,MILLWD,2,117.903792,0,0,0,0,171.852046878946,0.000381986521588829,1.09627321202951,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,I,DUNWOD,1,2311.83906,600,998.999732686915,0,998.999732686915,68.97,398.999124045785,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,J,N.Y.C.,3,0,0,48.78554614794,12.1964536855735,60.9819998335135,0,60.9820522858907,1.09999997563822,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.3,1,K,LONGIL,1,809.143671,25,170.051146217858,0,170.051146217858,28.8667908644696,145.051163382295,1.0745564827308,1.0745564827308,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,F,CAPITL,5,922.573755986337,129.22967310167,555.913815295192,-22.7784134526646,533.135401842527,173.698909797458,403.905594251486,0.923523606691177,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,G,HUD VL,4,326.400928951454,81.8037838061524,0,-187.309089713853,-187.309089713853,162.950700641496,-269.112748230199,0.9,0.990508904000296,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,E,MHK VL,3,355.369072974803,20.4155452557442,0,0,0,189.43388736168,-20.4154524220212,0.995927066033763,1.0050452954764,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,D,NORTH,4,594.479903154747,50.4805494110454,231.386060158168,-63.9130042508947,167.473055907273,69.4505184193036,116.992492710412,1.04183266171307,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,C,CENTRL,12,1437.25275306261,155.925434952622,1947.19554790566,-99.5016536481964,1847.69389425746,343.437224715045,1691.76826156353,1.02628763547349,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,B,GENESE,2,894.607664935117,209.625117706358,-538.827792145265,0,-538.827792145265,98.9784138698686,-748.452783506761,0.950409760483221,1.06971791371055,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,A,WEST,9,1945.66356613289,307.302358438043,1057.60849532855,-422.919120821993,634.689374506558,117.447516862187,327.386946963981,1.0747780431532,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,H,MILLWD,2,161.852068053208,0,0,0,0,142.289805308084,4.95035124004062e-10,0.998477964195815,1.00001881471376,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,I,DUNWOD,1,1581.56430721166,410.469137210182,999,0,999,59.565777761953,588.531001302992,1.02225908895277,1.02225908895277,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,J,N.Y.C.,3,1455.79817730605,364.857415523615,1167.7921288029,-56.9381965045628,1110.85393229834,0,745.996391056239,0.983711522905218,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.4,0,K,LONGIL,1,1226.65760093113,37.8998701001743,452.844395523192,0,452.844395523192,30.25,414.944501853771,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,F,CAPITL,5,1013.741428,142,233.516323291951,186.332351928401,419.848675220352,224.723102685053,277.848671513806,1.07010715625734,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,G,HUD VL,4,0,0,0,48.1541158707503,48.1541158707503,217.405445830005,48.1542651575145,1.07338644974363,1.09743538506565,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,E,MHK VL,3,295.9154,17,0,0,0,217.986960994338,-16.999903863963,1.07047488588438,1.07443574616693,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,D,NORTH,4,877.3429232,74.5,149.100994452991,-34.8579496865415,114.243044766449,69.7955960036132,39.743031782546,1.00319081743181,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,C,CENTRL,12,1788.207512,194,515.71884728476,89.8906834173473,605.609530702107,353.820938355417,411.609394973774,1.05261883606651,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,B,GENESE,2,1066.91373,250,262.457343627008,0,262.457343627008,109.64841790868,12.4573693142881,1.08371048016669,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,A,WEST,9,2621.2122825,414,748.100678272893,-253.691783346019,494.408894926874,113.645057472314,80.4088898022196,1.04868478692964,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,H,MILLWD,2,117.903792,0,0,0,0,171.879399326345,0.000382156243688314,1.09645141463818,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,I,DUNWOD,1,2311.83906,600,998.328020999085,0,998.328020999085,68.97,398.327458893939,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,J,N.Y.C.,3,0,0,48.7855555786089,9.7170634584984,58.5026190371073,0,58.5026248296081,1.1,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,EXTERNAL_ONLY_S1_LOAD,0.4,1,K,LONGIL,1,809.143671,25,169.706915965126,0,169.706915965126,28.8564743843081,144.706933049225,1.07436445183761,1.07436445183761,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,0,F,CAPITL,5,899.781837982921,126.037091377087,552.006265384228,-22.7784134526646,529.227851931563,173.976213203667,403.190626033203,0.924126135254485,1.1,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,0,G,HUD VL,4,408.001161189318,102.25472975769,0,-187.309089713853,-187.309089713853,162.493941121374,-289.563694227073,0.9,0.987582559484302,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,0,E,MHK VL,3,370.232491218503,21.2694315696803,0,0,0,189.208796252115,-21.2693387209158,0.996445593795227,1.00286584477165,0,0
S1_2025_SUMMER_PEAK_PUBLIC,LOAD_ONLY_S1_BOUNDARY,0.5,0,D,NORTH,4,523.764148143434,44.4756867638068,236.841830829181,-63.9130242470813,172.9288065821,69.3144782777326,128.453105809945,1.04939261617674,1.1,0,0
