scenario_id,iteration,row_type,pf_success,reporting_interface_objective,calibration_huber_objective,max_abs_interface_residual_mw,mean_abs_interface_residual_mw,mean_signed_interface_residual_mw,total_load_mw,total_generation_mw,losses_mw,required_internal_generation_mw,scheduled_internal_generation_mw,actual_internal_generation_mw,reference_adjustment_mw,loss_total_adjustment_mw,redispatch_step_inf_norm_mw,redispatch_solver_exitflag,min_voltage_pu,max_voltage_pu,voltage_violation_count,branch_overload_count,max_branch_overload_mva,generator_p_violation_count,max_generator_p_violation_mw,generator_q_violation_count,max_generator_q_violation_mvar
S2_2025_WINTER_PEAK_PUBLIC,4,iterate,1,0.000278774738485442,0.0683694553727911,41.8124753311822,13.9706319029261,-13.1833037502736,10902.2197987,11157.7263152504,255.506516550438,9695.69939142656,9695.69939142656,9695.8744131701,0.175021743534671,4.78629303281195,49.3471947484699,1,0.952721175,1.10932738030554,3,2,97.3859502101544,0,0,0,0
S2_2025_WINTER_PEAK_PUBLIC,5,iterate,1,0.000116399997343157,0.0336503924453356,33.3136663419288,9.47834460026282,-8.31305099181395,10902.2197987,11161.0183832227,258.798584522749,9699.04450278709,9699.04450278709,9699.16648114241,0.121978355322426,3.34511136052606,37.417279599391,1,0.952721175,1.10892875026657,3,2,95.7832366209457,0,0,0,0
S2_2025_WINTER_PEAK_PUBLIC,6,iterate,1,5.89422131662932e-05,0.0205289126588209,28.1959994242698,6.79772005945049,-5.61154923096896,10902.2197987,11163.3239721025,261.104173402491,9701.38694101804,9701.38694101804,9701.47207002215,0.0851290041118773,2.3424382309513,28.3085635232043,1,0.952721175,1.10865145956109,3,2,94.809771018767,0,0,0,0
S2_2025_WINTER_PEAK_PUBLIC,7,final,1,3.72899790567337e-05,0.0150391209108103,25.1097837523123,5.19870991964982,-4.14285206143958,10902.2197987,11164.9508637343,262.731065034313,9703.09896165398,9703.03904139782,9703.09896165397,0.0599202561497805,0.0599202561515995,0,1,0.952721175,1.10845722340888,3,2,94.216025620855,0,0,0,0
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,iterate,1,0.0444017591747225,9.67479884051683,412.318836307909,187.079858774578,-187.079858774578,10902.2197987,11361.5468240579,459.327025357859,11261.4438860609,11261.4438860609,11279.2421816622,17.7982956012602,441.528729756596,113.118318385732,1,0.893795649169681,1.1,1,1,168.335865327664,0,0,3,613.789304660393
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,2,iterate,1,0.0237608626771377,5.66522031989026,413.83127487291,138.309756617411,-138.309756617411,10902.2197987,11393.1007027405,490.880904040458,11308.7518571159,11308.7518571159,11310.7960603448,2.04420322882652,47.3079710550355,62.0101909134689,1,0.878796426683884,1.1,3,1,169.113203275252,0,0,3,839.312072191748
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,3,iterate,1,0.0175223497907857,4.21166955893783,414.749258805631,111.683037410525,-111.683037410525,10902.2197987,11413.469087138,511.24928843803,11330.2209092228,11330.2209092228,11331.1644447423,0.943535519490979,21.469052106906,34.8850773417838,1,0.868892794336807,1.1,3,1,169.590645458838,0,0,3,984.336287349394
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,4,iterate,1,0.0154826612899221,3.74317358676104,415.312367726167,96.4484411798477,-96.4484411798477,10902.2197987,11426.4661336957,524.246334995656,11343.5685367833,11343.5685367833,11344.1614913,0.592954516710961,13.3476275604044,19.2738836639245,1,0.862477749190769,1.1,3,1,169.885167300207,0,0,3,1076.82839068746
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,5,iterate,1,0.0148065423163785,3.59223403602091,415.654552232015,87.7630742305049,-87.7630742305049,10902.2197987,11434.5105280395,532.290729339535,11351.8373431489,11351.8373431489,11352.2058856438,0.368542494963549,8.26880636562601,10.4411938804627,1,0.858466918328911,1.1,3,1,170.064694494285,0,0,3,1134.05480999291
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,6,iterate,1,0.0145760768808063,3.54342073727434,415.861024868579,82.8457971500567,-82.8457971500567,10902.2197987,11439.3712850432,537.151486343191,11356.8449255235,11356.8449255235,11357.0666426475,0.221717123979033,5.00758237463924,5.56357537078111,1,0.856026814343567,1.1,3,1,170.173087540818,0,0,3,1168.62572260477
S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,7,final,1,0.0144956099751965,3.52763063352471,416.002007589673,80.0762673282673,-80.0762673282673,10902.2197987,11442.2599008513,540.040102151297,11359.9552584556,11359.9554814392,11359.9552584556,-0.000222983551793732,-0.000222983549974742,0,1,0.85457007033278,1.1,3,1,170.242652317838,0,0,3,1189.18011813479
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,iterate,1,0.00607784845793059,1.43264058390991,138.849639751643,52.0021402633489,-51.3483964296804,10902.2197987,11159.9899792945,257.77018059452,11194.9738462682,11194.9738462682,11207.7612159884,12.787369720214,244.982810874302,57.0004495121945,1,0.952721175,1.10062615902993,1,1,34.1423354078585,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2,iterate,1,0.00180917402312238,0.421402139922377,75.5137071502377,28.8158276572208,-26.383135904132,10902.2197987,11163.2149709187,260.995172218698,11210.1391342168,11210.1391342168,11210.9862076126,0.847073395783809,15.1652879486064,33.8372788623779,1,0.952721175,1.10055511117698,1,1,28.8940380283808,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,3,iterate,1,0.000627236541453498,0.145479204947919,44.3079449571853,16.9854431094121,-15.2596816396928,10902.2197987,11164.505956723,262.286158023042,11212.1632372629,11212.1632372629,11212.2771934169,0.11395615404399,2.02410304608929,20.2604470784764,1,0.952721175,1.10051674335157,1,1,25.771756111332,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,4,iterate,1,0.00022048900204185,0.050975548330525,26.1906137883343,10.0722127171266,-8.93018879194961,10902.2197987,11165.24868636,263.028887659986,11212.9741471714,11212.9741471714,11213.0199230539,0.0457758825014025,0.810909908484973,12.1408197290675,1,0.952721175,1.10049340111746,1,1,23.9051470769872,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,5,iterate,1,7.76562569969709e-05,0.0178937104493676,15.4902393390471,5.97555815199332,-5.22880629068943,10902.2197987,11165.693667789,263.473869088957,11213.4386950661,11213.4386950661,11213.4649044828,0.0262094167683244,0.464547894705902,7.27606857479077,1,0.952721175,1.10047921080571,1,1,22.787512104474,0,0,0,0
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,6,final,1,7.76562548559371e-05,0.0178937100503394,15.490239172037,5.97555813505914,-5.22880615605325,10902.2197987,11165.6936676652,263.473868965189,11213.4649043591,11213.4386950661,11213.4649043591,0.0262092930006474,0.0262092930042854,0,1,0.952721175,1.10047921081079,1,1,22.7875121041309,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,iterate,1,0.00713299441658863,1.61308787749521,127.34754558169,69.0423942314901,-69.0423942314901,10902.2197987,11216.3897978221,314.169999122059,10777.1807806075,10777.1807806075,10796.3301558218,19.1493752143761,295.020623907683,27.7560577818461,1,0.952721175,1.1,0,1,63.9228595145476,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2,iterate,1,0.00183103664780004,0.408300797707736,63.2109249426037,34.2097147141669,-34.2097147141669,10902.2197987,11225.3153826236,323.095583923583,10803.4196253764,10803.4196253764,10805.2557406234,1.83611524696971,26.23884476893,18.7700062099106,1,0.952721175,1.1,0,1,58.228090681474,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,3,iterate,1,0.000591769981074304,0.13091453024407,35.2078186328679,19.051120019686,-19.051120019686,10902.2197987,11229.3961671518,327.176368451794,10808.9451319491,10808.9451319491,10809.3365251516,0.391393202462496,5.52550657272332,11.7103307840411,1,0.952721175,1.1,0,1,54.8827732167292,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,4,iterate,1,0.000197530035868656,0.0434885783015226,19.9079344088634,11.0881158056415,-10.7798065190435,10902.2197987,11231.6743299181,329.454531218107,10811.4373451058,10811.4373451058,10811.6146879179,0.177342812130519,2.49221315664909,7.24112831912989,1,0.952721175,1.1,0,1,52.8886108466826,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,5,iterate,1,6.66024173795667e-05,0.0146479934510724,11.706733636984,6.58058744838086,-6.11678290459179,10902.2197987,11232.9727202064,330.752921506402,10812.8148121472,10812.8148121472,10812.9130782062,0.098266058950685,1.37746704147503,4.48441105571133,1,0.952721175,1.1,0,1,51.6966501443081,0,0,0,0
S5_2025_HIGH_TOTAL_EAST_PUBLIC,6,final,1,6.66024158498097e-05,0.0146479931438286,11.7067336377269,6.58058739276074,-6.11678281925159,10902.2197987,11232.9727201021,330.752921402072,10812.9130781019,10812.8148121472,10812.9130781019,0.0982659546207287,0.0982659546207287,0,1,0.952721175,1.1,0,1,51.696650144623,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,1,iterate,1,0.00464577084871264,0.995238797046536,101.327125035463,51.8485599993678,-25.7003678050404,10902.2197987,11045.0019882899,142.782189589892,11435.3621103828,11435.3621103828,11434.217052925,-1.14505745777569,143.92724704767,75.2675855573065,1,0.952721175,1.10219890858588,2,1,68.9625079849742,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,2,iterate,1,0.00167488795171351,0.374315489342243,62.2979843027385,31.9620227322532,-16.605236274048,10902.2197987,11043.9189596778,141.699160977785,11433.115764092,11433.115764092,11433.1340243129,0.0182602208969911,-2.24634629078355,45.332004043663,1,0.952721175,1.1022298058018,2,1,63.9379672990644,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,3,iterate,1,0.000591411350272971,0.140647280135596,37.7852518262691,19.6918980618605,-10.5666935609444,10902.2197987,11043.3566828302,141.136884130172,11432.5674279084,11432.5674279084,11432.5717474653,0.00431955693420605,-0.548336183650463,27.2449025901639,1,0.952721175,1.10224896405174,2,1,60.8957150914091,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,4,iterate,1,0.00021078799969071,0.0549059699278361,24.0063339236845,12.2725827538112,-6.8439535272949,10902.2197987,11043.0600505342,140.840251834214,11432.2728428111,11432.2728428111,11432.2751151693,0.00227235822057992,-0.294585097244635,16.3714581924167,1,0.952721175,1.10226096667524,2,1,59.0679190054877,0,0,0,0
S6_2025_LOW_TOTAL_EAST_PUBLIC,5,final,1,0.000210787999690731,0.0549059699278427,24.0063339236848,12.2725827538119,-6.84395352729567,10902.2197987,11043.0600505342,140.840251834214,11432.2751151693,11432.2728428111,11432.2751151693,0.00227235822057992,0.00227235821876093,0,1,0.952721175,1.10226096667524,2,1,59.0679190054872,0,0,0,0
