case_id,case_group,scenario_id,include_s4,apply_abc_caps,x_spine_multiplier,zone_j_total_pmax_mw,zone_j_cost_c1,zone_j_cost_c2,s4_equiv_cost_c1,s4_equiv_cost_c2,status,note,scaled_branch_count,added_device_count,boundary_target_p_mw,boundary_target_q_mvar,opf_success,opf_raw_info,objective,interface_objective,max_abs_interface_residual_mw,mean_abs_interface_residual_mw,bus_count,branch_count,gen_count,total_pd_mw,total_qd_mvar,total_pg_mw,total_qg_mvar,zone_j_equiv_pg_mw,zone_j_equiv_pmax_mw,zone_j_fraction_pmax_used,s4_equiv_pg_mw,s4_equiv_pmax_mw,s4_fraction_pmax_used,min_voltage,max_voltage,voltage_bound_count_high,voltage_bound_count_low,branch_overload_count,max_branch_overload_mva,central_east_residual_mw,total_east_residual_mw,upny_coned_residual_mw,dunwoodie_south_residual_mw,moses_south_residual_mw,total_east_proxy_flow_mw,upny_coned_flow_mw,dunwoodie_south_flow_mw
S4_EQUIV_ONLY,s4_equiv_only,S2_2025_WINTER_PEAK_PUBLIC,1,0,1,3000,250,0.02,180,0.02,ok,,12,14,1461.85190208034,366.374621967386,1,1,450546.939580149,40.3878120052499,1647.06922896672,1041.58626710379,49,81,43,10902.2197987,1832.47457485567,11664.0162974688,7244.31471878042,0,3000,0,1205.98724109256,6200,0.194514071143962,0.905849520898717,1.1,19,0,0,0,1647.06922896672,1388.21641128688,695.005746251568,872.782610593272,604.857338420531,3273.91414754765,2881.03499329003,2160.58907422521
S4_EQUIV_ONLY,s4_equiv_only,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,1,3000,250,0.02,180,0.02,ok,,12,14,82.3046423956917,20.6274877783239,1,1,570628.912612897,0.354139062422023,901.982827160492,359.615095448214,49,81,43,10902.2197987,1949.00701812996,11663.9360116506,7658.72854809829,0,3000,0,1818.4944313893,6200,0.293305553449887,0.913539675385458,1.1,20,0,0,0,901.982827160492,244.962285313772,-492.754474566703,-146.384088673975,-11.9918015261253,3406.3772397446,3452.86108397896,3027.3814905379
S4_EQUIV_ONLY,s4_equiv_only,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,1,3000,250,0.02,180,0.02,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,722205.258209522,11.2704705648767,2213.84735648356,1381.27387787653,49,81,43,10902.2197987,1854.49425179317,11702.3410447382,7520.83862605946,0,3000,0,2609.44315930355,6200,0.420877928919927,0.905868967575095,1.1,21,0,0,0,1889.34218837433,2213.84735648356,1244.44585225914,1496.74072601279,-61.9932662528204,3275.33878907624,3177.27216793038,2558.91322223357
S4_EQUIV_ONLY,s4_equiv_only,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,1,3000,250,0.02,180,0.02,ok,,12,14,420.059642000211,105.276869922714,1,1,738854.108652275,4.35944776225342,1582.56676655666,1083.94644477574,49,81,43,10902.2197987,1848.12780101926,11712.2713003924,7507.59702169659,0,3000,0,2689.49700802216,6200,0.433789840003574,0.906324536522267,1.1,20,0,0,0,1582.56676655666,1239.24263289578,1076.18615152129,1483.37863906133,-38.3580338436196,3154.46248844386,3077.45961148914,2533.82980129433
S4_EQUIV_ONLY,s4_equiv_only,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,1,3000,250,0.02,180,0.02,ok,,12,14,-389.215064635112,-97.546490151821,1,1,509043.496865285,842.952787204161,3742.70529051624,2115.89659484764,49,81,43,10902.2197987,1869.01737679448,11631.6758532329,7203.75171967594,0,3000,0,1489.75749743789,6200,0.240283467328692,0.917047713342807,1.1,21,0,0,0,2644.39086629599,3742.70529051624,1880.18540523242,1717.30506229169,594.896349901865,3417.1387610844,3130.76421560533,2491.69176656335
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S1_2025_SUMMER_PEAK_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,92.7889737289091,23.2551088959784,1,1,669949.18866185,11.1455891968724,2243.73935327095,1375.2777852994,49,81,43,10902.2197987,1845.27221376401,11708.6131865817,7541.68251717897,0,3000,0,2348.9147845205,6200,0.378857223309758,0.9050764968733,1.1,21,0,0,0,1879.24072009001,2243.73935327095,1243.99758994715,1466.84025548566,42.5710077032244,3308.60684746074,3131.02334764246,2480.57455745838
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S2_2025_WINTER_PEAK_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,1461.85190208034,366.374621967386,1,1,442816.407873467,40.5476598092232,1676.73899265393,1067.34791942565,49,81,43,10902.2197987,1832.47457485567,11669.608804676,7324.67806808114,0,3000,0,1161.2200112245,6200,0.1872935501975,0.903660590934039,1.1,20,0,0,0,1676.73899265393,1427.60577801663,736.97778196353,890.567883361573,604.849161132607,3313.3035142774,2923.00702900199,2178.37434699351
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,82.3046423956917,20.6274877783239,1,1,561407.672573024,0.346410211866105,895.348598432628,346.557225239854,49,81,43,10902.2197987,1949.00701812996,11631.8750550382,7363.47098950648,0,3000,0,1773.70760066624,6200,0.2860818710752,0.929355395200096,1.1,20,0,0,0,895.348598432628,268.857723626815,-427.233510779533,-129.349157978675,-11.9971353816214,3430.27267805764,3518.38204776613,3044.41642123321
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,712804.14542728,11.6157475632676,2252.17830628856,1398.65411303428,49,81,43,10902.2197987,1854.49425179317,11708.7443358777,7584.92494840918,0,3000,0,2563.57341752423,6200,0.413479583471649,0.905036438234679,1.1,21,0,0,0,1916.7194978144,2252.17830628856,1280.11979837053,1512.54778813828,-31.7051745596417,3313.66973888123,3212.94611404177,2574.72028435906
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,420.059642000211,105.276869922714,1,1,730428.495334652,4.48856835396172,1607.50911182798,1105.12070136942,49,81,43,10902.2197987,1848.12780101926,11715.5957638557,7564.24001542702,0,3000,0,2644.47110688333,6200,0.426527597884408,0.904468036714002,1.1,20,0,0,0,1607.50911182798,1277.8011867813,1106.02577820274,1495.90445688504,-38.3629731500313,3193.02104232938,3107.29923817059,2546.35561911804
S4_EQUIV_ONLY_X0P75,s4_equiv_only_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,0,0.75,3000,250,0.02,180,0.02,ok,,12,14,-389.215064635112,-97.546490151821,1,1,501893.200568661,833.50287251308,3757.51414924367,2135.07033890267,49,81,43,10902.2197987,1869.01737679448,11590.3902945033,6861.11255435114,0,3000,0,1454.59749882963,6200,0.234612499811231,0.935220506504399,1.1,21,0,0,1.17952367872931e-08,2623.81636354416,3757.51414924367,1954.10212853178,1745.02081599302,594.8982372007,3431.94761981183,3204.68093890469,2519.40752026468
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S1_2025_SUMMER_PEAK_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,92.7889737289091,23.2551088959784,1,1,825827.031412847,7.06043769995836,1591.06157909115,1199.90644790139,49,81,43,10902.2197987,1845.27221376401,11518.1678249982,5234.01085714925,0,3000,0,3024.59603542229,6200,0.487838070229402,0.900957850295997,1.1,15,0,0,0,1250.78896971743,1591.06157909115,1182.24689322768,1447.6508441587,527.78395331198,2655.92907328094,3069.27265092299,2461.38514613142
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S2_2025_WINTER_PEAK_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,1461.85190208034,366.374621967386,1,1,569888.098899226,38.3215975496257,1034.37901257714,753.548414410917,49,81,43,10902.2197987,1832.47457485567,11356.4088496371,4299.5060645021,0,3000,0,1765.45135893217,6200,0.284750219182608,0.927266973478068,1.1,12,0,0,6.32484216112061e-08,1034.37901257714,736.815572886097,552.778924583555,838.657689042055,605.11087296574,2622.51330914687,2738.80817162202,2126.464152674
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,82.3046423956917,20.6274877783239,1,1,752766.418837646,0.0681134629988248,563.423507164165,266.116958646897,49,81,43,10902.2197987,1949.00701812996,11210.4706704875,3614.43188717715,0,3000,0,2677.16652339184,6200,0.431801052159974,1.0544127730325,1.1,14,0,0,0,57.4202112089831,-537.008918838528,-563.423507164165,-160.471846434233,-12.2603095885741,2624.4060355923,3382.19205138149,3013.29373277765
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,860237.718219862,7.36177446529039,1636.54474601302,1230.29806037064,49,81,43,10902.2197987,1854.49425179317,11529.7848016115,5406.83852606409,0,3000,0,3187.75851824281,6200,0.514154599716582,0.903464800650994,1.1,17,0,0,0,1333.33597163231,1636.54474601302,1226.02340963367,1497.07876782685,458.507406747358,2698.03617860569,3158.84972530491,2559.25126404763
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,420.059642000211,105.276869922714,1,1,801918.268901728,3.98931624315333,1488.97715059686,1055.80991394121,49,81,43,10902.2197987,1848.12780101926,11599.2445836598,6311.91104422346,0,3000,0,2876.96521519645,6200,0.46402664761233,0.916476101087177,1.1,20,0,0,0,1360.4258499731,1002.93136713309,1079.7948435074,1488.97715059686,346.920358495582,2918.15122268117,3081.06830347525,2539.42831282986
S4_EQUIV_ABC_CAPS,s4_equiv_abc_caps,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,1,1,3000,250,0.02,180,0.02,ok,,12,14,-389.215064635112,-97.546490151821,1,1,823108.553373909,255.693880075135,2650.98742328513,1579.03393061236,49,81,43,10902.2197987,1869.01737679448,11130.0320120678,2523.87982868087,0,3000,0,3068.24757200293,6200,0.494878640645634,1.06979475968894,1.1,13,0,0,0,1336.83985772323,2650.98742328513,1652.13075391352,1660.59530733858,594.61631080135,2325.42089385329,2902.70956428643,2434.98201161025
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S1_2025_SUMMER_PEAK_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,92.7889737289091,23.2551088959784,1,1,823194.425587934,7.22061864970835,1627.99490089319,1215.17648119219,49,81,43,10902.2197987,1845.27221376401,11512.6139371687,5187.23697174256,0,3000,0,3017.9627313638,6200,0.486768182478033,0.900668926601974,1.1,15,0,0,0,1250.86462989643,1627.99490089319,1207.93779054439,1460.29344088096,528.791643745962,2692.86239508298,3094.9635482397,2474.02774285368
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S2_2025_WINTER_PEAK_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,1461.85190208034,366.374621967386,1,1,568142.677532019,38.3391027702187,1032.3725693079,762.497939940226,49,81,43,10902.2197987,1832.47457485567,11352.0897106462,4279.0027528035,0,3000,0,1758.98526789609,6200,0.283707301273562,0.925686279172632,1.1,12,0,0,6.32393266641884e-08,1032.3725693079,750.788448815321,575.485065239259,848.731282560995,605.112333777657,2636.48618507609,2761.51431227772,2136.53774619293
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,82.3046423956917,20.6274877783239,1,1,750267.833738103,0.0644095750045428,551.983382927313,258.577889215953,49,81,43,10902.2197987,1949.00701812996,11201.5656067797,3526.81693784945,0,3000,0,2668.261459684,6200,0.430364751561936,1.05441948649261,1.1,14,0,0,0,56.881338445141,-508.991306290404,-551.983382927313,-162.773897149712,-12.2595212671964,2652.42364814043,3393.63217561835,3010.99168206217
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,-47.771236693892,-11.9726004800706,1,1,857281.356544758,7.54256647702677,1675.46038909563,1248.36301795144,49,81,43,10902.2197987,1854.49425179317,11524.0599096818,5355.43154169494,0,3000,0,3180.5423266783,6200,0.512990697851338,0.903045365622378,1.1,17,0,0,0,1333.49963922015,1675.46038909563,1260.61493628626,1512.34267014326,459.897455011928,2736.9518216883,3193.4412519575,2574.51516636404
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S5_2025_HIGH_TOTAL_EAST_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,420.059642000211,105.276869922714,1,1,797907.011895225,4.05772142261526,1501.77843339259,1067.48059788503,49,81,43,10902.2197987,1848.12780101926,11594.3187587179,6252.3225390916,0,3000,0,2863.82481014664,6200,0.461907227443006,0.916351393434961,1.1,20,0,0,0,1363.95279703585,1007.73708979146,1109.33754648135,1501.77843339259,354.597122723898,2922.95694533954,3110.6110064492,2552.22959562559
S4_EQUIV_ABC_CAPS_X0P75,s4_equiv_abc_caps_x,S6_2025_LOW_TOTAL_EAST_PUBLIC,1,1,0.75,3000,250,0.02,180,0.02,ok,,12,14,-389.215064635112,-97.546490151821,1,1,821401.315174838,258.880486090322,2675.94834269459,1590.33510907804,49,81,43,10902.2197987,1869.01737679448,11124.3555314287,2471.90827507043,0,3000,0,3062.57109136383,6200,0.493963079252231,1.06982002328593,1.1,13,0,0,0,1343.75314867746,2675.94834269459,1668.9836946587,1668.37415391815,594.616205441289,2350.38181326276,2919.56250503161,2442.76085818982
