source_bus,source_bus_name,generator_id,source_zone,pg_mw,qg_mvar,qmin_mvar,qmax_mvar,pmin_mw,pmax_mw,voltage_target_pu,raw_ireg,regulated_bus,regulated_bus_name,regulated_zone,remote_regulation,regulated_bus_found,status,converted_status,snapshot_effective_status,raw_converted_status_mismatch,mapped_to_nyiso_zone,converted_gen_index,converted_genfuel,device_class,native_generator,reactive_only_QS,fixed_import_or_boundary_equivalent,synchronous_condenser,storage_or_pumping,offline,positive_active_capability,fixed_negative_active,originated_from_shunt_as_generator_conversion,control_group_id,classification_rule,classification_confidence,source_format,source_file
1133,VERNON,16,J,24.842,-6.355,-13.8,17.5,10,25,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,471,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,17,J,0,0,-13.8,17.5,10,25,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,472,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,18,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,473,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,19,J,42.628,-6.355,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,474,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,2,J,0,0,-0.8,1,0.1,1.4,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,457,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,20,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,475,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,21,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,476,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,22,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,477,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,23,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,478,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,24,J,0,0,-23.6,30,10,42.9,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,479,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,25,J,46.702,-6.355,-25.9,32.9,1,47,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,480,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,26,J,46.702,-6.355,-25.9,32.9,1,47,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,481,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,29,J,400,-6.355,-220,280,75,400,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,482,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,3,J,0,0,-0.8,1,0.1,1.4,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,458,ng,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,30,J,400,-6.355,-220,280,75,400,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,483,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,31,J,1027,-6.355,-564.9,718.9,150,1027,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,484,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,4,J,0,0,-0.8,1.1,0.1,1.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,459,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,5,J,0,0,-0.8,1.1,0.1,1.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,460,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,6,J,0,0,-0.8,1.1,0.1,1.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,461,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,7,J,0,0,-0.8,1.1,0.1,1.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,462,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,8,J,0,0,-1.4,1.8,0.3,2.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,463,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,9,J,0,0,-1.4,1.8,0.3,2.5,1.02,0,1133,VERNON,J,0,1,0,0,0,0,1,464,dfo,offline,0,0,0,0,0,1,0,0,0,J_REG_BUS_1133,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1133,VERNON,C1,J,266.799,-6.355,-187.95,201.375,115,268.5,1.02,0,1133,VERNON,J,0,1,1,1,1,0,1,485,ng,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1133,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1135,WEST 65TH ~1,1,J,16.992,12,-9.4,12,3,17.1,1.02,0,1135,WEST 65TH ~1,J,0,1,1,1,1,0,1,486,dfo,native_generator,1,0,0,0,0,0,1,0,0,J_REG_BUS_1135,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1136,WEST 49TH ~1,x,J,100,377.88,-9900,9900,100,100,1.02,0,1136,WEST 49TH ~1,J,0,1,1,1,1,0,1,487,import,fixed_import_or_boundary_equivalent,0,0,1,0,0,0,1,0,0,J_REG_BUS_1136,converted import/reference fuel or fixed negative P,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1138,TAP141007,QS,K,0,14.757,0,60,0,0,1.01,0,1138,TAP141007,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_1138,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1146,DEPOSIT,1,K,27.823,-7.242,-15.4,19.6,8,28,1.01,0,1146,DEPOSIT,K,0,1,1,1,1,0,1,488,other,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1146,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1147,WADING RIV~1,1,K,78.996,-43.7,-43.7,55.7,68.1,79.5,1.01,0,1147,WADING RIV~1,K,0,1,1,1,1,0,1,489,ng,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1147,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1147,WADING RIV~1,2,K,78.996,-43.7,-43.7,55.7,66.4,79.5,1.01,0,1147,WADING RIV~1,K,0,1,1,1,1,0,1,490,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1147,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1147,WADING RIV~1,3,K,78.996,-43.7,-43.7,55.7,65.9,79.5,1.01,0,1147,WADING RIV~1,K,0,1,1,1,1,0,1,491,dfo,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1147,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1148,SHOREHAM P~1,1,K,0,22.948,-27.5,35,39.9,50,1.02,0,1148,SHOREHAM P~1,K,0,1,0,0,0,0,1,492,dfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_1148,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1148,SHOREHAM P~1,2,K,0,22.948,-27.5,35,39.9,50,1.02,0,1148,SHOREHAM P~1,K,0,1,0,0,0,0,1,493,dfo,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_1148,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1148,SHOREHAM P~1,x,K,235,180.389,-9900,9900,235,235,1.02,0,1148,SHOREHAM P~1,K,0,1,1,1,1,0,1,494,import,fixed_import_or_boundary_equivalent,0,0,1,0,0,0,1,0,0,K_REG_BUS_1148,converted import/reference fuel or fixed negative P,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1160,ELWOOD,QS,K,0,162.971,-400,400,0,0,1.02,0,1160,ELWOOD,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_1160,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1161,FLOWERFIELD,QS,K,0,18.445,0,30,0,0,1.01,0,1161,FLOWERFIELD,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_1161,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1162,STONY BROOK,1,K,0,0,-25.9,32.9,23,47,1.01,0,1162,STONY BROOK,K,0,1,0,0,0,0,1,495,ng,offline,0,0,0,0,0,1,0,0,0,K_REG_BUS_1162,RAW STAT is offline,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1164,BROOKHAVEN,1,K,31.3,22.1,-17.3,22.1,0,31.5,1.02,0,1164,BROOKHAVEN,K,0,1,1,1,1,0,1,496,solar,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1164,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1164,BROOKHAVEN,QS,K,0,236.634,0,500,0,0,1.02,0,1164,BROOKHAVEN,K,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,K_REG_BUS_1164,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1169,UNKNOWN141~3,1,K,24.742,-7.054,-13.7,17.4,0,24.9,1.01,0,1169,UNKNOWN141~3,K,0,1,1,1,1,0,1,497,solar,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1169,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1170,UNKNOWN141~4,1,K,19.873,-11,-11,14,0,20,1.01,0,1170,UNKNOWN141~4,K,0,1,1,1,1,0,1,498,solar,native_generator,1,0,0,0,0,0,1,0,0,K_REG_BUS_1170,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1172,TAP141050,1,C,15.899,0.236,-8.8,11.2,0,16,1.02,0,1172,TAP141050,C,0,1,1,1,1,0,1,499,solar,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1172,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1173,TAP141051,1,C,17.886,4.09,-9.9,12.6,0,18,1.02,0,1173,TAP141051,C,0,1,1,1,1,0,1,500,solar,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1173,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1181,TAP141059,1,C,2.745,2,-1.5,2,0.7,2.8,1.02,0,1181,TAP141059,C,0,1,1,1,1,0,1,501,hydro,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1181,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1181,TAP141059,2,C,2.745,2,-1.5,2,0.7,2.8,1.02,0,1181,TAP141059,C,0,1,1,1,1,0,1,502,hydro,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1181,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1181,TAP141059,3,C,2.745,2,-1.5,2,0.7,2.8,1.02,0,1181,TAP141059,C,0,1,1,1,1,0,1,503,hydro,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1181,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1181,TAP141059,4,C,3.431,2.5,-1.9,2.5,0.7,3.5,1.02,0,1181,TAP141059,C,0,1,1,1,1,0,1,504,hydro,native_generator,1,0,0,0,0,0,1,0,0,C_REG_BUS_1181,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1194,TAP141230,1,E,6.371,4.6,-3.6,4.6,0.8,6.5,1.02,0,1194,TAP141230,E,0,1,1,1,1,0,1,505,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1194,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1194,TAP141230,2,E,6.371,4.6,-3.6,4.6,0.8,6.5,1.02,0,1194,TAP141230,E,0,1,1,1,1,0,1,506,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1194,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1204,TAP141244,QS,F,0,10.616,0,50,0,0,1.01,0,1204,TAP141244,F,0,1,1,NaN,1,0,1,NaN,,reactive_only_QS,0,1,0,0,0,0,0,0,1,F_REG_BUS_1204,ID QS with zero P capability and nonzero Q range,high,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1213,TAP141258,1,F,9.802,7,-5.5,7,4,10,1.02,0,1213,TAP141258,F,0,1,1,1,1,0,1,507,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1213,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1213,TAP141258,2,F,9.802,7,-5.5,7,4,10,1.02,0,1213,TAP141258,F,0,1,1,1,1,0,1,508,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1213,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1223,WOODBOURNE,1,E,24.506,2.31,-13.8,17.5,1,25,1.02,0,1223,WOODBOURNE,E,0,1,1,1,1,0,1,509,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1223,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1227,GILBOA,1,F,245.055,-17.148,-137.5,175,1,250,1.02,0,1227,GILBOA,F,0,1,1,1,1,0,1,510,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1227,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1227,GILBOA,2,F,245.055,-17.148,-137.5,175,1,250,1.02,0,1227,GILBOA,F,0,1,1,1,1,0,1,511,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1227,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1227,GILBOA,3,F,245.055,-17.148,-137.5,175,1,250,1.02,0,1227,GILBOA,F,0,1,1,1,1,0,1,512,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1227,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1227,GILBOA,4,F,245.055,-17.148,-137.5,175,1,250,1.02,0,1227,GILBOA,F,0,1,1,1,1,0,1,513,hydro,native_generator,1,0,0,0,0,0,1,0,0,F_REG_BUS_1227,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,1,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,514,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,10,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,523,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,11,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,524,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,12,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,525,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,13,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,526,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,14,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,527,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,15,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,528,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,16,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,529,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,2,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,515,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,3,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,516,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
1230,MOSES,4,E,34.341,-11.206,-31.4,39.9,1,57,1.02,0,1230,MOSES,E,0,1,1,1,1,0,1,517,hydro,native_generator,1,0,0,0,0,0,1,0,0,E_REG_BUS_1230,positive PMAX and converted fuel is not import/reference,medium,PERFORM PSS/E RAW rev33,PERFORM/On Peak 2019 v23_Perform_NY/On Peak 2019 v23/NYISO_onpeak2019_v23_shuntsRgens.RAW
