case_id,case_group,scenario_id,zone_j_cost_c1,s4_e_cost_c1,s4_f_cost_c1,s4_g_cost_c1,s4_k_cost_c1,abc_cap_factor,x_spine_multiplier,device_group,device_name,zone,bus_id,bus_name,gen_index,pg_mw,qg_mvar,pmax_mw,pmin_mw,qmax_mvar,qmin_mvar,fraction_pmax_used
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,0,0,900,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,0,0,700,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,0,0,1200,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S2_2025_WINTER_PEAK_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1152.32232949232,0,1200,0,0,-0,0.960268607910268
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,59.8004269044712,0,900,0,0,-0,0.0664449187827458
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,141.611674310584,0,700,0,0,-0,0.202302391872262
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,179.73980157687,0,1200,0,0,-0,0.149783167980725
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S3_2025_SHOULDER_LIGHT_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,157.289780177615,0,600,0,0,-0,0.262149633629359
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1200,0,1200,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,40.1705181355731,0,300,0,0,-0,0.133901727118577
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,130.632356811897,0,900,0,0,-0,0.14514706312433
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,215.438556711107,0,700,0,0,-0,0.307769366730152
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,44.3946435034706,0,600,0,0,-0,0.0739910725057844
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,293.113576230082,0,1200,0,0,-0,0.244261313525069
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,240.409700571918,0,600,0,0,-0,0.40068283428653
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1144.09563876974,0,1200,0,0,-0,0.953413032308114
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,0,0,500,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,0,0,300,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,61.4493756429536,0,900,0,0,-0,0.0682770840477262
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,149.610516945967,0,700,0,0,-0,0.21372930992281
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,0,0,600,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,232.517670365484,0,1200,0,0,-0,0.19376472530457
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S5_2025_HIGH_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,180.792359212313,0,600,0,0,-0,0.301320598687188
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1165.17474407377,0,1200,0,0,-0,0.970978953394807
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,19.9248310164345,0,400,0,0,-0,0.0498120775410863
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,24.9450116361837,0,200,0,0,-0,0.124725058180918
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,GILBOA_F_EQ_SUPPLY,F,38,GILBOA,35,32.8017563696258,0,500,0,0,-0,0.0656035127392516
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ALBANY_F_EQ_SUPPLY,F,42,ALBANY,36,11.6507324377187,0,500,0,0,-0,0.0233014648754373
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,ROTTERDAM_F_EQ_SUPPLY,F,41,ROTTERDAM,37,64.4079556887545,0,300,0,0,-0,0.214693185629182
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NEW_SCOTLAND_F_EQ_SUPPLY,F,37,NEW SEATHED,38,42.944488944136,0,300,0,0,-0,0.143148296480453
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,PLEASANT_VLY_G_EQ_SUPPLY,G,73,PLEASANT VLY,39,115.453663875648,0,900,0,0,-0,0.12828184875072
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,RAMAPO_G_EQ_SUPPLY,G,76,RAMAPO,40,176.960785894523,0,700,0,0,-0,0.252801122706461
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,LEEDS_G_EQ_SUPPLY,G,39,LEEDS,41,71.8613015031262,0,600,0,0,-0,0.119768835838544
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,NORTHPORT_K_EQ_SUPPLY,K,80,NORTHPORT,42,228.881234659443,0,1200,0,0,-0,0.190734362216202
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X1,main_grid,S6_2025_LOW_TOTAL_EAST_PUBLIC,120,160,160,160,160,0.8,1,s4_zonal_capability_equivalent,EAST_GARDEN_CITY_K_EQ_SUPPLY,K,9003,EAST GARDEN CITY,43,189.941198230583,0,600,0,0,-0,0.316568663717638
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,0.75,zone_j_equivalent,RAV_A3_J_EQ_SUPPLY,J,79,RAV A-3,30,1179.27485360722,0,1200,0,0,-0,0.982729044672682
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,0.75,zone_j_equivalent,AK3_J_EQ_SUPPLY,J,82,AK-3,31,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,0.75,zone_j_equivalent,GOETHALS_J_EQ_SUPPLY,J,81,GOETHALS,32,900,0,900,0,0,-0,1
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,EDIC_E_EQ_SUPPLY,E,43,EDIC,33,0,0,400,0,0,-0,0
S4_COST_main_grid_J120_E160_F160_G160_K160_CAP0p8_X0p75,main_grid,S1_2025_SUMMER_PEAK_PUBLIC,120,160,160,160,160,0.8,0.75,s4_zonal_capability_equivalent,PORTER_E_EQ_SUPPLY,E,44,PORTER,34,0,0,200,0,0,-0,0
