source_bus,source_generator_id,source_bus_name,source_zone,source_plant_name,source_fuel,device_class,source_regulated_bus,source_regulated_bus_name,regulated_zone,source_VS,source_QMIN,source_QMAX,source_PG,source_QG,source_PMIN,source_PMAX,retained_device_bus,retained_pilot_bus,reduced_device_type,q_participation_factor,status,converted_status,snapshot_effective_status,raw_converted_status_mismatch,remote_regulation,converted_gen_index,reduced_control_group_id,mapping_method,device_mapping_method,pilot_mapping_method,mapping_confidence,classification_confidence
17,13,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-103.4,122.2,183,-27.652,15,188,9003,9003,aggregate_pv_generator,0.0537043759782421,1,1,1,0,0,19,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,2,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,11.4,-9.9,11.4,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,8,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,3,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,11,-9.9,11,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,9,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,4,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,11.2,-9.9,11.2,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,10,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,5,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,11.4,-9.9,11.4,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,11,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,6,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,10.7,-9.9,10.7,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,12,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,7,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-9.9,11.7,9,-9.9,9,18,9003,9003,aggregate_pv_generator,0.00514190833834233,1,1,1,0,0,13,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,8,UNKNOWN12~15,K,"E F Barrett",ng,native_generator,17,UNKNOWN12~15,K,1.01,-23,27.2,29.8,-23,29.8,41.8,9003,9003,aggregate_pv_generator,0.0119501758604067,1,1,1,0,0,14,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
17,9,UNKNOWN12~15,K,"E F Barrett",ng,offline,17,UNKNOWN12~15,K,1.01,-23,27.2,0,0,30,41.8,9003,9003,offline_preserved_record,0,0,0,0,0,0,15,BUS_9003__PILOT_9003__OFFLINE_PRESERVED_RECORD,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,high
18,1,GLENWOOD L~1,K,"Glenwood Landing",dfo,native_generator,18,GLENWOOD L~1,K,1.01,-8.8,10.4,15.899,-8.8,10,16,9003,9003,aggregate_pv_generator,0.00457058518963763,1,1,1,0,0,20,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
18,2,GLENWOOD L~1,K,"Glenwood Landing",ng,native_generator,18,GLENWOOD L~1,K,1.01,-29.2,34.5,52.664,-16.382,37,53,9003,9003,aggregate_pv_generator,0.0151638685718707,1,1,1,0,0,21,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
18,3,GLENWOOD L~1,K,"Glenwood Landing",ng,native_generator,18,GLENWOOD L~1,K,1.01,-29.2,34.5,52.664,-16.382,37,53,9003,9003,aggregate_pv_generator,0.0151638685718707,1,1,1,0,0,22,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
18,4,GLENWOOD L~1,K,"Glenwood",dfo,native_generator,18,GLENWOOD L~1,K,1.01,-30.3,35.8,54.651,-16.382,40,55,9003,9003,aggregate_pv_generator,0.0157351917205754,1,1,1,0,0,23,BUS_9003__PILOT_9003__AGGREGATE_PV_GENERATOR,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,medium
18,5,GLENWOOD L~1,K,"Glenwood",ng,offline,18,GLENWOOD L~1,K,1.01,-30.3,35.8,0,0,44.1,55,9003,9003,offline_preserved_record,0,0,0,0,0,0,24,BUS_9003__PILOT_9003__OFFLINE_PRESERVED_RECORD,residual Zone-K East-Garden-City proxy; local source regulation aggregated at device proxy,residual Zone-K East-Garden-City proxy,local source regulation aggregated at device proxy,medium,high
19,1,NORTHPORT,K,"Northport",dfo,native_generator,19,NORTHPORT,K,1.02,-8.8,10.4,15.899,-8.8,10.6,16,80,80,aggregate_pv_generator,0.0135909959651731,1,1,1,0,0,25,BUS_80__PILOT_80__AGGREGATE_PV_GENERATOR,direct Northport proxy; local source regulation aggregated at device proxy,direct Northport proxy,local source regulation aggregated at device proxy,high,medium
19,2,NORTHPORT,K,"Northport",ng,offline,19,NORTHPORT,K,1.02,-212.9,251.6,0,0,40,387,80,80,offline_preserved_record,0,0,0,0,0,0,26,BUS_80__PILOT_80__OFFLINE_PRESERVED_RECORD,direct Northport proxy; local source regulation aggregated at device proxy,direct Northport proxy,local source regulation aggregated at device proxy,high,high
19,3,NORTHPORT,K,"Northport",ng,native_generator,19,NORTHPORT,K,1.02,-212.9,251.6,384.548,-12.677,30,387,80,80,aggregate_pv_generator,0.328803001344942,1,1,1,0,0,27,BUS_80__PILOT_80__AGGREGATE_PV_GENERATOR,direct Northport proxy; local source regulation aggregated at device proxy,direct Northport proxy,local source regulation aggregated at device proxy,high,medium
19,4,NORTHPORT,K,"Northport",ng,native_generator,19,NORTHPORT,K,1.02,-212.9,251.6,387,-12.677,40,387,80,80,aggregate_pv_generator,0.328803001344942,1,1,1,0,0,28,BUS_80__PILOT_80__AGGREGATE_PV_GENERATOR,direct Northport proxy; local source regulation aggregated at device proxy,direct Northport proxy,local source regulation aggregated at device proxy,high,medium
19,5,NORTHPORT,K,"Northport",ng,native_generator,19,NORTHPORT,K,1.02,-212.9,251.6,387,-12.677,40,387,80,80,aggregate_pv_generator,0.328803001344942,1,1,1,0,0,29,BUS_80__PILOT_80__AGGREGATE_PV_GENERATOR,direct Northport proxy; local source regulation aggregated at device proxy,direct Northport proxy,local source regulation aggregated at device proxy,high,medium
19,x,NORTHPORT,K,,import,fixed_import_or_boundary_equivalent,19,NORTHPORT,K,1.02,-9900,9900,130,-12.677,130,130,9003,9003,boundary_import_equivalent,0.333333333333333,1,1,1,0,0,30,BUS_9003__PILOT_9003__BOUNDARY_IMPORT_EQUIVALENT,boundary/import record kept separate at same-zone proxy; local source regulation aggregated at device proxy,boundary/import record kept separate at same-zone proxy,local source regulation aggregated at device proxy,medium,high
21,1,UNKNOWN12~17,E,"Colton",hydro,native_generator,21,UNKNOWN12~17,E,1.02,-6.1,7.2,10.782,7.2,0.2,11,43,43,aggregate_pv_generator,0.0122388883776571,1,1,1,0,0,31,BUS_43__PILOT_43__AGGREGATE_PV_GENERATOR,Zone-E Edic/Porter proxies; local source regulation aggregated at device proxy,Zone-E Edic/Porter proxies,local source regulation aggregated at device proxy,low,medium
21,2,UNKNOWN12~17,E,"Colton",hydro,native_generator,21,UNKNOWN12~17,E,1.02,-6.6,7.8,11.763,7.8,0.2,12,44,44,aggregate_pv_generator,0.0100573408111525,1,1,1,0,0,32,BUS_44__PILOT_44__AGGREGATE_PV_GENERATOR,Zone-E Edic/Porter proxies; local source regulation aggregated at device proxy,Zone-E Edic/Porter proxies,local source regulation aggregated at device proxy,low,medium
21,3,UNKNOWN12~17,E,"Colton",hydro,native_generator,21,UNKNOWN12~17,E,1.02,-7.2,8.5,12.743,8.5,0.2,13,44,44,aggregate_pv_generator,0.0109652951899371,1,1,1,0,0,33,BUS_44__PILOT_44__AGGREGATE_PV_GENERATOR,Zone-E Edic/Porter proxies; local source regulation aggregated at device proxy,Zone-E Edic/Porter proxies,local source regulation aggregated at device proxy,low,medium
24,1,UNKNOWN12~20,C,"Bennetts Bridge",hydro,native_generator,24,UNKNOWN12~20,C,1.02,-5,5.9,8.822,4.911,3,9,72,72,aggregate_pv_generator,0.0453034081463009,1,1,1,0,0,34,BUS_72__PILOT_72__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
24,2,UNKNOWN12~20,C,"Bennetts Bridge",hydro,native_generator,24,UNKNOWN12~20,C,1.02,-5,5.9,8.822,4.911,3,9,68,68,aggregate_pv_generator,0.0302215321485014,1,1,1,0,0,35,BUS_68__PILOT_68__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
24,3,UNKNOWN12~20,C,"Bennetts Bridge",hydro,native_generator,24,UNKNOWN12~20,C,1.02,-5,5.9,8.822,4.911,3,9,68,68,aggregate_pv_generator,0.0302215321485014,1,1,1,0,0,36,BUS_68__PILOT_68__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
24,4,UNKNOWN12~20,C,"Bennetts Bridge",hydro,native_generator,24,UNKNOWN12~20,C,1.02,-5,5.9,8.822,4.911,3,9,72,72,aggregate_pv_generator,0.0453034081463009,1,1,1,0,0,37,BUS_72__PILOT_72__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
26,C1,UNKNOWN12~22,J,"Astoria Energy",ng,native_generator,26,UNKNOWN12~22,J,1.02,-416.5,446.25,595,37.491,320,595,79,79,aggregate_pv_generator,0.112093858711716,1,1,1,0,0,38,BUS_79__PILOT_79__AGGREGATE_PV_GENERATOR,Queens/Ravenswood-Astoria cluster; local source regulation aggregated at device proxy,Queens/Ravenswood-Astoria cluster,local source regulation aggregated at device proxy,high,medium
26,C2,UNKNOWN12~22,J,"Astoria Energy II",ng,native_generator,26,UNKNOWN12~22,J,1.02,-455,487.5,650,37.491,320,650,79,79,aggregate_pv_generator,0.122455475903556,1,1,1,0,0,39,BUS_79__PILOT_79__AGGREGATE_PV_GENERATOR,Queens/Ravenswood-Astoria cluster; local source regulation aggregated at device proxy,Queens/Ravenswood-Astoria cluster,local source regulation aggregated at device proxy,high,medium
27,C1,UNKNOWN12~23,C,"Carr Street Generating Station",ng,native_generator,27,UNKNOWN12~23,C,1.02,-85.82,91.95,121.823,44.838,42,122.6,68,68,aggregate_pv_generator,0.492888235783403,1,1,1,0,0,40,BUS_68__PILOT_68__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
28,C1,UNKNOWN12~24,E,"Carthage Energy LLC",ng,offline,28,UNKNOWN12~24,E,1.02,-44.03,47.175,0,0,35,62.9,43,43,offline_preserved_record,0,0,0,0,0,0,41,BUS_43__PILOT_43__OFFLINE_PRESERVED_RECORD,Zone-E Edic/Porter proxies; local source regulation aggregated at device proxy,Zone-E Edic/Porter proxies,local source regulation aggregated at device proxy,low,high
29,1,UNKNOWN12~25,C,"Greenidge Generation LLC",ng,native_generator,29,UNKNOWN12~25,C,1.02,-61.6,72.8,111.29,-7.888,32,112,65,65,aggregate_pv_generator,1,1,1,1,0,0,42,BUS_65__PILOT_65__AGGREGATE_PV_GENERATOR,direct Greenidge proxy; local source regulation aggregated at device proxy,direct Greenidge proxy,local source regulation aggregated at device proxy,high,medium
30,1,UNKNOWN12~26,C,"Howard Wind Farm",wind,native_generator,30,UNKNOWN12~26,C,1.02,-2.3,2.7,4.074,-1.637,0,4.1,68,68,aggregate_pv_generator,0.0138630881415144,1,1,1,0,0,43,BUS_68__PILOT_68__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
30,2,UNKNOWN12~26,C,"Howard Wind Farm",wind,native_generator,30,UNKNOWN12~26,C,1.02,-30.5,36,55.049,-1.637,0,55.4,68,68,aggregate_pv_generator,0.184379072282142,1,1,1,0,0,44,BUS_68__PILOT_68__AGGREGATE_PV_GENERATOR,residual Zone-C Hillside/Lapeer proxies; local source regulation aggregated at device proxy,residual Zone-C Hillside/Lapeer proxies,local source regulation aggregated at device proxy,medium,medium
31,1,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-0.6,0.7,0.98,-0.6,0.2,1,37,37,aggregate_pv_generator,0.00137529754033324,1,1,1,0,0,45,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,2,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-0.6,0.7,0.98,-0.6,0.2,1,37,37,aggregate_pv_generator,0.00137529754033324,1,1,1,0,0,46,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,3,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-1.4,1.7,2.549,-1.4,0.9,2.6,37,37,aggregate_pv_generator,0.00327955567310235,1,1,1,0,0,47,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,4,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-1.4,1.7,2.549,-1.4,0.9,2.6,37,37,aggregate_pv_generator,0.00327955567310235,1,1,1,0,0,48,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,5,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-1.4,1.7,2.549,-1.4,2.3,2.6,37,37,aggregate_pv_generator,0.00327955567310235,1,1,1,0,0,49,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,6,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-13.5,16,24.113,-3.042,6,24.6,37,37,aggregate_pv_generator,0.0312086749537159,1,1,1,0,0,50,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
31,7,UNKNOWN12~27,F,"Curtis Palmer Hydroelectric",hydro,native_generator,31,UNKNOWN12~27,F,1.02,-13.5,16,24.113,-3.042,6,24.6,37,37,aggregate_pv_generator,0.0312086749537159,1,1,1,0,0,51,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
32,C1,UNKNOWN12~28,F,"Indeck Corinth Energy Center",ng,native_generator,32,UNKNOWN12~28,F,1.02,-102.9,110.25,147,-32.951,113,147,37,37,aggregate_pv_generator,0.225495900555409,1,1,1,0,0,52,BUS_37__PILOT_37__AGGREGATE_PV_GENERATOR,residual Zone-F New Scotland proxy; local source regulation aggregated at device proxy,residual Zone-F New Scotland proxy,local source regulation aggregated at device proxy,medium,medium
33,C1,UNKNOWN12~29,A,"Indeck Silver Springs Energy Center",ng,native_generator,33,UNKNOWN12~29,A,1.02,-39.62,42.45,56.241,-9.888,44,56.6,56,56,aggregate_pv_generator,0.17238337289168,1,1,1,0,0,53,BUS_56__PILOT_56__AGGREGATE_PV_GENERATOR,residual Zone-A Huntley/Dunkirk proxies; local source regulation aggregated at device proxy,residual Zone-A Huntley/Dunkirk proxies,local source regulation aggregated at device proxy,medium,medium
34,C1,HAMMERHILL,C,"Indeck Oswego Energy Center",ng,native_generator,34,HAMMERHILL,C,1.02,-40.18,43.05,57.036,14.661,44.5,57.4,50,50,aggregate_pv_generator,0.0206296977921539,1,1,1,0,0,54,BUS_50__PILOT_50__AGGREGATE_PV_GENERATOR,direct Clay generation cluster; local source regulation aggregated at device proxy,direct Clay generation cluster,local source regulation aggregated at device proxy,high,medium
35,1,UNKNOWN12~30,D,"Kent Falls",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-1.8,2.1,3.137,2.1,0,3.2,47,47,aggregate_pv_generator,0.00599262446220037,1,1,1,0,0,55,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
35,2,UNKNOWN12~30,D,"Kent Falls",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-1.8,2.1,3.137,2.1,0,3.2,47,47,aggregate_pv_generator,0.00599262446220037,1,1,1,0,0,56,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
35,3,UNKNOWN12~30,D,"High Falls - Saranac NY",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-2.2,2.6,3.921,2.6,0,4,47,47,aggregate_pv_generator,0.00737553779963122,1,1,1,0,0,57,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
35,4,UNKNOWN12~30,D,"High Falls - Saranac NY",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-2.2,2.6,3.921,2.6,0,4,47,47,aggregate_pv_generator,0.00737553779963122,1,1,1,0,0,58,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
35,5,UNKNOWN12~30,D,"Kent Falls",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-3.3,3.9,5.881,3.9,0,6,47,47,aggregate_pv_generator,0.0110633066994468,1,1,1,0,0,59,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
35,6,UNKNOWN12~30,D,"High Falls - Saranac NY",hydro,native_generator,35,UNKNOWN12~30,D,1.02,-3.9,4.6,6.862,4.6,0,7,47,47,aggregate_pv_generator,0.013060848186847,1,1,1,0,0,60,BUS_47__PILOT_47__AGGREGATE_PV_GENERATOR,Zone-D Moses proxies; local source regulation aggregated at device proxy,Zone-D Moses proxies,local source regulation aggregated at device proxy,low,medium
37,C1,UNKNOWN12~32,A,"Lockport Energy Associates LP",ng,native_generator,37,UNKNOWN12~32,A,1.02,-154.91,165.975,190.435,23.531,104,221.3,57,57,aggregate_pv_generator,1,1,1,1,0,0,61,BUS_57__PILOT_57__AGGREGATE_PV_GENERATOR,residual Zone-A Huntley/Dunkirk proxies; local source regulation aggregated at device proxy,residual Zone-A Huntley/Dunkirk proxies,local source regulation aggregated at device proxy,medium,medium
38,1,BLISS WIND~1,A,"Noble Bliss Windpark LLC",wind,native_generator,38,BLISS WIND~1,A,1.02,-55.3,70.4,99.863,-12.517,0,100.5,61,61,aggregate_pv_generator,0.297817897505153,1,1,1,0,0,62,BUS_61__PILOT_61__AGGREGATE_PV_GENERATOR,residual Zone-A Huntley/Dunkirk proxies; local source regulation aggregated at device proxy,residual Zone-A Huntley/Dunkirk proxies,local source regulation aggregated at device proxy,medium,medium
39,1,UNKNOWN12~33,A,"Noble Wethersfield Windpark LLC",wind,native_generator,39,UNKNOWN12~33,A,1.02,-69.3,88.2,125.202,-11.061,0,126,60,60,aggregate_pv_generator,0.727146814404432,1,1,1,0,0,63,BUS_60__PILOT_60__AGGREGATE_PV_GENERATOR,residual Zone-A Huntley/Dunkirk proxies; local source regulation aggregated at device proxy,residual Zone-A Huntley/Dunkirk proxies,local source regulation aggregated at device proxy,medium,medium
