device_key,source_bus,model_bus,zone,mapping_kind,pd_gross_mw,qd_gross_mvar,gs_mw,bs_mvar
PERFORM2019:BUS:645,645,20645,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:646,646,20646,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:647,647,20647,G,exact_source_region,29.94,0,0,0
PERFORM2019:BUS:648,648,20648,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:649,649,20649,G,exact_source_region,39.53,0,0,0
PERFORM2019:BUS:650,650,20650,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:651,651,20651,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:652,652,20652,G,exact_source_region,6.97,0,0,0
PERFORM2019:BUS:653,653,20653,G,exact_source_region,4.13,0,0,0
PERFORM2019:BUS:654,654,20654,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:655,655,20655,G,exact_source_region,16.51,0,0,0
PERFORM2019:BUS:656,656,20656,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:657,657,20657,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:658,658,20658,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:659,659,20659,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:660,660,20660,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:661,661,20661,G,exact_source_region,16.51,0,0,0
PERFORM2019:BUS:662,662,20662,G,exact_source_region,16.51,0,0,0
PERFORM2019:BUS:663,663,20663,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:664,664,20664,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:665,665,20665,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:666,666,20666,G,exact_source_region,16.15,0,0,0
PERFORM2019:BUS:667,667,20667,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:668,668,20668,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:669,669,20669,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:670,670,20670,G,exact_source_region,4.13,0,0,0
PERFORM2019:BUS:671,671,20671,G,exact_source_region,6.97,0,0,0
PERFORM2019:BUS:672,672,20672,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:673,673,20673,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:674,674,20674,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:675,675,20675,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:676,676,20676,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:677,677,20677,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:678,678,20678,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:679,679,20679,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:680,680,20680,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:681,681,20681,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:682,682,20682,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:683,683,20683,F,exact_source_region,20.53,0,0,0
PERFORM2019:BUS:684,684,20684,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:685,685,20685,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:686,686,20686,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:687,687,20687,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:688,688,20688,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:689,689,20689,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:690,690,20690,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:691,691,20691,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:692,692,20692,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:693,693,20693,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:694,694,20694,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:695,695,20695,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:696,696,20696,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:697,697,20697,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:698,698,20698,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:699,699,20699,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:700,700,20700,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:701,701,20701,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:702,702,20702,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:703,703,20703,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:704,704,20704,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:705,705,20705,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:706,706,20706,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:707,707,20707,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:708,708,20708,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:709,709,20709,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:710,710,20710,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:711,711,20711,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:712,712,20712,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:713,713,20713,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:714,714,20714,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:715,715,20715,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:716,716,20716,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:717,717,20717,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:718,718,20718,F,exact_source_region,8.14,0,0,0
PERFORM2019:BUS:719,719,20719,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:720,720,20720,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:721,721,20721,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:722,722,20722,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:723,723,20723,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:724,724,20724,F,exact_source_region,16.28,0,0,0
PERFORM2019:BUS:725,725,20725,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:726,726,20726,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:727,727,20727,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:728,728,20728,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:729,729,20729,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:730,730,20730,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:731,731,20731,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:732,732,20732,K,exact_source_region,22.26,0,0,0
PERFORM2019:BUS:733,733,20733,K,exact_source_region,22.26,0,0,13.49
PERFORM2019:BUS:734,734,20734,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:735,735,20735,K,exact_source_region,6.96,0,0,0
PERFORM2019:BUS:736,736,20736,K,exact_source_region,48.69,0,0,14.07
PERFORM2019:BUS:737,737,20737,K,exact_source_region,34.78,0,0,0
PERFORM2019:BUS:738,738,20738,K,exact_source_region,15.3,0,0,0
PERFORM2019:BUS:739,739,20739,K,exact_source_region,30.61,0,0,9.82
PERFORM2019:BUS:740,740,20740,K,exact_source_region,30.61,0,0,0
PERFORM2019:BUS:741,741,20741,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:742,742,20742,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:743,743,20743,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:744,744,20744,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:745,745,20745,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:746,746,20746,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:747,747,20747,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:748,748,20748,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:749,749,20749,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:750,750,20750,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:751,751,20751,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:752,752,20752,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:753,753,20753,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:754,754,20754,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:755,755,20755,G,exact_source_region,27.84,0,0,0
PERFORM2019:BUS:756,756,20756,G,exact_source_region,9.18,0,0,0
PERFORM2019:BUS:757,757,20757,G,exact_source_region,61.88,0,0,0
PERFORM2019:BUS:758,758,20758,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:759,759,20759,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:760,760,20760,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:761,761,20761,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:762,762,20762,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:763,763,20763,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:764,764,20764,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:765,765,20765,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:766,766,20766,D,exact_source_region,0,0,0,0
PERFORM2019:BUS:767,767,20767,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:768,768,20768,E,exact_source_region,0,0,0,0
PERFORM2019:BUS:769,769,20769,F,exact_source_region,3.08,0,0,0
PERFORM2019:BUS:770,770,20770,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:771,771,20771,G,exact_source_region,23.15,0,0,0
PERFORM2019:BUS:772,772,20772,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:773,773,20773,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:774,774,20774,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:775,775,20775,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:776,776,20776,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:777,777,20777,F,exact_source_region,4.62,0,0,0
PERFORM2019:BUS:778,778,20778,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:779,779,20779,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:780,780,20780,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:781,781,20781,G,exact_source_region,64.27,0,0,0
PERFORM2019:BUS:782,782,20782,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:783,783,20783,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:784,784,20784,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:785,785,20785,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:786,786,20786,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:787,787,20787,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:788,788,20788,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:789,789,20789,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:790,790,20790,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:791,791,20791,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:792,792,20792,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:793,793,20793,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:794,794,20794,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:795,795,20795,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:796,796,20796,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:797,797,20797,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:798,798,20798,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:799,799,20799,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:800,800,20800,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:801,801,20801,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:802,802,20802,F,exact_source_region,0,0,0,0
PERFORM2019:BUS:803,803,20803,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:804,804,20804,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:805,805,20805,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:806,806,20806,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:807,807,20807,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:808,808,20808,F,exact_source_region,6.02,0,0,0
PERFORM2019:BUS:809,809,20809,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:810,810,20810,F,exact_source_region,9.1,0,0,0
PERFORM2019:BUS:811,811,20811,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:812,812,20812,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:813,813,20813,F,exact_source_region,26.55,0,0,0
PERFORM2019:BUS:814,814,20814,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:815,815,20815,F,exact_source_region,6.15,0,0,0
PERFORM2019:BUS:816,816,20816,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:817,817,20817,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:818,818,20818,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:819,819,20819,G,exact_source_region,4.13,0,0,0
PERFORM2019:BUS:820,820,20820,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:821,821,20821,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:822,822,20822,G,exact_source_region,12.39,0,0,0
PERFORM2019:BUS:823,823,20823,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:824,824,20824,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:825,825,20825,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:826,826,20826,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:827,827,20827,F,exact_source_region,13.69,0,0,0
PERFORM2019:BUS:828,828,20828,G,exact_source_region,8.26,0,0,0
PERFORM2019:BUS:829,829,20829,K,exact_source_region,22.26,0,0,0
PERFORM2019:BUS:830,830,20830,K,exact_source_region,18.09,0,0,0
PERFORM2019:BUS:831,831,20831,K,exact_source_region,46.91,0,0,0
PERFORM2019:BUS:832,832,20832,K,exact_source_region,46.91,0,0,0
PERFORM2019:BUS:833,833,20833,K,exact_source_region,18.09,0,0,0
PERFORM2019:BUS:834,834,20834,K,exact_source_region,15.3,0,0,0
PERFORM2019:BUS:835,835,20835,K,exact_source_region,22.26,0,0,0
PERFORM2019:BUS:836,836,20836,K,exact_source_region,15.3,0,0,0
PERFORM2019:BUS:837,837,20837,K,exact_source_region,20.87,0,0,0
PERFORM2019:BUS:838,838,20838,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:839,839,20839,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:840,840,20840,K,exact_source_region,30.61,0,0,12.71
PERFORM2019:BUS:841,841,20841,K,exact_source_region,13.91,0,0,0
PERFORM2019:BUS:842,842,20842,K,exact_source_region,146.3,0,0,0
PERFORM2019:BUS:843,843,20843,K,exact_source_region,34.78,0,0,0
PERFORM2019:BUS:844,844,20844,K,exact_source_region,36.84,0,0,0
PERFORM2019:BUS:845,845,20845,K,exact_source_region,36.17,0,0,0
PERFORM2019:BUS:846,846,20846,K,exact_source_region,29.22,0,0,0
PERFORM2019:BUS:847,847,20847,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:848,848,20848,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:849,849,20849,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:850,850,20850,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:851,851,20851,G,exact_source_region,13.31,0,0,0
PERFORM2019:BUS:852,852,20852,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:853,853,20853,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:854,854,20854,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:855,855,20855,G,exact_source_region,6.97,0,0,0
PERFORM2019:BUS:856,856,20856,G,exact_source_region,12.67,0,0,0
PERFORM2019:BUS:857,857,20857,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:858,858,20858,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:859,859,20859,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:860,860,20860,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:861,861,20861,G,exact_source_region,21.85,0,0,23.96
PERFORM2019:BUS:862,862,20862,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:863,863,20863,F,exact_source_region,3.42,0,0,0
PERFORM2019:BUS:864,864,20864,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:865,865,20865,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:866,866,20866,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:867,867,20867,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:868,868,20868,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:869,869,20869,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:870,870,20870,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:871,871,20871,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:872,872,20872,F,exact_source_region,10.27,0,0,0
PERFORM2019:BUS:873,873,20873,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:874,874,20874,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:875,875,20875,F,exact_source_region,6.84,0,0,0
PERFORM2019:BUS:876,876,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:877,877,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:878,878,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:879,879,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:880,880,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:881,881,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:882,882,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:883,883,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:884,884,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:885,885,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:886,886,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:887,887,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:888,888,53,B,assumed_same_zone_source_distance_aggregation,21.6,0,0,0
PERFORM2019:BUS:889,889,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:890,890,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:891,891,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:892,892,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:893,893,56,A,assumed_same_zone_source_distance_aggregation,12.63,0,0,0
PERFORM2019:BUS:894,894,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:895,895,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:896,896,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:897,897,20897,H,exact_source_region,0,0,0,0
PERFORM2019:BUS:898,898,20898,H,exact_source_region,0,0,0,0
PERFORM2019:BUS:899,899,20899,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:900,900,20900,H,exact_source_region,0,0,0,0
PERFORM2019:BUS:901,901,20901,G,exact_source_region,27.55,0,0,0
PERFORM2019:BUS:902,902,20902,G,exact_source_region,0,0,0,0
PERFORM2019:BUS:903,903,20903,H,exact_source_region,187.41,0,0,0
PERFORM2019:BUS:904,904,20904,H,exact_source_region,140.55,0,0,0
PERFORM2019:BUS:905,905,20905,H,exact_source_region,93.7,0,0,0
PERFORM2019:BUS:906,906,20906,G,exact_source_region,18.36,0,0,0
PERFORM2019:BUS:907,907,68,C,assumed_same_zone_same_kV_boundary_aggregation,12.54,0,0,0
PERFORM2019:BUS:908,908,68,C,assumed_same_zone_source_distance_aggregation,12.54,0,0,0
PERFORM2019:BUS:909,909,20909,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:910,910,20910,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:911,911,20911,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:912,912,20912,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:913,913,20913,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:914,914,20914,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:915,915,20915,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:916,916,20916,E,exact_source_region,8.31,0,0,0
PERFORM2019:BUS:917,917,20917,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:918,918,20918,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:919,919,20919,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:920,920,20920,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:921,921,20921,E,exact_source_region,6.23,0,0,0
PERFORM2019:BUS:922,922,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:923,923,54,A,assumed_same_zone_source_distance_aggregation,6.19,0,0,0
PERFORM2019:BUS:924,924,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:925,925,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:926,926,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:927,927,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:928,928,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:929,929,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:930,930,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:931,931,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:932,932,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:933,933,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:934,934,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:935,935,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:936,936,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:937,937,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:938,938,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:939,939,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:940,940,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:941,941,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:942,942,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:943,943,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:944,944,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:945,945,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:946,946,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:947,947,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:948,948,54,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:949,949,54,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:950,950,54,A,assumed_same_zone_source_distance_aggregation,2.53,0,0,0
PERFORM2019:BUS:951,951,54,A,assumed_same_zone_source_distance_aggregation,17.68,0,0,0
PERFORM2019:BUS:952,952,54,A,assumed_same_zone_source_distance_aggregation,6,0,0,0
PERFORM2019:BUS:953,953,56,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:954,954,54,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:955,955,54,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:956,956,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:957,957,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:958,958,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:959,959,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:960,960,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:961,961,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:962,962,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:963,963,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:964,964,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:965,965,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:966,966,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:967,967,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:968,968,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:969,969,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:970,970,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:971,971,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:972,972,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:973,973,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:974,974,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:975,975,56,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:976,976,58,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:977,977,58,A,assumed_same_zone_source_distance_aggregation,0,0,0,0
PERFORM2019:BUS:978,978,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:979,979,59,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:980,980,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:981,981,57,A,assumed_same_zone_source_distance_aggregation,5.05,0,0,0
PERFORM2019:BUS:982,982,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:983,983,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:984,984,57,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:985,985,57,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
PERFORM2019:BUS:986,986,56,A,assumed_same_zone_source_distance_aggregation,7.58,0,0,0
