source_branch_row,model_branch_row,device_key,source_from_bus,source_to_bus,model_from_bus,model_to_bus,online,source_device_role,raw_circuit_id,identity_confidence,individual_circuit_identity_resolved,both_terminals_exact,crosses_aggregation_boundary,from_base_kv,to_base_kv,source_p_from_mw,regional_p_from_mw,delta_p_from_mw,source_q_from_mvar,regional_q_from_mvar,delta_q_from_mvar,source_p_to_mw,regional_p_to_mw,delta_p_to_mw,source_q_to_mvar,regional_q_to_mvar,delta_q_to_mvar,source_i_from_ka,regional_i_from_ka,delta_i_from_ka,source_i_to_ka,regional_i_to_ka,delta_i_to_ka
29,45,PERFORM2019:AC:7:698:1,698,7,20698,20007,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,1.17533735763776,1.17214559842408,-0.00319175921368142,-0.159903685295345,-0.178484463076556,-0.0185807777812107,-1.17531092232125,-1.17212095000591,0.00318997231533724,0.0117777657675237,0.0201762841126203,0.00839851834509661,0.00576653034221742,0.00557587823088288,-0.00019065211133454,0.0057141400202845,0.00551311352140431,-0.000201026498880191
30,46,PERFORM2019:AC:7:699:1,699,7,20699,20007,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,5.66529997795609,5.66845134713185,0.00315136917576009,-0.13394577731715,-0.135881875855463,-0.00193609853831311,-5.66468907767837,-5.66787904999501,-0.00318997231663154,-0.0117777657713896,-0.0201762841149381,-0.00839851834354854,0.0275470959808762,0.0266628977870967,-0.000884198193779571,0.0275393266493632,0.0266552954339831,-0.00088403121538012
31,47,PERFORM2019:AC:8:676:1,676,8,20676,20008,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-10.6755191253988,-10.6595601163198,0.0159590090789656,1.98578281981597,1.34300825120417,-0.642774568611799,10.6779482586766,10.6617778976745,-0.0161703610021533,-2.12362003905457,-1.49230907723732,0.631310961817248,0.0537992076174914,0.0514218806004485,-0.00237732701704288,0.053937646992778,0.0515218451992671,-0.00241580179351095
32,48,PERFORM2019:AC:8:677:1,677,8,20677,20008,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,17.5243531525717,17.5076983011013,-0.0166548514703351,-2.24604426182584,-1.62741841179047,0.618625850035379,-17.5179482586764,-17.5017778976766,0.0161703609998618,2.12362003905606,1.4923090772285,-0.631310961827564,0.0875155581685881,0.0841306076187579,-0.00338495054983017,0.0874242711228549,0.0840628190672093,-0.00336145205564556
33,49,PERFORM2019:AC:9:524:1,9,524,20009,20524,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,7.06155548860899,7.07127747219878,0.00972198358979171,9.96536129482599,10.5928623601784,0.627501065352453,-7.04611264867777,-7.05528346411415,-0.00917081543638698,-10.7313223800426,-11.3992601771086,-0.667937797065997,0.0580740936308799,0.059057467034116,0.000983373403236162,0.0613419683989553,0.0624695634962545,0.00112759509729914
34,50,PERFORM2019:AC:9:649:1,649,9,20649,20009,1,ac_branch_unresolved_line_cable_or_equivalent,1,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,-20.803082850462,-20.3629514685692,0.440131381892787,-11.012847183134,-10.8514617548763,0.161385428257692,20.875917154467,20.42932171331,-0.446595441157022,10.1998781965931,9.95371189063047,-0.246166305962678,0.112889623761232,0.107855309831589,-0.00503431392964326,0.110476267148089,0.105375818701846,-0.00510044844624259
35,51,PERFORM2019:AC:9:649:2,649,9,20649,20009,1,ac_branch_unresolved_line_cable_or_equivalent,2,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,-20.803082850462,-20.3629514685692,0.440131381892787,-11.012847183134,-10.8514617548763,0.161385428257692,20.875917154467,20.42932171331,-0.446595441157022,10.1998781965931,9.95371189063047,-0.246166305962678,0.112889623761232,0.107855309831589,-0.00503431392964326,0.110476267148089,0.105375818701846,-0.00510044844624259
36,52,PERFORM2019:XFMR:9:848:1,848,9,20848,20009,1,two_winding_transformer,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,345,115,200.135459798445,199.949445573184,-0.186014225260976,50.1947362191184,53.9704048827979,3.77566866367948,-199.771985218672,-199.602072576589,0.169912642083773,-24.7515156350631,-29.6542951211485,-4.90277948608541,0.32722967681688,0.319899594376074,-0.00733008244080602,0.957146804689374,0.935706313550017,-0.0214404911393575
37,53,PERFORM2019:AC:9:851:1,9,851,20009,20851,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,114.22859542113,114.94215167777,0.713556256640118,-5.61360205294796,-0.845991020287265,4.76761103266069,-113.849679306276,-114.578100501794,-0.728421195518152,6.93513343666464,2.09349916044727,-4.84163427621737,0.543794135690743,0.532997063762771,-0.0107970719279717,0.543729863134536,0.532981705521626,-0.0107481576129108
38,54,PERFORM2019:AC:10:450:1,10,450,20010,20450,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-14.8099999999999,-14.8099999999993,6.71462885293295e-13,8.13571432445315e-13,2.77555756156289e-12,1.96198612911758e-12,14.8191113565147,14.8184898499072,-0.000621506607492606,-0.250296029169232,-0.273940237266275,-0.0236442080970432,0.0741181225896063,0.0715450817265269,-0.0025730408630794,0.074130289062666,0.0715588766164173,-0.00257141244624878
39,55,PERFORM2019:AC:11:489:1,11,489,20011,20489,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,9.91821345182537,10.2059979492,0.287784497374613,-7.17838123281065,-7.13239040256114,0.0459908302495142,-9.91539059758861,-10.2032814621589,-0.287890864570313,7.05147746909457,6.99472359480419,-0.0567538742903873,0.0604499901787551,0.0593064368629125,-0.00114355331584261,0.0600511507591384,0.0589028001433939,-0.00114835061574452
40,56,PERFORM2019:AC:11:795:1,795,11,20795,20011,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,16.7595000626023,17.0472280432584,0.287727980656111,-7.20098877192659,-7.15731127165046,0.043677500276134,-16.7582134518182,-17.0459979492026,-0.287784497384362,7.17838123284588,7.13239040253781,-0.0459908303080692,0.0900671085220354,0.0880677630871389,-0.00199934543489651,0.0900127682855705,0.0880125350960341,-0.00200023318953645
41,57,PERFORM2019:AC:12:872:1,872,12,20872,20012,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,3.42000557852591,3.42000522445323,-3.54072679620288e-07,-0.00312382649844387,-0.00333830331937857,-0.0002144768209347,-3.41999999999318,-3.4199999999679,2.52735610217769e-11,1.46067463679955e-10,-1.05457809151943e-10,-2.51525272831898e-10,0.0167693703179007,0.0162284984569339,-0.000540871860966807,0.0167693632751314,0.0162284906797531,-0.000540872595378293
42,58,PERFORM2019:AC:13:196:1,13,196,20013,20196,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-9.45345446786928,-10.5002513154312,-1.04679684756193,-1.13104987558553,0.882913207373791,2.01396308295932,9.45481370328883,10.5018131730263,1.04699946973749,1.0254786477453,-0.995248372605495,-2.02072702035079,0.0468943561225725,0.0502097497189947,0.00331539359642218,0.0468323033417251,0.0502601650338173,0.00342786169209219
43,59,PERFORM2019:AC:13:864:1,864,13,20864,20013,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-2.74230874916853,-3.77708640896161,-1.03477765979308,-1.99510830102906,-0.00425647827486572,1.99085182275419,2.74312454267243,3.77813577653867,1.03501123386623,1.4223050325553,-0.607401011623067,-2.02970604417837,0.016716252307449,0.0180009728081564,0.00128472050070741,0.0152192304973885,0.0182337985031124,0.00301456800572385
44,60,PERFORM2019:AC:13:865:1,865,13,20865,20013,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-2.48519803985601,-3.54367437466258,-1.05847633480658,-1.41327449630608,0.547782880571187,1.96105737687727,2.48578089650064,3.54464782768323,1.05886693118258,0.837310753625102,-1.16208953051048,-1.99940028413558,0.0140893796843287,0.0170859971693287,0.00299661748500006,0.0129194517214325,0.017774597329346,0.00485514560791345
45,61,PERFORM2019:AC:13:1442:1,13,1442,20013,21442,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-9.46545097130524,-10.5125322887918,-1.04708131748654,-1.12856591059558,0.886577334752551,2.01514324534813,9.46681353443678,10.514097870008,1.04728433557123,1.02301716147471,-0.998887053679017,-2.02190421515373,0.0469515760532144,0.0502695266425836,0.00331795058936921,0.0468897412175719,0.0503200777653055,0.00343033654773361
46,62,PERFORM2019:AC:14:460:1,14,460,20014,20460,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,2.08005959542802,2.08005592788874,-3.66753928116026e-06,-0.101553940158526,-0.108253324795977,-0.00669938463745073,-2.08000000000266,-2.07999999999858,4.08739708745998e-12,-9.2617302716036e-12,2.30515259658226e-12,1.15668828681859e-11,0.0102581307649051,0.00993868050526004,-0.000319450259645027,0.0102458969717707,0.00992521940228745,-0.000320677569483237
47,63,PERFORM2019:AC:14:1017:1,1017,14,21017,20014,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,6.23112184941477,6.23105287439772,-6.89750170570491e-05,-0.298719850397202,-0.31892095074446,-0.0202011003472578,-6.23005959542529,-6.23005592789075,3.66753454006385e-06,0.10155394016711,0.108253324790725,0.00669938462361444,0.0307238791953103,0.029767086705395,-0.000956792489915311,0.0306920119120734,0.0297319820479081,-0.000960029864165303
48,64,PERFORM2019:AC:15:59:1,59,15,20059,20015,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-25.3729063105203,-36.9053447447985,-11.5324384342782,8.38376753892896,15.0295808892989,6.64581335036997,25.6261286955222,37.4243033443998,11.7981746488776,-9.98155685873557,-15.7271960112713,-5.74563915253575,0.130099942395738,0.18672038970299,0.0566204473072523,0.134471792325758,0.191837843249573,0.0573660509238153
49,65,PERFORM2019:AC:15:402:1,15,402,20015,20402,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-14.0924859527254,-25.8906548840672,-11.7981689313419,8.19974618168748,15.4514471859735,7.25170100428597,14.0978062521908,25.9076165257761,11.8098102735853,-8.32945195873414,-15.543584364028,-7.21413240529389,0.0797224810092063,0.1424837173301,0.0627612363208934,0.0800978566604997,0.14287794112168,0.0627800844611798
50,66,PERFORM2019:AC:16:391:1,16,391,20016,20391,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,37.715472655155,40.6232853134613,2.9078126583063,-5.11384860189917,-5.89413488014854,-0.780286278249376,-37.4129322871312,-40.3004525658056,-2.88752027867446,4.90632098476021,5.63926948063689,0.732948495876686,0.190201654899332,0.196516762269276,0.00631510736994412,0.189236776509748,0.195441603837855,0.00620482732810676
51,67,PERFORM2019:AC:16:1030:1,1030,16,21030,20016,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,63.0980639058268,61.172436189393,-1.92562771643381,-8.04373006961793,-6.99499516477421,1.04873490484372,-62.7652410826847,-60.8862651662521,1.8789759164326,8.8414237817866,7.54788846963893,-1.29353531214767,0.317139870648776,0.294075447953008,-0.0230644226957681,0.316755854860476,0.293718765097678,-0.0230370897627975
52,68,PERFORM2019:AC:16:1050:1,1050,16,21050,20016,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,78.1469608920832,76.053291321553,-2.09366957053014,-5.07999119524684,-6.14084735419599,-1.06085615894915,-76.6687397927118,-74.7611202393113,1.90761955340048,9.45030292022483,9.58923918929299,0.138936269068163,0.386847601554564,0.361780342395915,-0.025067259158649,0.386039299905823,0.360844327605577,-0.0251949723002461
53,69,PERFORM2019:AC:16:1051:1,1051,16,21051,20016,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-58.2851251434926,-48.9635503554849,9.32157478800761,8.51065144239967,5.74133737403596,-2.76931406836371,58.3563797386468,49.0093581834789,-9.34702155516792,-8.35889746282624,-5.70777431639703,2.65112314642921,0.294500629459932,0.236127001282105,-0.0583736281778267,0.294603119628298,0.23621375465545,-0.0583893649728482
54,70,PERFORM2019:AC:16:1394:1,16,1394,20016,21394,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,32.9721284815937,35.6247419086237,2.65261342703003,-4.81898063728734,-5.53521846237932,-0.716237825091975,-32.6883189302704,-35.3200158274204,-2.63169689715001,4.20363713080209,4.84537369208842,0.641736561286334,0.16652343756007,0.172596661823248,0.00607322426317866,0.165304670966632,0.171243377375333,0.00593870640870134
55,71,PERFORM2019:AC:17:628:N1,17,628,20017,20628,1,ac_branch_unresolved_line_cable_or_equivalent,N1,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,138,138,158.07967698368,158.358022068585,0.278345084904572,-4.57817669542595,-7.36036600225296,-2.78218930682701,-157.704107602206,-157.993046389827,-0.28893878762085,-0.767299723357411,1.72049643317766,2.48779615653507,0.622092533487983,0.613511783220227,-0.00858075026775618,0.621750050473637,0.612682857662502,-0.00906719281113577
56,72,PERFORM2019:AC:17:628:N2,17,628,20017,20628,1,ac_branch_unresolved_line_cable_or_equivalent,N2,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,138,138,158.07967698368,158.358022068585,0.278345084904572,-4.57817669542595,-7.36036600225296,-2.78218930682701,-157.704107602206,-157.993046389827,-0.28893878762085,-0.767299723357411,1.72049643317766,2.48779615653507,0.622092533487983,0.613511783220227,-0.00858075026775618,0.621750050473637,0.612682857662502,-0.00906719281113577
57,73,PERFORM2019:XFMR:17:1467:1,17,1467,20017,21467,1,two_winding_transformer,1,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,138,69,64.9652394253194,64.6869718530034,-0.278267572316025,25.4877121575938,25.8267766642198,0.339064506625977,-64.8352169131374,-64.5616045390032,0.273612374134188,-20.8103460239985,-21.3168743486627,-0.506528324664181,0.274515007020279,0.269555982742733,-0.0049590242775458,0.549030014040557,0.539111965485465,-0.0099180485550916
58,74,PERFORM2019:XFMR:17:1467:2,17,1467,20017,21467,1,two_winding_transformer,2,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,138,69,64.9652394253194,64.6869718530034,-0.278267572316025,25.4877121575938,25.8267766642198,0.339064506625977,-64.8352169131374,-64.5616045390032,0.273612374134188,-20.8103460239985,-21.3168743486627,-0.506528324664181,0.274515007020279,0.269555982742733,-0.0049590242775458,0.549030014040557,0.539111965485465,-0.0099180485550916
59,75,PERFORM2019:AC:18:561:1,18,561,20018,20561,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,69,69,112.225410537474,111.14620659647,-1.07920394100412,-25.9038420317054,-29.418318703836,-3.51447667213058,-107.572012399635,-106.618943443963,0.953068955672791,36.2818318023809,39.5040362549089,3.22220445252805,0.901886209582661,0.889608492479552,-0.0122777171031097,0.901456472450898,0.889125608520345,-0.0123308639305534
60,76,PERFORM2019:AC:18:583:1,18,583,20018,20583,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,69,69,64.0183761559532,63.350583768533,-0.667792387420263,-6.5698654422293,-8.54924047283279,-1.97937503060349,-63.6524337433646,-62.9980471637404,0.654386579624209,7.35068501380847,9.29831574105181,1.94763072724333,0.503928287945716,0.494618868450624,-0.0093094194950924,0.50388477022861,0.494562023257202,-0.009322746971408
61,77,PERFORM2019:AC:18:585:1,18,585,20018,20585,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,69,69,98.4331579985031,97.6824164905155,-0.750741507987613,-13.5134921555482,-16.0241735512132,-2.51068139566499,-97.7398287002182,-97.0104754077787,0.729353292439484,15.0485598368649,17.5096119940902,2.46105215722539,0.778009829833682,0.765920398380542,-0.01208943145314,0.777963563097581,0.765865220304679,-0.0120983427929015
62,78,PERFORM2019:AC:18:1494:1,18,1494,20018,21494,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,69,69,-43.466075060394,-42.6924313332855,0.773643727108464,6.01724491515272,2.07320635360345,-3.94403856154928,43.5262804985124,42.7482042811205,-0.778076217391863,-5.89859348001608,-1.96508308334693,3.93351039666915,0.343606703502152,0.330722203183184,-0.0128845003189677,0.343626126709261,0.330729042283591,-0.0128970844256706
63,79,PERFORM2019:AC:18:1494:2,18,1494,20018,21494,1,ac_branch_unresolved_line_cable_or_equivalent,2,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,69,69,-48.5360758002873,-47.6740224950454,0.862053305241936,6.74245514295737,2.33779666586442,-4.40465847709295,48.6033730755722,47.7363651594488,-0.867007916123427,-6.60556476676735,-2.21255316576301,4.39301160100434,0.383711027534882,0.369321267988946,-0.014389759545936,0.383728075842678,0.369327306287922,-0.0144007695547558
64,80,PERFORM2019:AC:18:1494:3,18,1494,20018,21494,1,ac_branch_unresolved_line_cable_or_equivalent,3,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,69,69,-48.5360758002873,-47.6740224950454,0.862053305241936,6.74245514295737,2.33779666586442,-4.40465847709295,48.6033730755722,47.7363651594488,-0.867007916123427,-6.60556476676735,-2.21255316576301,4.39301160100434,0.383711027534882,0.369321267988946,-0.014389759545936,0.383728075842678,0.369327306287922,-0.0144007695547558
65,81,PERFORM2019:AC:19:1538:1,19,1538,20019,21538,1,ac_branch_unresolved_line_cable_or_equivalent,1,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,245.407586162497,245.407590252313,4.08981554755883e-06,-44.9650570245879,-37.3125382689187,7.65251875566926,-243.208074927409,-243.341891064261,-0.133816136852005,53.7849332347896,45.5640753925699,-8.22085784221976,1.20797129115019,1.17063618931766,-0.0373351018325307,1.2077034025986,1.17040419485668,-0.0372992077419239
66,82,PERFORM2019:AC:19:1538:2,19,1538,20019,21538,1,ac_branch_unresolved_line_cable_or_equivalent,2,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,245.407586162497,245.407590252313,4.08981554755883e-06,-44.9650570245879,-37.3125382689187,7.65251875566926,-243.208074927409,-243.341891064261,-0.133816136852005,53.7849332347896,45.5640753925699,-8.22085784221976,1.20797129115019,1.17063618931766,-0.0373351018325307,1.2077034025986,1.17040419485668,-0.0372992077419239
67,83,PERFORM2019:AC:19:1538:3,19,1538,20019,21538,1,ac_branch_unresolved_line_cable_or_equivalent,3,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,245.407586162497,245.407590252313,4.08981554755883e-06,-44.9650570245879,-37.3125382689187,7.65251875566926,-243.208074927409,-243.341891064261,-0.133816136852005,53.7849332347896,45.5640753925699,-8.22085784221976,1.20797129115019,1.17063618931766,-0.0373351018325307,1.2077034025986,1.17040419485668,-0.0372992077419239
68,84,PERFORM2019:AC:19:1538:4,19,1538,20019,21538,1,ac_branch_unresolved_line_cable_or_equivalent,4,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,245.407586162497,245.407590252313,4.08981554755883e-06,-44.9650570245879,-37.3125382689187,7.65251875566926,-243.208074927409,-243.341891064261,-0.133816136852005,53.7849332347896,45.5640753925699,-8.22085784221976,1.20797129115019,1.17063618931766,-0.0373351018325307,1.2077034025986,1.17040419485668,-0.0372992077419239
69,85,PERFORM2019:AC:19:1538:5,19,1538,20019,21538,1,ac_branch_unresolved_line_cable_or_equivalent,5,electrically_identical_parallel_assignment_not_unique_physical_identity,0,1,0,115,115,245.407586162497,245.407590252313,4.08981554755883e-06,-44.9650570245879,-37.3125382689187,7.65251875566926,-243.208074927409,-243.341891064261,-0.133816136852005,53.7849332347896,45.5640753925699,-8.22085784221976,1.20797129115019,1.17063618931766,-0.0373351018325307,1.2077034025986,1.17040419485668,-0.0372992077419239
70,86,PERFORM2019:AC:20:1004:1,1004,20,21004,20020,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,34.9793735819196,23.1424925658282,-11.8368810160914,-14.9691478843191,-1.57635867817948,13.3927892061396,-34.9707359054283,-23.1394607738338,11.8312751315945,14.9611840620767,1.54267375152151,-13.4185103105552,0.18743127276666,0.11102596877294,-0.07640530399372,0.187346731286914,0.111011098242497,-0.0763356330444163
71,87,PERFORM2019:AC:20:1008:1,1008,20,21008,20020,1,ac_branch_unresolved_line_cable_or_equivalent,1,unique_RAW_endpoint_and_electrical_parameter_match,1,1,0,115,115,-54.2138826661215,-70.74771671369,-16.5338340475686,5.43277828050258,8.44566862200297,3.01289034150039,54.6235641558357,71.4101011012412,16.7865369454056,-4.74223041166077,-6.76812881427844,-2.02589840261768,0.269594774014203,0.342819057439824,0.0732242834256219,0.270056119293308,0.343361587226743,0.0733054679334357
