Eastern Date Hour,Gen Name,Gen PTID,DAM Gen LBMP,DAM Gen Losses,DAM Gen Congestion,DAM Gen Price Version,,AVG,20.09338858
1/1/2020 4:00,NIAGARA_230_LBMP,323716,6.42,-0.15,-1.34,1,,,
1/1/2020 4:00,NIAGARA____,23760,6.37,-0.21,-1.36,1,,,
1/1/2020 4:00,NINE_MILE_2,23744,5.67,-0.12,-0.56,1,,,
1/1/2020 4:00,NORTHPORT___1,23551,14.62,0.52,-8.87,1,,,
1/1/2020 4:00,NORTHPORT___2,23552,14.62,0.52,-8.87,1,,,
1/1/2020 4:00,NORTHPORT___3,23553,14.53,0.43,-8.87,1,,,
1/1/2020 4:00,NORTHPORT___4,23650,14.53,0.43,-8.87,1,,,
1/1/2020 4:00,NORTHPORT___IC,23718,14.62,0.52,-8.87,1,,,
1/1/2020 5:00,BETHLEHEM___GRP,23843,18.18,0.31,-12.13,1,,,
1/1/2020 5:00,BETHLEHEM___GS1,323560,18.18,0.31,-12.13,1,,,
1/1/2020 5:00,BETHLEHEM___GS2,323561,18.18,0.31,-12.13,1,,,
1/1/2020 5:00,BETHLEHEM___GS3,323562,18.18,0.31,-12.13,1,,,
1/1/2020 5:00,CPV_VALLEY___CC1,323721,14.26,0.3,-8.22,1,,,
1/1/2020 5:00,CPV_VALLEY___CC2,323722,14.26,0.3,-8.22,1,,,
1/1/2020 5:00,INDIAN POINT___3,23531,15.44,0.38,-9.33,1,,,
1/1/2020 5:00,NIAGARA_115E_LBMP,323715,6.92,-0.26,-1.44,1,,,
1/1/2020 5:00,NIAGARA_115W_LBMP,323714,7.01,-0.16,-1.44,1,,,
1/1/2020 5:00,NIAGARA_230_LBMP,323716,6.98,-0.17,-1.42,1,,,
1/1/2020 5:00,NIAGARA____,23760,6.93,-0.25,-1.44,1,,,
1/1/2020 5:00,NINE_MILE_2,23744,6.2,-0.13,-0.59,1,,,
1/1/2020 5:00,NORTHPORT___1,23551,15.69,0.56,-9.4,1,,,
1/1/2020 5:00,NORTHPORT___2,23552,15.69,0.56,-9.4,1,,,
1/1/2020 5:00,NORTHPORT___3,23553,15.6,0.47,-9.4,1,,,
1/1/2020 5:00,NORTHPORT___4,23650,15.6,0.47,-9.4,1,,,
1/1/2020 5:00,NORTHPORT___IC,23718,15.69,0.56,-9.4,1,,,
1/1/2020 6:00,BETHLEHEM___GRP,23843,20.54,0.2,-16.45,1,,,
1/1/2020 6:00,BETHLEHEM___GS1,323560,20.54,0.2,-16.45,1,,,
1/1/2020 6:00,BETHLEHEM___GS2,323561,20.54,0.2,-16.45,1,,,
1/1/2020 6:00,BETHLEHEM___GS3,323562,20.54,0.2,-16.45,1,,,
1/1/2020 6:00,CPV_VALLEY___CC1,323721,15.24,0.2,-11.15,1,,,
1/1/2020 6:00,CPV_VALLEY___CC2,323722,15.24,0.2,-11.15,1,,,
1/1/2020 6:00,INDIAN POINT___3,23531,16.79,0.26,-12.65,1,,,
1/1/2020 6:00,NIAGARA_115E_LBMP,323715,5.59,-0.25,-1.96,1,,,
1/1/2020 6:00,NIAGARA_115W_LBMP,323714,5.59,-0.24,-1.95,1,,,
1/1/2020 6:00,NIAGARA_230_LBMP,323716,5.63,-0.19,-1.92,1,,,
1/1/2020 6:00,NIAGARA____,23760,5.59,-0.25,-1.95,1,,,
1/1/2020 6:00,NINE_MILE_2,23744,4.6,-0.09,-0.8,1,,,
1/1/2020 6:00,NORTHPORT___1,23551,17.03,0.4,-12.74,1,,,
1/1/2020 6:00,NORTHPORT___2,23552,17.03,0.4,-12.74,1,,,
1/1/2020 6:00,NORTHPORT___3,23553,16.96,0.33,-12.74,1,,,
1/1/2020 6:00,NORTHPORT___4,23650,16.96,0.33,-12.74,1,,,
1/1/2020 6:00,NORTHPORT___IC,23718,17.03,0.4,-12.74,1,,,
1/1/2020 7:00,BETHLEHEM___GRP,23843,18.77,0.29,-10.23,1,,,
1/1/2020 7:00,BETHLEHEM___GS1,323560,18.77,0.29,-10.23,1,,,
1/1/2020 7:00,BETHLEHEM___GS2,323561,18.77,0.29,-10.23,1,,,
1/1/2020 7:00,BETHLEHEM___GS3,323562,18.77,0.29,-10.23,1,,,
1/1/2020 7:00,CPV_VALLEY___CC1,323721,15.64,0.45,-6.93,1,,,
1/1/2020 7:00,CPV_VALLEY___CC2,323722,15.64,0.45,-6.93,1,,,
1/1/2020 7:00,INDIAN POINT___3,23531,16.7,0.59,-7.86,1,,,
1/1/2020 7:00,NIAGARA_115E_LBMP,323715,8.95,-0.52,-1.22,1,,,
1/1/2020 7:00,NIAGARA_115W_LBMP,323714,8.94,-0.53,-1.21,1,,,
1/1/2020 7:00,NIAGARA_230_LBMP,323716,9.04,-0.41,-1.2,1,,,
1/1/2020 7:00,NIAGARA____,23760,8.96,-0.51,-1.21,1,,,
1/1/2020 7:00,NINE_MILE_2,23744,8.56,-0.2,-0.5,1,,,
1/1/2020 7:00,NORTHPORT___1,23551,17.08,0.9,-7.92,1,,,
1/1/2020 7:00,NORTHPORT___2,23552,17.08,0.9,-7.92,1,,,
1/1/2020 7:00,NORTHPORT___3,23553,16.94,0.76,-7.92,1,,,
1/1/2020 7:00,NORTHPORT___4,23650,16.94,0.76,-7.92,1,,,
1/1/2020 7:00,NORTHPORT___IC,23718,17.08,0.9,-7.92,1,,,
1/1/2020 8:00,BETHLEHEM___GRP,23843,18.57,0.5,-5.67,1,,,
1/1/2020 8:00,BETHLEHEM___GS1,323560,18.57,0.5,-5.67,1,,,
1/1/2020 8:00,BETHLEHEM___GS2,323561,18.57,0.5,-5.67,1,,,
1/1/2020 8:00,BETHLEHEM___GS3,323562,18.57,0.5,-5.67,1,,,
1/1/2020 8:00,CPV_VALLEY___CC1,323721,17.05,0.81,-3.84,1,,,
1/1/2020 8:00,CPV_VALLEY___CC2,323722,17.05,0.81,-3.84,1,,,
1/1/2020 8:00,INDIAN POINT___3,23531,17.8,1.04,-4.36,1,,,
1/1/2020 8:00,NIAGARA_115E_LBMP,323715,11.97,-1.1,-0.67,1,,,
1/1/2020 8:00,NIAGARA_115W_LBMP,323714,11.96,-1.12,-0.67,1,,,
1/1/2020 8:00,NIAGARA_230_LBMP,323716,12.12,-0.94,-0.66,1,,,
1/1/2020 8:00,NIAGARA____,23760,12.01,-1.07,-0.67,1,,,
1/1/2020 8:00,NINE_MILE_2,23744,12.33,-0.35,-0.28,1,,,
1/1/2020 8:00,NORTHPORT___1,23551,18.27,1.48,-4.39,1,,,
1/1/2020 8:00,NORTHPORT___2,23552,18.27,1.48,-4.39,1,,,
1/1/2020 8:00,NORTHPORT___3,23553,18.08,1.29,-4.39,1,,,
1/1/2020 8:00,NORTHPORT___4,23650,18.08,1.29,-4.39,1,,,
1/1/2020 8:00,NORTHPORT___IC,23718,18.27,1.48,-4.39,1,,,
1/1/2020 9:00,BETHLEHEM___GRP,23843,19.64,0.54,-5.59,1,,,
1/1/2020 9:00,BETHLEHEM___GS1,323560,19.64,0.54,-5.59,1,,,
1/1/2020 9:00,BETHLEHEM___GS2,323561,19.64,0.54,-5.59,1,,,
1/1/2020 9:00,BETHLEHEM___GS3,323562,19.64,0.54,-5.59,1,,,
1/1/2020 9:00,CPV_VALLEY___CC1,323721,18.19,0.89,-3.79,1,,,
1/1/2020 9:00,CPV_VALLEY___CC2,323722,18.19,0.89,-3.79,1,,,
1/1/2020 9:00,INDIAN POINT___3,23531,18.94,1.13,-4.3,1,,,
1/1/2020 9:00,NIAGARA_115E_LBMP,323715,12.97,-1.2,-0.66,1,,,
1/1/2020 9:00,NIAGARA_115W_LBMP,323714,12.94,-1.23,-0.66,1,,,
1/1/2020 9:00,NIAGARA_230_LBMP,323716,13.13,-1.03,-0.65,1,,,
1/1/2020 9:00,NIAGARA____,23760,13.01,-1.16,-0.66,1,,,
1/1/2020 9:00,NINE_MILE_2,23744,13.42,-0.36,-0.27,1,,,
1/1/2020 9:00,NORTHPORT___1,23551,19.63,1.8,-4.33,1,,,
1/1/2020 9:00,NORTHPORT___2,23552,19.63,1.8,-4.33,1,,,
1/1/2020 9:00,NORTHPORT___3,23553,19.41,1.58,-4.33,1,,,
1/1/2020 9:00,NORTHPORT___4,23650,19.41,1.58,-4.33,1,,,
1/1/2020 9:00,NORTHPORT___IC,23718,19.63,1.8,-4.33,1,,,
1/1/2020 10:00,BETHLEHEM___GRP,23843,19.14,0.5,-6.43,1,,,
1/1/2020 10:00,BETHLEHEM___GS1,323560,19.14,0.5,-6.43,1,,,
1/1/2020 10:00,BETHLEHEM___GS2,323561,19.14,0.5,-6.43,1,,,
1/1/2020 10:00,BETHLEHEM___GS3,323562,19.14,0.5,-6.43,1,,,
1/1/2020 10:00,CPV_VALLEY___CC1,323721,17.36,0.79,-4.36,1,,,
1/1/2020 10:00,CPV_VALLEY___CC2,323722,17.36,0.79,-4.36,1,,,
1/1/2020 10:00,INDIAN POINT___3,23531,18.17,1.01,-4.94,1,,,
1/1/2020 10:00,NIAGARA_115E_LBMP,323715,11.98,-1,-0.76,1,,,
1/1/2020 10:00,NIAGARA_115W_LBMP,323714,11.95,-1.03,-0.76,1,,,
1/1/2020 10:00,NIAGARA_230_LBMP,323716,12.12,-0.84,-0.75,1,,,
1/1/2020 10:00,NIAGARA____,23760,12.01,-0.97,-0.76,1,,,
1/1/2020 10:00,NINE_MILE_2,23744,12.2,-0.33,-0.31,1,,,
1/1/2020 10:00,NORTHPORT___1,23551,19.13,1.64,-5.28,1,,,
1/1/2020 10:00,NORTHPORT___2,23552,19.13,1.64,-5.28,1,,,
1/1/2020 10:00,NORTHPORT___3,23553,18.93,1.44,-5.27,1,,,
1/1/2020 10:00,NORTHPORT___4,23650,18.93,1.44,-5.27,1,,,
1/1/2020 10:00,NORTHPORT___IC,23718,19.13,1.64,-5.28,1,,,
1/1/2020 11:00,BETHLEHEM___GRP,23843,18.81,0.5,-6.07,1,,,
1/1/2020 11:00,BETHLEHEM___GS1,323560,18.81,0.5,-6.07,1,,,
1/1/2020 11:00,BETHLEHEM___GS2,323561,18.81,0.5,-6.07,1,,,
1/1/2020 11:00,BETHLEHEM___GS3,323562,18.81,0.5,-6.07,1,,,
1/1/2020 11:00,CPV_VALLEY___CC1,323721,17.15,0.8,-4.11,1,,,
1/1/2020 11:00,CPV_VALLEY___CC2,323722,17.15,0.8,-4.11,1,,,
1/1/2020 11:00,INDIAN POINT___3,23531,17.94,1.03,-4.66,1,,,
1/1/2020 11:00,NIAGARA_115E_LBMP,323715,11.99,-0.98,-0.72,1,,,
1/1/2020 11:00,NIAGARA_115W_LBMP,323714,11.96,-1,-0.72,1,,,
1/1/2020 11:00,NIAGARA_230_LBMP,323716,12.12,-0.83,-0.71,1,,,
1/1/2020 11:00,NIAGARA____,23760,12.01,-0.96,-0.72,1,,,
1/1/2020 11:00,NINE_MILE_2,23744,12.21,-0.33,-0.3,1,,,
1/1/2020 11:00,NORTHPORT___1,23551,18.92,1.67,-5.01,1,,,
1/1/2020 11:00,NORTHPORT___2,23552,18.92,1.67,-5.01,1,,,
1/1/2020 11:00,NORTHPORT___3,23553,18.7,1.46,-5,1,,,
1/1/2020 11:00,NORTHPORT___4,23650,18.7,1.46,-5,1,,,
1/1/2020 11:00,NORTHPORT___IC,23718,18.92,1.67,-5.01,1,,,
1/1/2020 12:00,BETHLEHEM___GRP,23843,18.62,0.5,-5.86,1,,,
1/1/2020 12:00,BETHLEHEM___GS1,323560,18.62,0.5,-5.86,1,,,
1/1/2020 12:00,BETHLEHEM___GS2,323561,18.62,0.5,-5.86,1,,,
1/1/2020 12:00,BETHLEHEM___GS3,323562,18.62,0.5,-5.86,1,,,
1/1/2020 12:00,CPV_VALLEY___CC1,323721,17.03,0.8,-3.97,1,,,
1/1/2020 12:00,CPV_VALLEY___CC2,323722,17.03,0.8,-3.97,1,,,
1/1/2020 12:00,INDIAN POINT___3,23531,17.79,1.03,-4.51,1,,,
1/1/2020 12:00,NIAGARA_115E_LBMP,323715,11.97,-0.98,-0.7,1,,,
1/1/2020 12:00,NIAGARA_115W_LBMP,323714,11.95,-1,-0.69,1,,,
1/1/2020 12:00,NIAGARA_230_LBMP,323716,12.12,-0.82,-0.69,1,,,
1/1/2020 12:00,NIAGARA____,23760,12.01,-0.94,-0.69,1,,,
1/1/2020 12:00,NINE_MILE_2,23744,12.21,-0.33,-0.29,1,,,
1/1/2020 12:00,NORTHPORT___1,23551,18.81,1.64,-4.91,1,,,
1/1/2020 12:00,NORTHPORT___2,23552,18.81,1.64,-4.91,1,,,
1/1/2020 12:00,NORTHPORT___3,23553,18.62,1.46,-4.9,1,,,
1/1/2020 12:00,NORTHPORT___4,23650,18.62,1.46,-4.9,1,,,
1/1/2020 12:00,NORTHPORT___IC,23718,18.81,1.64,-4.91,1,,,
1/1/2020 13:00,BETHLEHEM___GRP,23843,19.23,0.56,-7.37,1,,,
1/1/2020 13:00,BETHLEHEM___GS1,323560,19.23,0.56,-7.37,1,,,
1/1/2020 13:00,BETHLEHEM___GS2,323561,19.23,0.56,-7.37,1,,,
1/1/2020 13:00,BETHLEHEM___GS3,323562,19.23,0.56,-7.37,1,,,
1/1/2020 13:00,CPV_VALLEY___CC1,323721,17,0.71,-5,1,,,
1/1/2020 13:00,CPV_VALLEY___CC2,323722,17,0.71,-5,1,,,
1/1/2020 13:00,INDIAN POINT___3,23531,17.87,0.91,-5.67,1,,,
1/1/2020 13:00,NIAGARA_115E_LBMP,323715,11.32,-0.85,-0.88,1,,,
1/1/2020 13:00,NIAGARA_115W_LBMP,323714,11.28,-0.88,-0.87,1,,,
1/1/2020 13:00,NIAGARA_230_LBMP,323716,11.44,-0.71,-0.86,1,,,
1/1/2020 13:00,NIAGARA____,23760,11.34,-0.82,-0.87,1,,,
1/1/2020 13:00,NINE_MILE_2,23744,11.36,-0.29,-0.36,1,,,
1/1/2020 13:00,NORTHPORT___1,23551,18.82,1.5,-6.02,1,,,
1/1/2020 13:00,NORTHPORT___2,23552,18.82,1.5,-6.02,1,,,
1/1/2020 13:00,NORTHPORT___3,23553,18.62,1.31,-6.02,1,,,
1/1/2020 13:00,NORTHPORT___4,23650,18.62,1.31,-6.02,1,,,
1/1/2020 13:00,NORTHPORT___IC,23718,18.82,1.5,-6.02,1,,,
1/1/2020 14:00,BETHLEHEM___GRP,23843,19.96,0.54,-8.65,1,,,
1/1/2020 14:00,BETHLEHEM___GS1,323560,19.96,0.54,-8.65,1,,,
1/1/2020 14:00,BETHLEHEM___GS2,323561,19.96,0.54,-8.65,1,,,
1/1/2020 14:00,BETHLEHEM___GS3,323562,19.96,0.54,-8.65,1,,,
1/1/2020 14:00,CPV_VALLEY___CC1,323721,17.32,0.68,-5.86,1,,,
1/1/2020 14:00,CPV_VALLEY___CC2,323722,17.32,0.68,-5.86,1,,,
1/1/2020 14:00,INDIAN POINT___3,23531,18.3,0.87,-6.65,1,,,
1/1/2020 14:00,NIAGARA_115E_LBMP,323715,10.99,-0.81,-1.03,1,,,
1/1/2020 14:00,NIAGARA_115W_LBMP,323714,10.98,-0.82,-1.02,1,,,
1/1/2020 14:00,NIAGARA_230_LBMP,323716,11.12,-0.67,-1.01,1,,,
1/1/2020 14:00,NIAGARA____,23760,11.01,-0.79,-1.02,1,,,
1/1/2020 14:00,NINE_MILE_2,23744,10.92,-0.28,-0.42,1,,,
1/1/2020 14:00,NORTHPORT___1,23551,19.28,1.44,-7.06,1,,,
1/1/2020 14:00,NORTHPORT___2,23552,19.28,1.44,-7.06,1,,,
1/1/2020 14:00,NORTHPORT___3,23553,19.08,1.26,-7.05,1,,,
1/1/2020 14:00,NORTHPORT___4,23650,19.08,1.26,-7.05,1,,,
1/1/2020 14:00,NORTHPORT___IC,23718,19.28,1.44,-7.06,1,,,
1/1/2020 15:00,BETHLEHEM___GRP,23843,20.48,0.6,-7.96,1,,,
1/1/2020 15:00,BETHLEHEM___GS1,323560,20.48,0.6,-7.96,1,,,
1/1/2020 15:00,BETHLEHEM___GS2,323561,20.48,0.6,-7.96,1,,,
1/1/2020 15:00,BETHLEHEM___GS3,323562,20.48,0.6,-7.96,1,,,
1/1/2020 15:00,CPV_VALLEY___CC1,323721,18.07,0.75,-5.39,1,,,
1/1/2020 15:00,CPV_VALLEY___CC2,323722,18.07,0.75,-5.39,1,,,
1/1/2020 15:00,INDIAN POINT___3,23531,19.01,0.97,-6.12,1,,,
1/1/2020 15:00,NIAGARA_115E_LBMP,323715,11.99,-0.88,-0.95,1,,,
1/1/2020 15:00,NIAGARA_115W_LBMP,323714,11.96,-0.91,-0.94,1,,,
1/1/2020 15:00,NIAGARA_230_LBMP,323716,12.12,-0.74,-0.93,1,,,
1/1/2020 15:00,NIAGARA____,23760,12.01,-0.86,-0.94,1,,,
1/1/2020 15:00,NINE_MILE_2,23744,12.01,-0.31,-0.39,1,,,
1/1/2020 15:00,NORTHPORT___1,23551,20.33,1.6,-6.81,1,,,
1/1/2020 15:00,NORTHPORT___2,23552,20.33,1.6,-6.81,1,,,
1/1/2020 15:00,NORTHPORT___3,23553,20.12,1.39,-6.8,1,,,
1/1/2020 15:00,NORTHPORT___4,23650,20.12,1.39,-6.8,1,,,
1/1/2020 15:00,NORTHPORT___IC,23718,20.33,1.6,-6.81,1,,,
1/1/2020 16:00,BETHLEHEM___GRP,23843,23.39,0.59,-8.18,1,,,
1/1/2020 16:00,BETHLEHEM___GS1,323560,23.39,0.59,-8.18,1,,,
1/1/2020 16:00,BETHLEHEM___GS2,323561,23.39,0.59,-8.18,1,,,
1/1/2020 16:00,BETHLEHEM___GS3,323562,23.39,0.59,-8.18,1,,,
1/1/2020 16:00,CPV_VALLEY___CC1,323721,21.16,1,-5.54,1,,,
1/1/2020 16:00,CPV_VALLEY___CC2,323722,21.16,1,-5.54,1,,,
1/1/2020 16:00,INDIAN POINT___3,23531,22.2,1.29,-6.29,1,,,
1/1/2020 16:00,NIAGARA_115E_LBMP,323715,14.34,-1.26,-0.97,1,,,
1/1/2020 16:00,NIAGARA_115W_LBMP,323714,14.31,-1.29,-0.97,1,,,
1/1/2020 16:00,NIAGARA_230_LBMP,323716,14.52,-1.07,-0.96,1,,,
1/1/2020 16:00,NIAGARA____,23760,14.38,-1.21,-0.97,1,,,
1/1/2020 16:00,NINE_MILE_2,23744,14.64,-0.38,-0.4,1,,,
1/1/2020 16:00,NORTHPORT___1,23551,24.08,2,-7.45,1,,,
1/1/2020 16:00,NORTHPORT___2,23552,24.08,2,-7.45,1,,,
1/1/2020 16:00,NORTHPORT___3,23553,23.86,1.8,-7.44,1,,,
1/1/2020 16:00,NORTHPORT___4,23650,23.86,1.8,-7.44,1,,,
1/1/2020 16:00,NORTHPORT___IC,23718,24.08,2,-7.45,1,,,
1/1/2020 17:00,BETHLEHEM___GRP,23843,30.16,0.64,-14.17,1,,,
1/1/2020 17:00,BETHLEHEM___GS1,323560,30.16,0.64,-14.17,1,,,
1/1/2020 17:00,BETHLEHEM___GS2,323561,30.16,0.64,-14.17,1,,,
1/1/2020 17:00,BETHLEHEM___GS3,323562,30.16,0.64,-14.17,1,,,
1/1/2020 17:00,CPV_VALLEY___CC1,323721,25.99,1.04,-9.61,1,,,
1/1/2020 17:00,CPV_VALLEY___CC2,323722,25.99,1.04,-9.61,1,,,
1/1/2020 17:00,INDIAN POINT___3,23531,27.59,1.35,-10.9,1,,,
1/1/2020 17:00,NIAGARA_115E_LBMP,323715,15.8,-1.23,-1.69,1,,,
1/1/2020 17:00,NIAGARA_115W_LBMP,323714,15.75,-1.27,-1.68,1,,,
1/1/2020 17:00,NIAGARA_230_LBMP,323716,15.99,-1.01,-1.66,1,,,
1/1/2020 17:00,NIAGARA____,23760,15.83,-1.18,-1.68,1,,,
1/1/2020 17:00,NINE_MILE_2,23744,15.68,-0.35,-0.69,1,,,
1/1/2020 17:00,NORTHPORT___1,23551,29.12,2.13,-11.65,1,,,
1/1/2020 17:00,NORTHPORT___2,23552,29.12,2.13,-11.65,1,,,
1/1/2020 17:00,NORTHPORT___3,23553,28.72,1.73,-11.65,1,,,
1/1/2020 17:00,NORTHPORT___4,23650,28.72,1.73,-11.65,1,,,
1/1/2020 17:00,NORTHPORT___IC,23718,29.12,2.13,-11.65,1,,,
1/1/2020 18:00,BETHLEHEM___GRP,23843,27.58,0.63,-11.63,1,,,
1/1/2020 18:00,BETHLEHEM___GS1,323560,27.58,0.63,-11.63,1,,,
1/1/2020 18:00,BETHLEHEM___GS2,323561,27.58,0.63,-11.63,1,,,
1/1/2020 18:00,BETHLEHEM___GS3,323562,27.58,0.63,-11.63,1,,,
1/1/2020 18:00,CPV_VALLEY___CC1,323721,24.26,1.06,-7.88,1,,,
1/1/2020 18:00,CPV_VALLEY___CC2,323722,24.26,1.06,-7.88,1,,,
1/1/2020 18:00,INDIAN POINT___3,23531,25.63,1.36,-8.94,1,,,
