hour_index,timestamp,max_internal_branch_error_mw,max_interface_error_mw,max_angle_error_deg,max_native_solved_pg_error_mw,max_nodal_residual_mw,passed
6653,2019-10-05T04:00:00,3.296918293926865e-12,4.320099833421409e-12,9.947598300641403e-14,2.2737367544323206e-13,4.504840944719035e-12,True
6654,2019-10-05T05:00:00,2.9558577807620168e-12,3.780087354243733e-12,9.237055564881302e-14,2.2737367544323206e-13,4.057199021190172e-12,True
6655,2019-10-05T06:00:00,4.177991286269389e-12,5.172751116333529e-12,1.9895196601282805e-13,4.774847184307873e-12,6.650680006714538e-12,True
6656,2019-10-05T07:00:00,4.206412995699793e-12,5.9117155615240335e-12,1.9895196601282805e-13,2.7284841053187847e-12,4.945377440890297e-12,True
6657,2019-10-05T08:00:00,3.126388037344441e-12,6.252776074688882e-12,1.4210854715202004e-13,1.9326762412674725e-12,4.234834705130197e-12,True
6658,2019-10-05T09:00:00,4.263256414560601e-12,7.275957614183426e-12,1.7763568394002505e-13,3.524291969370097e-12,7.0912165028858e-12,True
6659,2019-10-05T10:00:00,4.774847184307873e-12,4.234834705130197e-12,1.2789769243681803e-13,1.4779288903810084e-12,5.151434834260726e-12,True
6660,2019-10-05T11:00:00,4.774847184307873e-12,7.617018127348274e-12,1.9895196601282805e-13,3.296918293926865e-12,4.206412995699793e-12,True
6661,2019-10-05T12:00:00,5.201172825763933e-12,6.934897101018578e-12,1.8474111129762605e-13,3.524291969370097e-12,8.355982572538778e-12,True
6662,2019-10-05T13:00:00,3.353761712787673e-12,3.581135388230905e-12,1.2789769243681803e-13,2.1600499167107046e-12,4.234834705130197e-12,True
6663,2019-10-05T14:00:00,3.950617610826157e-12,6.707523425575346e-12,1.7053025658242404e-13,3.979039320256561e-12,6.437517185986508e-12,True
6664,2019-10-05T15:00:00,5.314859663485549e-12,9.322320693172514e-12,2.1316282072803006e-13,3.296918293926865e-12,7.915446076367516e-12,True
6665,2019-10-05T16:00:00,4.206412995699793e-12,7.048583938740194e-12,1.5631940186722204e-13,2.2737367544323206e-12,9.166001291305292e-12,True
6666,2019-10-05T17:00:00,3.865352482534945e-12,6.480149750132114e-12,1.8474111129762605e-13,3.410605131648481e-12,4.206412995699793e-12,True
6667,2019-10-05T18:00:00,5.059064278611913e-12,5.286437954055145e-12,9.947598300641403e-14,1.1368683772161603e-12,9.066525308298878e-12,True
6668,2019-10-05T19:00:00,5.314859663485549e-12,6.934897101018578e-12,1.7053025658242404e-13,1.1368683772161603e-12,9.279688129026908e-12,True
6669,2019-10-05T20:00:00,4.092726157978177e-12,5.002220859751105e-12,1.9895196601282805e-13,4.433786671143025e-12,8.44124770082999e-12,True
6670,2019-10-05T21:00:00,6.707523425575346e-12,6.934897101018578e-12,2.4158453015843406e-13,5.115907697472721e-12,1.0473399925103877e-11,True
6671,2019-10-05T22:00:00,3.021582983819826e-12,5.115907697472721e-12,1.5631940186722204e-13,3.865352482534945e-12,5.6132876125047915e-12,True
6672,2019-10-05T23:00:00,4.376943252282217e-12,8.071765478234738e-12,1.9184653865522705e-13,3.637978807091713e-12,5.087485988042317e-12,True
6673,2019-10-06T00:00:00,4.860112312599085e-12,6.252776074688882e-12,1.4921397450962104e-13,1.0231815394945443e-12,3.652189661806915e-12,True
6674,2019-10-06T01:00:00,2.6716406864579767e-12,4.490630090003833e-12,1.2789769243681803e-13,2.2737367544323206e-12,4.53681536782824e-12,True
6675,2019-10-06T02:00:00,4.718003765447065e-12,4.405364961712621e-12,1.5631940186722204e-13,1.7053025658242404e-12,5.197620112085133e-12,True
6676,2019-10-06T03:00:00,3.808509063674137e-12,4.661160346586257e-12,1.4921397450962104e-13,3.524291969370097e-12,6.977529665164184e-12,True
6677,2019-10-06T04:00:00,3.780087354243733e-12,5.172751116333529e-12,1.7763568394002505e-13,2.8421709430404007e-12,7.148059921746608e-12,True
6678,2019-10-06T05:00:00,3.325340003357269e-12,4.718003765447065e-12,1.1368683772161603e-13,0.0,7.219114195322618e-12,True
6679,2019-10-06T06:00:00,4.462208380573429e-12,6.707523425575346e-12,2.2026824808563106e-13,6.821210263296962e-12,6.650680006714538e-12,True
6680,2019-10-06T07:00:00,5.059064278611913e-12,7.844391802791506e-12,1.8474111129762605e-13,1.8189894035458565e-12,5.286437954055145e-12,True
6681,2019-10-06T08:00:00,3.524291969370097e-12,4.092726157978177e-12,1.1368683772161603e-13,1.5916157281026244e-12,8.213874025386758e-12,True
6682,2019-10-06T09:00:00,5.286437954055145e-12,5.6843418860808015e-12,2.2737367544323206e-13,6.821210263296962e-12,1.2178702490928117e-11,True
6683,2019-10-06T10:00:00,6.764366844436154e-12,9.777068044058979e-12,2.8421709430404007e-13,6.821210263296962e-12,1.043076736095827e-11,True
6684,2019-10-06T11:00:00,3.296918293926865e-12,5.343281372915953e-12,1.5631940186722204e-13,2.1600499167107046e-12,6.409095476556104e-12,True
6685,2019-10-06T12:00:00,7.275957614183426e-12,7.16227077646181e-12,1.9895196601282805e-13,2.2737367544323206e-12,1.1624479157035239e-11,True
6686,2019-10-06T13:00:00,6.0822458181064576e-12,3.410605131648481e-12,1.4210854715202004e-13,1.1368683772161603e-12,8.611777957412414e-12,True
6687,2019-10-06T14:00:00,4.973799150320701e-12,6.707523425575346e-12,2.5579538487363607e-13,5.4569682106375694e-12,1.0189182830799837e-11,True
6688,2019-10-06T15:00:00,5.229594535194337e-12,5.9401372709544376e-12,1.7053025658242404e-13,6.821210263296962e-13,6.174616373755271e-12,True
6689,2019-10-06T16:00:00,5.4001247917767614e-12,6.821210263296962e-12,1.8474111129762605e-13,5.4569682106375694e-12,7.545963853772264e-12,True
6690,2019-10-06T17:00:00,5.6843418860808015e-12,5.8548721426632255e-12,2.1316282072803006e-13,3.637978807091713e-12,8.79651906871004e-12,True
6691,2019-10-06T18:00:00,6.0822458181064576e-12,6.30961949354969e-12,1.8474111129762605e-13,1.5916157281026244e-12,8.597567102697212e-12,True
6692,2019-10-06T19:00:00,3.979039320256561e-12,5.343281372915953e-12,1.5631940186722204e-13,9.094947017729282e-13,7.37543359718984e-12,True
6693,2019-10-06T20:00:00,6.480149750132114e-12,7.958078640513122e-12,1.8474111129762605e-13,3.637978807091713e-12,6.565414878423326e-12,True
6694,2019-10-06T21:00:00,6.934897101018578e-12,8.554934538551606e-12,2.7000623958883807e-13,5.002220859751105e-12,5.4143356464919634e-12,True
6695,2019-10-06T22:00:00,5.4569682106375694e-12,8.071765478234738e-12,2.5579538487363607e-13,4.547473508864641e-12,7.361222742474638e-12,True
6696,2019-10-06T23:00:00,5.4853899200679734e-12,6.59383658785373e-12,2.0605739337042905e-13,4.774847184307873e-12,6.487255177489715e-12,True
6697,2019-10-07T00:00:00,3.979039320256561e-12,4.320099833421409e-12,1.5631940186722204e-13,3.865352482534945e-12,5.6559201766503975e-12,True
6698,2019-10-07T01:00:00,3.645084234449314e-12,5.6843418860808015e-12,1.4921397450962104e-13,2.2737367544323206e-12,5.272227099339943e-12,True
6699,2019-10-07T02:00:00,4.092726157978177e-12,4.092726157978177e-12,9.947598300641403e-14,9.094947017729282e-13,8.412825991399586e-12,True
6700,2019-10-07T03:00:00,3.126388037344441e-12,5.343281372915953e-12,8.526512829121202e-14,0.0,3.211653165635653e-12,True
6701,2019-10-07T04:00:00,4.376943252282217e-12,4.661160346586257e-12,1.4210854715202004e-13,3.865352482534945e-12,7.347011887759436e-12,True
6702,2019-10-07T05:00:00,4.860112312599085e-12,5.8548721426632255e-12,1.2789769243681803e-13,2.9558577807620168e-12,5.144329406903125e-12,True
6703,2019-10-07T06:00:00,5.314859663485549e-12,6.821210263296962e-12,1.5631940186722204e-13,2.0463630789890885e-12,6.778577699151356e-12,True
6704,2019-10-07T07:00:00,3.808509063674137e-12,4.348521542851813e-12,1.4210854715202004e-13,3.183231456205249e-12,5.7980287238024175e-12,True
6705,2019-10-07T08:00:00,4.661160346586257e-12,3.495870259939693e-12,9.947598300641403e-14,4.547473508864641e-13,9.00968188943807e-12,True
6706,2019-10-07T09:00:00,4.320099833421409e-12,4.604316927725449e-12,1.2079226507921703e-13,3.637978807091713e-12,6.110667527536862e-12,True
6707,2019-10-07T10:00:00,4.143019260993697e-12,5.8548721426632255e-12,9.237055564881302e-14,5.684341886080801e-13,3.865352482534945e-12,True
6708,2019-10-07T11:00:00,7.219114195322618e-12,5.9685589803848416e-12,2.4158453015843406e-13,6.59383658785373e-12,8.917311333789257e-12,True
6709,2019-10-07T12:00:00,4.547473508864641e-12,4.206412995699793e-12,1.9895196601282805e-13,3.865352482534945e-12,5.9117155615240335e-12,True
6710,2019-10-07T13:00:00,3.865352482534945e-12,7.048583938740194e-12,1.7053025658242404e-13,3.637978807091713e-12,3.645084234449314e-12,True
6711,2019-10-07T14:00:00,5.9685589803848416e-12,7.275957614183426e-12,2.4158453015843406e-13,6.59383658785373e-12,8.171241461241152e-12,True
6712,2019-10-07T15:00:00,6.0254023992456496e-12,4.575895218295045e-12,1.9895196601282805e-13,5.5706550483591855e-12,6.977529665164184e-12,True
6713,2019-10-07T16:00:00,6.764366844436154e-12,1.0118128557223827e-11,2.7000623958883807e-13,6.480149750132114e-12,9.904965736495797e-12,True
6714,2019-10-07T17:00:00,5.8548721426632255e-12,9.094947017729282e-12,2.8421709430404007e-13,6.821210263296962e-12,8.65441052155802e-12,True
6715,2019-10-07T18:00:00,6.139089236967266e-12,7.958078640513122e-12,2.4158453015843406e-13,4.320099833421409e-12,5.9117155615240335e-12,True
6716,2019-10-07T19:00:00,4.718003765447065e-12,8.86757334228605e-12,1.9895196601282805e-13,4.433786671143025e-12,4.206412995699793e-12,True
6717,2019-10-07T20:00:00,4.774847184307873e-12,7.958078640513122e-12,2.2737367544323206e-13,4.320099833421409e-12,7.474909580196254e-12,True
6718,2019-10-07T21:00:00,5.229594535194337e-12,6.821210263296962e-12,2.8421709430404007e-13,9.208633855450898e-12,1.0629719326971099e-11,True
6719,2019-10-07T22:00:00,4.732214620162267e-12,7.275957614183426e-12,2.8421709430404007e-13,6.366462912410498e-12,3.595346242946107e-12,True
6720,2019-10-07T23:00:00,3.865352482534945e-12,5.9117155615240335e-12,2.1316282072803006e-13,4.661160346586257e-12,7.489120434911456e-12,True
6721,2019-10-08T00:00:00,3.979039320256561e-12,5.6843418860808015e-12,1.9895196601282805e-13,5.5706550483591855e-12,6.792788553866558e-12,True
6722,2019-10-08T01:00:00,5.115907697472721e-12,5.5706550483591855e-12,1.5631940186722204e-13,3.183231456205249e-12,5.314859663485549e-12,True
6723,2019-10-08T02:00:00,3.325340003357269e-12,4.661160346586257e-12,1.5631940186722204e-13,3.183231456205249e-12,6.224354365258478e-12,True
6724,2019-10-08T03:00:00,5.3717030823463574e-12,8.640199666842818e-12,2.2737367544323206e-13,5.9117155615240335e-12,4.263256414560601e-12,True
6725,2019-10-08T04:00:00,4.490630090003833e-12,7.105427357601002e-12,2.2737367544323206e-13,6.366462912410498e-12,4.121147867408581e-12,True
6726,2019-10-08T05:00:00,6.59383658785373e-12,6.366462912410498e-12,2.4158453015843406e-13,7.503331289626658e-12,7.460698725481052e-12,True
6727,2019-10-08T06:00:00,3.240074875066057e-12,4.348521542851813e-12,1.6342482922482304e-13,4.547473508864641e-12,7.204903340607416e-12,True
6728,2019-10-08T07:00:00,4.121147867408581e-12,4.519051799434237e-12,1.1368683772161603e-13,1.5916157281026244e-12,6.927791673660977e-12,True
6729,2019-10-08T08:00:00,4.206412995699793e-12,7.219114195322618e-12,1.9184653865522705e-13,5.6843418860808015e-12,4.128253294766182e-12,True
6730,2019-10-08T09:00:00,6.139089236967266e-12,7.73070496506989e-12,2.8421709430404007e-13,5.002220859751105e-12,8.810729923425242e-12,True
6731,2019-10-08T10:00:00,5.9969806898152456e-12,6.821210263296962e-12,2.7000623958883807e-13,5.4569682106375694e-12,8.597567102697212e-12,True
6732,2019-10-08T11:00:00,5.286437954055145e-12,6.366462912410498e-12,2.1316282072803006e-13,4.547473508864641e-12,6.139089236967266e-12,True
6733,2019-10-08T12:00:00,5.9685589803848416e-12,1.000444171950221e-11,2.5579538487363607e-13,5.229594535194337e-12,5.7411853049416095e-12,True
6734,2019-10-08T13:00:00,7.105427357601002e-12,9.094947017729282e-12,2.7000623958883807e-13,6.252776074688882e-12,6.52278231427772e-12,True
6735,2019-10-08T14:00:00,6.139089236967266e-12,7.958078640513122e-12,2.2737367544323206e-13,6.366462912410498e-12,7.077005648170598e-12,True
6736,2019-10-08T15:00:00,4.206412995699793e-12,5.286437954055145e-12,1.4210854715202004e-13,2.6147972675971687e-12,9.045209026226075e-12,True
6737,2019-10-08T16:00:00,4.490630090003833e-12,5.343281372915953e-12,1.8474111129762605e-13,5.229594535194337e-12,8.682832230988424e-12,True
6738,2019-10-08T17:00:00,4.661160346586257e-12,4.064304448547773e-12,1.1368683772161603e-13,6.821210263296962e-13,8.306244581035571e-12,True
6739,2019-10-08T18:00:00,5.6274984672199935e-12,6.821210263296962e-12,2.5579538487363607e-13,8.185452315956354e-12,7.112532784958603e-12,True
6740,2019-10-08T19:00:00,4.305888978706207e-12,6.59383658785373e-12,2.1316282072803006e-13,4.774847184307873e-12,4.533262654149439e-12,True
6741,2019-10-08T20:00:00,5.172751116333529e-12,3.922195901395753e-12,1.7763568394002505e-13,4.206412995699793e-12,7.467804152838653e-12,True
6742,2019-10-08T21:00:00,4.661160346586257e-12,6.366462912410498e-12,1.9184653865522705e-13,4.320099833421409e-12,4.341416115494212e-12,True
6743,2019-10-08T22:00:00,6.480149750132114e-12,6.423306331271306e-12,1.9895196601282805e-13,2.7284841053187847e-12,7.005951374594588e-12,True
6744,2019-10-08T23:00:00,4.11404244005098e-12,5.9117155615240335e-12,2.1316282072803006e-13,3.865352482534945e-12,6.224354365258478e-12,True
6745,2019-10-09T00:00:00,4.433786671143025e-12,7.275957614183426e-12,1.6342482922482304e-13,3.410605131648481e-12,6.693312570860144e-12,True
6746,2019-10-09T01:00:00,4.163780431554187e-12,5.7980287238024175e-12,2.2737367544323206e-13,4.661160346586257e-12,7.8017592386459e-12,True
6747,2019-10-09T02:00:00,4.888534022029489e-12,7.16227077646181e-12,1.7053025658242404e-13,1.7053025658242404e-12,4.519051799434237e-12,True
6748,2019-10-09T03:00:00,5.002220859751105e-12,7.73070496506989e-12,1.9184653865522705e-13,3.183231456205249e-12,6.409095476556104e-12,True
6749,2019-10-09T04:00:00,5.4001247917767614e-12,7.389644451905042e-12,1.9895196601282805e-13,6.139089236967266e-12,3.055333763768431e-12,True
6750,2019-10-09T05:00:00,3.524291969370097e-12,6.59383658785373e-12,1.6342482922482304e-13,3.183231456205249e-12,5.7198690228688065e-12,True
6751,2019-10-09T06:00:00,4.661160346586257e-12,5.6274984672199935e-12,1.4921397450962104e-13,4.320099833421409e-12,3.581135388230905e-12,True
6752,2019-10-09T07:00:00,4.604316927725449e-12,8.640199666842818e-12,1.7763568394002505e-13,3.410605131648481e-12,8.668621376273222e-12,True
6753,2019-10-09T08:00:00,4.718003765447065e-12,5.5138116294983774e-12,1.4210854715202004e-13,3.069544618483633e-12,3.744560217455728e-12,True
6754,2019-10-09T09:00:00,5.343281372915953e-12,7.389644451905042e-12,2.4158453015843406e-13,5.229594535194337e-12,6.551204023708124e-12,True
6755,2019-10-09T10:00:00,5.6274984672199935e-12,9.43600753089413e-12,1.9895196601282805e-13,2.8421709430404007e-12,6.387779194483301e-12,True
6756,2019-10-09T11:00:00,5.4001247917767614e-12,6.480149750132114e-12,1.8474111129762605e-13,3.410605131648481e-12,8.981260180007666e-12,True
6757,2019-10-09T12:00:00,4.220623850414995e-12,7.673861546209082e-12,1.3500311979441904e-13,2.2737367544323206e-12,6.117772954894463e-12,True
6758,2019-10-09T13:00:00,4.263256414560601e-12,5.172751116333529e-12,1.1368683772161603e-13,1.5916157281026244e-12,8.682832230988424e-12,True
6759,2019-10-09T14:00:00,4.149569576838985e-12,4.149569576838985e-12,1.2789769243681803e-13,2.7284841053187847e-12,7.553069281129865e-12,True
6760,2019-10-09T15:00:00,4.263256414560601e-12,4.604316927725449e-12,1.8474111129762605e-13,5.002220859751105e-12,3.240074875066057e-12,True
6761,2019-10-09T16:00:00,6.0822458181064576e-12,8.753886504564434e-12,2.7000623958883807e-13,8.185452315956354e-12,7.148059921746608e-12,True
6762,2019-10-09T17:00:00,5.6559201766503975e-12,7.901235221652314e-12,2.5579538487363607e-13,6.366462912410498e-12,7.986500349943526e-12,True
6763,2019-10-09T18:00:00,4.718003765447065e-12,5.5138116294983774e-12,1.5631940186722204e-13,2.0463630789890885e-12,5.4569682106375694e-12,True
6764,2019-10-09T19:00:00,3.936406756110955e-12,7.844391802791506e-12,1.9184653865522705e-13,3.865352482534945e-12,2.1884716261411086e-12,True
6765,2019-10-09T20:00:00,4.206412995699793e-12,5.7980287238024175e-12,1.7763568394002505e-13,4.433786671143025e-12,4.973799150320701e-12,True
6766,2019-10-09T21:00:00,4.547473508864641e-12,5.9117155615240335e-12,2.4158453015843406e-13,5.6843418860808015e-12,6.622258297284134e-12,True
6767,2019-10-09T22:00:00,4.803268893738277e-12,6.281197784119286e-12,1.7763568394002505e-13,2.8421709430404007e-12,4.334310688136611e-12,True
6768,2019-10-09T23:00:00,3.183231456205249e-12,4.320099833421409e-12,1.4210854715202004e-13,2.9558577807620168e-12,5.329070518200751e-12,True
6769,2019-10-10T00:00:00,2.7284841053187847e-12,3.893774191965349e-12,1.2079226507921703e-13,1.4779288903810084e-12,3.268496584496461e-12,True
6770,2019-10-10T01:00:00,3.126388037344441e-12,3.922195901395753e-12,1.0658141036401503e-13,2.5011104298755527e-12,3.915090474038152e-12,True
6771,2019-10-10T02:00:00,2.7284841053187847e-12,3.325340003357269e-12,1.2079226507921703e-13,3.296918293926865e-12,3.723243935382925e-12,True
6772,2019-10-10T03:00:00,3.0517810500896303e-12,3.993250174971763e-12,1.2079226507921703e-13,2.0463630789890885e-12,5.044853423896711e-12,True
6773,2019-10-10T04:00:00,2.9114488597770105e-12,3.922195901395753e-12,1.1368683772161603e-13,2.2737367544323206e-12,1.8403056856186595e-12,True
6774,2019-10-10T05:00:00,4.284572696633404e-12,5.4001247917767614e-12,1.6342482922482304e-13,4.092726157978177e-12,5.6985527407960035e-12,True
6775,2019-10-10T06:00:00,4.092726157978177e-12,5.229594535194337e-12,2.0605739337042905e-13,6.821210263296962e-12,5.5209170568559784e-12,True
6776,2019-10-10T07:00:00,3.6699532302009175e-12,6.338041202980094e-12,1.5631940186722204e-13,2.9558577807620168e-12,4.106937012693379e-12,True
6777,2019-10-10T08:00:00,3.979039320256561e-12,5.229594535194337e-12,1.4921397450962104e-13,4.092726157978177e-12,4.646949491871055e-12,True
6778,2019-10-10T09:00:00,4.433786671143025e-12,7.560174708487466e-12,2.0605739337042905e-13,4.888534022029489e-12,4.632738637155853e-12,True
6779,2019-10-10T10:00:00,4.774847184307873e-12,7.958078640513122e-12,1.6342482922482304e-13,2.5011104298755527e-12,5.002220859751105e-12,True
6780,2019-10-10T11:00:00,4.547473508864641e-12,6.366462912410498e-12,1.7053025658242404e-13,5.7980287238024175e-12,5.115907697472721e-12,True
6781,2019-10-10T12:00:00,4.661160346586257e-12,6.30961949354969e-12,1.9895196601282805e-13,5.5706550483591855e-12,5.314859663485549e-12,True
6782,2019-10-10T13:00:00,5.002220859751105e-12,7.219114195322618e-12,2.3447910280083306e-13,6.252776074688882e-12,7.574385563202668e-12,True
6783,2019-10-10T14:00:00,4.547473508864641e-12,7.105427357601002e-12,1.8474111129762605e-13,5.229594535194337e-12,6.508571459562518e-12,True
6784,2019-10-10T15:00:00,5.343281372915953e-12,7.190692485892214e-12,1.7053025658242404e-13,3.183231456205249e-12,5.4711790653527714e-12,True
6785,2019-10-10T16:00:00,5.286437954055145e-12,6.934897101018578e-12,1.7053025658242404e-13,4.092726157978177e-12,7.595701845275471e-12,True
6786,2019-10-10T17:00:00,4.490630090003833e-12,4.547473508864641e-12,1.5631940186722204e-13,2.7284841053187847e-12,8.199663170671556e-12,True
6787,2019-10-10T18:00:00,6.16751094639767e-12,7.503331289626658e-12,1.9895196601282805e-13,4.547473508864641e-12,9.372058684675721e-12,True
6788,2019-10-10T19:00:00,5.030642569181509e-12,6.423306331271306e-12,2.7000623958883807e-13,5.9117155615240335e-12,7.631228982063476e-12,True
6789,2019-10-10T20:00:00,5.258016244624741e-12,5.9685589803848416e-12,1.6342482922482304e-13,6.480149750132114e-12,5.066169705969514e-12,True
6790,2019-10-10T21:00:00,4.149569576838985e-12,7.389644451905042e-12,2.1316282072803006e-13,4.547473508864641e-12,6.0538241086760536e-12,True
6791,2019-10-10T22:00:00,5.6274984672199935e-12,6.366462912410498e-12,1.9895196601282805e-13,3.183231456205249e-12,4.511946372076636e-12,True
6792,2019-10-10T23:00:00,3.979039320256561e-12,4.433786671143025e-12,1.2079226507921703e-13,1.5916157281026244e-12,7.510436716984259e-12,True
6793,2019-10-11T00:00:00,4.718003765447065e-12,4.092726157978177e-12,1.2789769243681803e-13,1.5916157281026244e-12,9.322320693172514e-12,True
6794,2019-10-11T01:00:00,4.405364961712621e-12,6.934897101018578e-12,1.7053025658242404e-13,1.5916157281026244e-12,6.0964566728216596e-12,True
6795,2019-10-11T02:00:00,3.467448550509289e-12,5.4569682106375694e-12,1.2789769243681803e-13,1.1368683772161603e-12,4.490630090003833e-12,True
6796,2019-10-11T03:00:00,3.240074875066057e-12,6.821210263296962e-12,1.8474111129762605e-13,2.7284841053187847e-12,5.9685589803848416e-12,True
6797,2019-10-11T04:00:00,4.376943252282217e-12,6.0254023992456496e-12,1.9895196601282805e-13,4.547473508864641e-12,6.437517185986508e-12,True
6798,2019-10-11T05:00:00,5.8548721426632255e-12,5.002220859751105e-12,1.5631940186722204e-13,2.7284841053187847e-12,8.924416761146858e-12,True
6799,2019-10-11T06:00:00,4.561684363579843e-12,6.0822458181064576e-12,1.7053025658242404e-13,1.8189894035458565e-12,9.961809155356605e-12,True
6800,2019-10-11T07:00:00,5.9685589803848416e-12,6.707523425575346e-12,1.4210854715202004e-13,1.1368683772161603e-12,8.142819751810748e-12,True
6801,2019-10-11T08:00:00,4.547473508864641e-12,5.343281372915953e-12,2.1316282072803006e-13,5.115907697472721e-12,4.760636329592671e-12,True
6802,2019-10-11T09:00:00,6.30961949354969e-12,5.002220859751105e-12,1.7053025658242404e-13,2.5011104298755527e-12,9.421796676178928e-12,True
6803,2019-10-11T10:00:00,5.9898752624576446e-12,7.389644451905042e-12,3.126388037344441e-13,7.73070496506989e-12,6.693312570860144e-12,True
6804,2019-10-11T11:00:00,4.405364961712621e-12,6.139089236967266e-12,2.2737367544323206e-13,2.3874235921539366e-12,7.673861546209082e-12,True
6805,2019-10-11T12:00:00,6.59383658785373e-12,3.240074875066057e-12,1.5631940186722204e-13,9.094947017729282e-13,1.0587086762825493e-11,True
6806,2019-10-11T13:00:00,5.8548721426632255e-12,8.753886504564434e-12,2.8421709430404007e-13,7.275957614183426e-12,7.44648787076585e-12,True
6807,2019-10-11T14:00:00,5.9117155615240335e-12,5.5706550483591855e-12,2.5579538487363607e-13,5.5706550483591855e-12,6.977529665164184e-12,True
6808,2019-10-11T15:00:00,3.723243935382925e-12,6.707523425575346e-12,1.7053025658242404e-13,3.410605131648481e-12,5.272227099339943e-12,True
6809,2019-10-11T16:00:00,5.059064278611913e-12,7.16227077646181e-12,2.1316282072803006e-13,4.547473508864641e-12,8.029132914089132e-12,True
6810,2019-10-11T17:00:00,5.286437954055145e-12,6.139089236967266e-12,1.9895196601282805e-13,3.410605131648481e-12,1.028865881380625e-11,True
6811,2019-10-11T18:00:00,6.934897101018578e-12,6.423306331271306e-12,2.7000623958883807e-13,5.229594535194337e-12,7.58859641791787e-12,True
6812,2019-10-11T19:00:00,4.774847184307873e-12,4.604316927725449e-12,1.8474111129762605e-13,2.2737367544323206e-12,8.640199666842818e-12,True
6813,2019-10-11T20:00:00,5.172751116333529e-12,6.87805368215777e-12,1.8474111129762605e-13,3.410605131648481e-12,7.702283255639486e-12,True
6814,2019-10-11T21:00:00,4.376943252282217e-12,8.526512829121202e-12,2.2737367544323206e-13,5.343281372915953e-12,6.579625733138528e-12,True
6815,2019-10-11T22:00:00,5.6843418860808015e-12,7.560174708487466e-12,2.1316282072803006e-13,3.410605131648481e-12,9.677592061052565e-12,True
6816,2019-10-11T23:00:00,4.945377440890297e-12,6.480149750132114e-12,1.8474111129762605e-13,3.979039320256561e-12,7.815970093361102e-12,True
6817,2019-10-12T00:00:00,5.4143356464919634e-12,7.275957614183426e-12,2.4158453015843406e-13,5.4569682106375694e-12,6.792788553866558e-12,True
6818,2019-10-12T01:00:00,2.7284841053187847e-12,3.467448550509289e-12,9.237055564881302e-14,1.1368683772161603e-12,5.215383680479135e-12,True
6819,2019-10-12T02:00:00,1.8189894035458565e-12,2.5295321393059567e-12,4.263256414560601e-14,4.547473508864641e-13,2.668087972779176e-12,True
6820,2019-10-12T03:00:00,3.524291969370097e-12,4.718003765447065e-12,7.105427357601002e-14,2.2737367544323206e-13,1.8900436771218665e-12,True
6821,2019-10-12T04:00:00,2.7569058147491887e-12,4.575895218295045e-12,1.1368683772161603e-13,2.0463630789890885e-12,3.382183422218077e-12,True
6822,2019-10-12T05:00:00,3.183231456205249e-12,3.865352482534945e-12,1.4210854715202004e-13,3.410605131648481e-12,4.789058039023075e-12,True
6823,2019-10-12T06:00:00,2.9558577807620168e-12,3.524291969370097e-12,1.0658141036401503e-13,2.7284841053187847e-12,5.574207762037986e-12,True
6824,2019-10-12T07:00:00,5.186961971048731e-12,8.58335624798201e-12,2.3447910280083306e-13,4.320099833421409e-12,6.771472271793755e-12,True
6825,2019-10-12T08:00:00,3.893774191965349e-12,5.4569682106375694e-12,1.7763568394002505e-13,2.0463630789890885e-12,2.6147972675971687e-12,True
6826,2019-10-12T09:00:00,4.661160346586257e-12,6.707523425575346e-12,2.1316282072803006e-13,2.5011104298755527e-12,8.910205906431656e-12,True
6827,2019-10-12T10:00:00,3.183231456205249e-12,6.139089236967266e-12,1.4210854715202004e-13,1.9326762412674725e-12,8.427036846114788e-12,True
6828,2019-10-12T11:00:00,6.423306331271306e-12,8.412825991399586e-12,2.4158453015843406e-13,4.092726157978177e-12,7.688072400924284e-12,True
6829,2019-10-12T12:00:00,5.172751116333529e-12,9.663381206337363e-12,2.5579538487363607e-13,5.002220859751105e-12,5.5280224842135794e-12,True
6830,2019-10-12T13:00:00,6.338041202980094e-12,7.844391802791506e-12,2.4158453015843406e-13,5.115907697472721e-12,1.1553424883459229e-11,True
6831,2019-10-12T14:00:00,5.6274984672199935e-12,5.4569682106375694e-12,1.2789769243681803e-13,1.0231815394945443e-12,8.057554623519536e-12,True
6832,2019-10-12T15:00:00,6.80699940858176e-12,9.549694368615746e-12,2.984279490192421e-13,6.366462912410498e-12,9.066525308298878e-12,True
6833,2019-10-12T16:00:00,4.831690603168681e-12,8.981260180007666e-12,2.7000623958883807e-13,6.934897101018578e-12,6.423306331271306e-12,True
6834,2019-10-12T17:00:00,6.139089236967266e-12,5.6843418860808015e-12,1.9895196601282805e-13,5.002220859751105e-12,1.0544454198679887e-11,True
6835,2019-10-12T18:00:00,4.661160346586257e-12,7.844391802791506e-12,1.7763568394002505e-13,1.8189894035458565e-12,5.9543481256696396e-12,True
6836,2019-10-12T19:00:00,6.366462912410498e-12,7.844391802791506e-12,2.5579538487363607e-13,4.774847184307873e-12,6.835421118012164e-12,True
6837,2019-10-12T20:00:00,3.183231456205249e-12,6.252776074688882e-12,1.7053025658242404e-13,3.296918293926865e-12,6.52278231427772e-12,True
6838,2019-10-12T21:00:00,4.092726157978177e-12,6.707523425575346e-12,1.8474111129762605e-13,2.2737367544323206e-12,4.561684363579843e-12,True
