source_branch_row,stable_key,from_bus,to_bus,parallel_ordinal,role,ny_only_row,r_pu,x_pu,b_pu,rate_a,tap,shift_deg,status,physical_circuit_identity_verified,identity_scope
45,NYGRID2019:BRANCH:45:F57:T59:PAR1,57,59,1,NY_internal,40,0.014,0.068,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
46,NYGRID2019:BRANCH:46:F58:T59:PAR1,58,59,1,NY_internal,41,0.0,0.0093,0.0,0.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
47,NYGRID2019:BRANCH:47:F58:T60:PAR1,58,60,1,NY_internal,42,0.0035,0.0344,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
48,NYGRID2019:BRANCH:48:F58:T62:PAR1,58,62,1,NY_internal,43,0.002,0.018,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
49,NYGRID2019:BRANCH:49:F59:T61:PAR1,59,61,1,NY_internal,44,0.068,0.143,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
50,NYGRID2019:BRANCH:50:F60:T61:PAR1,60,61,1,NY_internal,45,0.0,0.064,0.0,0.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
51,NYGRID2019:BRANCH:51:F62:T63:PAR1,62,63,1,NY_internal,46,0.0129,0.0803,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
52,NYGRID2019:BRANCH:52:F63:T64:PAR1,63,64,1,NY_internal,47,0.0,0.046,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
53,NYGRID2019:BRANCH:53:F63:T67:PAR1,63,67,1,NY_internal,48,0.012,0.093,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
54,NYGRID2019:BRANCH:54:F64:T65:PAR1,64,65,1,NY_internal,49,0.035,0.08,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
55,NYGRID2019:BRANCH:55:F64:T68:PAR1,64,68,1,NY_internal,50,0.0988,0.231,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
56,NYGRID2019:BRANCH:56:F66:T67:PAR1,66,67,1,NY_internal,51,0.0,0.0231,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
57,NYGRID2019:BRANCH:57:F66:T69:PAR1,66,69,1,NY_internal,52,0.0018,0.0274,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
58,NYGRID2019:BRANCH:58:F66:T134:PAR1,66,134,1,NY_external_crossing,,0.00076,0.01141,0.0,315.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
59,NYGRID2019:BRANCH:59:F67:T68:PAR1,67,68,1,NY_internal,53,0.0,0.049,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
60,NYGRID2019:BRANCH:60:F67:T70:PAR1,67,70,1,NY_internal,54,0.007,0.0619,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
61,NYGRID2019:BRANCH:61:F67:T138:PAR1,67,138,1,NY_external_crossing,,0.0063,0.0491,0.0,660.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
62,NYGRID2019:BRANCH:62:F68:T71:PAR1,68,71,1,NY_internal,55,0.1203,0.2048,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
63,NYGRID2019:BRANCH:63:F69:T71:PAR1,69,71,1,NY_internal,56,0.0,0.0375,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
64,NYGRID2019:BRANCH:64:F70:T71:PAR1,70,71,1,NY_internal,57,0.0,0.049,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
65,NYGRID2019:BRANCH:65:F71:T72:PAR1,71,72,1,NY_internal,58,0.0053,0.0135,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
66,NYGRID2019:BRANCH:66:F73:T74:PAR1,73,74,1,NY_internal,59,0.0022,0.0196,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
67,NYGRID2019:BRANCH:67:F74:T77:PAR1,74,77,1,NY_internal,60,0.0003,0.0043,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
68,NYGRID2019:BRANCH:68:F74:T78:PAR1,74,78,1,NY_internal,61,0.0005,0.0045,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
69,NYGRID2019:BRANCH:69:F75:T76:PAR1,75,76,1,NY_internal,62,0.0001,0.0074,0.0,0.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
70,NYGRID2019:BRANCH:70:F75:T124:PAR1,75,124,1,NY_external_crossing,,0.0007,0.0175,0.0,2000.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
71,NYGRID2019:BRANCH:71:F76:T77:PAR1,76,77,1,NY_internal,63,0.003,0.0068,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
72,NYGRID2019:BRANCH:72:F78:T79:PAR1,78,79,1,NY_internal,64,0.0003,0.0153,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
73,NYGRID2019:BRANCH:73:F78:T80:PAR1,78,80,1,NY_internal,65,0.0135,0.0582,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
74,NYGRID2019:BRANCH:74:F78:T81:PAR1,78,81,1,NY_internal,66,0.0005,0.0276,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
75,NYGRID2019:BRANCH:75:F78:T82:PAR1,78,82,1,NY_internal,67,0.0005,0.0308,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
76,NYGRID2019:BRANCH:76:F124:T125:PAR1,124,125,1,external_Ward_network,,0.0025,0.073,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
77,NYGRID2019:BRANCH:77:F132:T134:PAR1,132,134,1,external_Ward_network,,0.00235,0.04388,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
78,NYGRID2019:BRANCH:78:F132:T138:PAR1,132,138,1,external_Ward_network,,0.0331,0.4224,0.0,0.0,0.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
79,NYGRID2019:BRANCH:79:F21:T35:PAR1,21,35,1,external_Ward_network,,0.0,0.04447007195604087,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
80,NYGRID2019:BRANCH:80:F21:T29:PAR1,21,29,1,external_Ward_network,,0.0,0.14641695956664103,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
81,NYGRID2019:BRANCH:81:F29:T35:PAR1,29,35,1,external_Ward_network,,0.0,0.056486765420317275,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
82,NYGRID2019:BRANCH:82:F100:T102:PAR1,100,102,1,external_Ward_network,,0.0,0.4988461314613218,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
83,NYGRID2019:BRANCH:83:F100:T103:PAR1,100,103,1,external_Ward_network,,0.0,0.35699415095099324,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
84,NYGRID2019:BRANCH:84:F102:T103:PAR1,102,103,1,external_Ward_network,,0.0,0.03811846458805051,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
85,NYGRID2019:BRANCH:85:F124:T138:PAR1,124,138,1,external_Ward_network,,0.0,1.692450523528636,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
86,NYGRID2019:BRANCH:86:F124:T134:PAR1,124,134,1,external_Ward_network,,0.0,0.6049041089783593,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
87,NYGRID2019:BRANCH:87:F124:T132:PAR1,124,132,1,external_Ward_network,,0.0,0.019350362156647892,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
88,NYGRID2019:BRANCH:88:F124:T125:PAR2,124,125,2,external_Ward_network,,0.0,0.08608250540173969,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
89,NYGRID2019:BRANCH:89:F125:T138:PAR1,125,138,1,external_Ward_network,,0.0,1.2520380178494008,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
90,NYGRID2019:BRANCH:90:F125:T134:PAR1,125,134,1,external_Ward_network,,0.0,9.422976766297024,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
91,NYGRID2019:BRANCH:91:F125:T132:PAR1,125,132,1,external_Ward_network,,0.0,0.4728909436369086,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
92,NYGRID2019:BRANCH:92:F132:T138:PAR2,132,138,2,external_Ward_network,,0.0,3.695248818646218,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
93,NYGRID2019:BRANCH:93:F132:T134:PAR2,132,134,2,external_Ward_network,,0.0,0.07623897826258494,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
94,NYGRID2019:BRANCH:94:F134:T138:PAR1,134,138,1,external_Ward_network,,0.0,1.0352830582481356,0.0,99999.0,1.0,0.0,1,False,pinned_reduced_model_record_not_owner_circuit_identifier
