State,Facility Name,Facility ID,Unit ID,Associated Stacks,Date,Hour,Operating Time,Gross Load (MW),Steam Load (1000 lb/hr),SO2 Mass (lbs),SO2 Mass Measure Indicator,SO2 Rate (lbs/mmBtu),SO2 Rate Measure Indicator,CO2 Mass (short tons),CO2 Mass Measure Indicator,CO2 Rate (short tons/mmBtu),CO2 Rate Measure Indicator,NOx Mass (lbs),NOx Mass Measure Indicator,NOx Rate (lbs/mmBtu),NOx Rate Measure Indicator,Heat Input (mmBtu),Heat Input Measure Indicator,Primary Fuel Type,Secondary Fuel Type,Unit Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Program Code,source_row_number,source_record_sha256,source_record_base64
NY,Danskammer Generating Station,2480,2,,2019-07-20,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Residual Oil,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",13577,33e3e116ba3ec7efd50a3da6f75c382161c4f95c8ba6f7bba433cbd798088d0a,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLCwiMjAxOS0wNy0yMCIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwiUmVzaWR1YWwgT2lsIiwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,2,,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,Residual Oil,Tangentially-fired,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",13731,d96526511918b94b9f0e42b99c5e673c54a8c83c1e3b46710039f1f215f7eaab,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjIiLCwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCJSZXNpZHVhbCBPaWwiLCJUYW5nZW50aWFsbHktZmlyZWQiLCwsLCwiQVJQLCBDU05PWCwgQ1NPU0cyLCBDU1NPMkcxLCBSR0dJIgo=
NY,Danskammer Generating Station,2480,3,,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",18020,79c08e78b1efd73152f2be152a3532ee0980152dcce29f55a83f907fe11adc49,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,3,,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",20165,abd1e0c0985d3f329fc8dc06e1d8e5da5aa94631e61d191a9472a578fa54e440,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,3,,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",22257,bde933d286c49cb8fdc7a4d7d69f2fc5ccb2a6f9ae8d35c678abe1e7338ff0b2,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,3,,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",22265,c763c71ed06ce10c89b24068abbaa4e3a747defc5b5a21d272e91bd8ebcb3ead,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,3,,2019-07-20,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",22337,8bc7f0114b99bb10bf5dbeeadca3bac6ad47d9662ee5a83b191790bb910f3cea,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wNy0yMCIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,3,,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",22491,386dd97efeb5204da70adffba7941e82a49ae7a2d080566235b2c80469387ac0,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjMiLCwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,4,,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",26780,fd473976a8d745a5257d3ccf9793e64730f3872581b83f9e4af522a6b37fe7a8,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,4,,2019-04-21,3,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",28925,d3959ffb845d0a7ce90bc3540b03c4bd4b5559a3e534eec4c792cc60d3d4423e,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wNC0yMSIsMywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,4,,2019-07-17,7,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",31017,d598623886530efb9285dd11878e02085a127fc7cc190970b5befa7c492f1af8,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wNy0xNyIsNywwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Danskammer Generating Station,2480,4,,2019-07-17,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",31025,a9ae1e623d46cdd5996056528d31004d3792d2f4d865c216b1339eaac4350ec4,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wNy0xNyIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,4,,2019-07-20,15,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",31097,3bee07a53566a9381be59f67e386efda46383b40d8f4bebcb855dbfd4e29bba9,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wNy0yMCIsMTUsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIlRhbmdlbnRpYWxseS1maXJlZCIsLCJMb3cgTk94IEJ1cm5lciBUZWNobm9sb2d5IHcvIFNlcGFyYXRlZCBPRkEiLCJFbGVjdHJvc3RhdGljIFByZWNpcGl0YXRvciIsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
NY,Danskammer Generating Station,2480,4,,2019-07-27,1,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Tangentially-fired,,Low NOx Burner Technology w/ Separated OFA,Electrostatic Precipitator,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",31251,b6c198fcd129e096d0c0b06bf25ffb407f522ef2459c303ad13931d42149181c,Ik5ZIiwiRGFuc2thbW1lciBHZW5lcmF0aW5nIFN0YXRpb24iLDI0ODAsIjQiLCwiMjAxOS0wNy0yNyIsMSwwLCwsLCwsLCwsLCwsLCwsLCwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiVGFuZ2VudGlhbGx5LWZpcmVkIiwsIkxvdyBOT3ggQnVybmVyIFRlY2hub2xvZ3kgdy8gU2VwYXJhdGVkIE9GQSIsIkVsZWN0cm9zdGF0aWMgUHJlY2lwaXRhdG9yIiwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Arthur Kill,2490,20,CS0002,2019-01-21,18,0,,,,,,,,,,,,,,,,,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",35540,6caf90fb3248713d7c0e050af162ea70f8e749632731ac1d13d51969fbbfc6be,Ik5ZIiwiQXJ0aHVyIEtpbGwiLDI0OTAsIjIwIiwiQ1MwMDAyIiwiMjAxOS0wMS0yMSIsMTgsMCwsLCwsLCwsLCwsLCwsLCwsIlBpcGVsaW5lIE5hdHVyYWwgR2FzIiwsIkRyeSBib3R0b20gd2FsbC1maXJlZCBib2lsZXIiLCwsLCwiQVJQLCBDU05PWCwgQ1NPU0cyLCBDU1NPMkcxLCBSR0dJIgo=
NY,Arthur Kill,2490,20,CS0002,2019-04-21,3,1,96,,0.661,Substitute,0.001,Calculated,65.4,Measured and Substitute,0.059,Calculated,41.8,Calculated,0.038,Calculated,1101.1,Measured and Substitute,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",37685,b3c1c3be0d6de91ad6ee557a4dfd89b3f7a92065436def175ad3966de61f32ad,Ik5ZIiwiQXJ0aHVyIEtpbGwiLDI0OTAsIjIwIiwiQ1MwMDAyIiwiMjAxOS0wNC0yMSIsMywxLDk2LCwwLjY2MSwiU3Vic3RpdHV0ZSIsMC4wMDEsIkNhbGN1bGF0ZWQiLDY1LjQsIk1lYXN1cmVkIGFuZCBTdWJzdGl0dXRlIiwwLjA1OSwiQ2FsY3VsYXRlZCIsNDEuOCwiQ2FsY3VsYXRlZCIsMC4wMzgsIkNhbGN1bGF0ZWQiLDExMDEuMSwiTWVhc3VyZWQgYW5kIFN1YnN0aXR1dGUiLCJQaXBlbGluZSBOYXR1cmFsIEdhcyIsLCJEcnkgYm90dG9tIHdhbGwtZmlyZWQgYm9pbGVyIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Arthur Kill,2490,20,CS0002,2019-07-17,7,1,124,,0.77,Measured,0.001,Calculated,76.2,Measured,0.059,Calculated,56.478,Calculated,0.044,Calculated,1282.9,Measured,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",39777,50c50556b619c387da74e1fb81bda5d583c4aac8266e2ed479cafd6a41823272,Ik5ZIiwiQXJ0aHVyIEtpbGwiLDI0OTAsIjIwIiwiQ1MwMDAyIiwiMjAxOS0wNy0xNyIsNywxLDEyNCwsMC43NywiTWVhc3VyZWQiLDAuMDAxLCJDYWxjdWxhdGVkIiw3Ni4yLCJNZWFzdXJlZCIsMC4wNTksIkNhbGN1bGF0ZWQiLDU2LjQ3OCwiQ2FsY3VsYXRlZCIsMC4wNDQsIkNhbGN1bGF0ZWQiLDEyODIuOSwiTWVhc3VyZWQiLCJQaXBlbGluZSBOYXR1cmFsIEdhcyIsLCJEcnkgYm90dG9tIHdhbGwtZmlyZWQgYm9pbGVyIiwsLCwsIkFSUCwgQ1NOT1gsIENTT1NHMiwgQ1NTTzJHMSwgUkdHSSIK
NY,Arthur Kill,2490,20,CS0002,2019-07-17,15,1,326,,1.805,Measured,0.001,Calculated,178.8,Measured,0.059,Calculated,312.839,Calculated,0.104,Calculated,3008.2,Measured,Pipeline Natural Gas,,Dry bottom wall-fired boiler,,,,,"ARP, CSNOX, CSOSG2, CSSO2G1, RGGI",39785,938180fb9a0bf8d881024f15e2dc72482cfad922e98f9c4b8ae81e584b654f1d,Ik5ZIiwiQXJ0aHVyIEtpbGwiLDI0OTAsIjIwIiwiQ1MwMDAyIiwiMjAxOS0wNy0xNyIsMTUsMSwzMjYsLDEuODA1LCJNZWFzdXJlZCIsMC4wMDEsIkNhbGN1bGF0ZWQiLDE3OC44LCJNZWFzdXJlZCIsMC4wNTksIkNhbGN1bGF0ZWQiLDMxMi44MzksIkNhbGN1bGF0ZWQiLDAuMTA0LCJDYWxjdWxhdGVkIiwzMDA4LjIsIk1lYXN1cmVkIiwiUGlwZWxpbmUgTmF0dXJhbCBHYXMiLCwiRHJ5IGJvdHRvbSB3YWxsLWZpcmVkIGJvaWxlciIsLCwsLCJBUlAsIENTTk9YLCBDU09TRzIsIENTU08yRzEsIFJHR0kiCg==
