scenario_id,vintage,zone,interval_start_utc,interval_end_utc,fuel_category,grid_eligible_gross_clock_hour_mw,all_reported_gross_clock_hour_mw,source_unit_rows,gross_present_rows,gross_missing_rows,grid_eligible_present_rows,zonal_generation_observed,net_generation_observed,geographic_mapping_and_gross_share_proxy
S3_2019_SHOULDER_LIGHT_LOAD_PUBLIC,2019,UNMAPPED,2019-04-21T08:00:00Z,2019-04-21T09:00:00Z,Combined Fossil,0,0,25,0,25,0,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,A,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,296.0,296.0,13,7,6,7,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,B,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,44.0,44.0,2,1,1,1,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,C,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,1751.0,1751.0,14,8,6,8,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,D,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,E,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,0,0,6,0,6,0,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,F,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,2355.0,2355.0,14,13,1,13,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,G,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,1432.95,1432.95,12,5,7,5,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,H,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,I,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,J,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,7566.54,7578.54,142,91,51,90,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,K,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,3120.6,3120.6,79,36,43,36,False,False,True
S4_2019_HIGH_NYC_LI_LOAD_PUBLIC,2019,UNMAPPED,2019-07-17T20:00:00Z,2019-07-17T21:00:00Z,Combined Fossil,0,0,25,0,25,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,A,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,170.0,170.0,13,6,7,6,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,B,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,2,0,2,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,C,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,1165.0,1165.0,14,8,6,8,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,D,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,E,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,6,0,6,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,F,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,2015.0,2015.0,14,11,3,11,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,G,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,892.0,892.0,12,4,8,4,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,H,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,I,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,J,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,3471.0,3483.0,142,27,115,26,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,K,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,1854.65,1854.65,79,21,58,21,False,False,True
S5_2019_HIGH_TOTAL_EAST_PUBLIC,2019,UNMAPPED,2019-07-17T12:00:00Z,2019-07-17T13:00:00Z,Combined Fossil,0,0,25,0,25,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,A,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,61.0,61.0,13,2,11,2,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,B,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,2,0,2,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,C,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,60.0,60.0,14,1,13,1,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,D,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,E,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,6,0,6,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,F,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,1600.0,1600.0,14,6,8,6,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,G,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,660.0,660.0,12,2,10,2,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,H,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,I,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,J,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,2693.0,2705.0,142,19,123,18,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,K,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,827.95,827.95,79,10,69,10,False,False,True
S6_2019_LOW_TOTAL_EAST_PUBLIC,2019,UNMAPPED,2019-07-27T06:00:00Z,2019-07-27T07:00:00Z,Combined Fossil,0,0,25,0,25,0,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,A,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,328.0,328.0,12,7,5,7,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,B,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,90.0,90.0,2,2,0,2,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,C,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,2496.0,2496.0,12,12,0,12,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,D,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,172.0,172.0,3,2,1,2,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,E,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,172.0,172.0,3,3,0,3,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,F,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,2944.0,2944.0,14,14,0,14,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,G,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,3064.0,3064.0,15,11,4,11,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,H,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,I,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,J,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,6838.2,6861.2,74,57,17,55,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,K,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,3895.38,3895.38,78,59,19,59,False,False,True
S1_2025_SUMMER_PEAK_PUBLIC,2025,UNMAPPED,2025-07-29T22:00:00Z,2025-07-29T23:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,A,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,178.0,178.0,11,4,7,4,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,B,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,47.0,47.0,2,1,1,1,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,C,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,1699.0,1699.0,12,8,4,8,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,D,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,140.0,140.0,3,1,2,1,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,E,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,45.0,45.0,3,1,2,1,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,F,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,1268.0,1268.0,14,5,9,5,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,G,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,1861.0,1861.0,15,5,10,5,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,H,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,I,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,J,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,3474.5,3474.5,69,21,48,21,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,K,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,1811.1,1811.1,78,17,61,17,False,False,True
S2_2025_WINTER_PEAK_PUBLIC,2025,UNMAPPED,2025-01-22T23:00:00Z,2025-01-23T00:00:00Z,Combined Fossil,0,0,18,0,18,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,A,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,39.0,39.0,12,1,11,1,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,B,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,2,0,2,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,C,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,74.0,74.0,12,1,11,1,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,D,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,E,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,F,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,1136.0,1136.0,14,5,9,5,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,G,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,415.0,415.0,15,2,13,2,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,H,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,I,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,J,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,596.0,596.0,74,9,65,9,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,K,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,481.0,481.0,78,3,75,3,False,False,True
S3_2025_SHOULDER_LIGHT_LOAD_EXACT,2025,UNMAPPED,2025-04-20T17:00:00Z,2025-04-20T18:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,A,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,322.0,322.0,12,7,5,7,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,B,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,99.0,99.0,2,2,0,2,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,C,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,2401.0,2401.0,12,12,0,12,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,D,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,168.0,168.0,3,2,1,2,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,E,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,170.0,170.0,3,3,0,3,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,F,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,2923.0,2923.0,14,14,0,14,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,G,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,3208.1,3208.1,15,11,4,11,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,H,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,I,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,J,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,6896.8,6920.8,74,43,31,41,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,K,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,3743.0,3743.0,78,57,21,57,False,False,True
S4_2025_HIGH_NYC_LI_LOAD_PUBLIC,2025,UNMAPPED,2025-07-29T21:00:00Z,2025-07-29T22:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,A,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,245.0,245.0,12,6,6,6,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,B,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,97.0,97.0,2,2,0,2,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,C,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,1359.0,1359.0,12,11,1,11,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,D,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,118.0,118.0,3,1,2,1,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,E,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,34.0,34.0,3,1,2,1,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,F,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,2671.0,2671.0,14,14,0,14,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,G,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,2465.0,2465.0,15,8,7,8,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,H,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,I,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,J,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,6031.0,6031.0,74,45,29,44,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,K,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,2923.99,2923.99,78,37,41,37,False,False,True
S5_2025_HIGH_TOTAL_EAST_PUBLIC,2025,UNMAPPED,2025-07-17T20:00:00Z,2025-07-17T21:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,A,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,262.0,262.0,12,6,6,6,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,B,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,0,0,2,0,2,0,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,C,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,1277.0,1277.0,12,11,1,11,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,D,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,119.0,119.0,3,1,2,1,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,E,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,F,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,2824.0,2824.0,14,13,1,13,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,G,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,2150.0,2150.0,15,7,8,7,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,H,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,I,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,0,0,0,0,0,0,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,J,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,5128.0,5152.0,74,33,41,31,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,K,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,2503.16,2503.16,78,21,57,21,False,False,True
S6_2025_LOW_TOTAL_EAST_PUBLIC,2025,UNMAPPED,2025-07-27T21:00:00Z,2025-07-27T22:00:00Z,Combined Fossil,0,0,21,0,21,0,False,False,True
V1_2025_JAN15_EVENING,2025,A,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,126.0,126.0,11,3,8,3,False,False,True
V1_2025_JAN15_EVENING,2025,B,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,58.0,58.0,2,1,1,1,False,False,True
V1_2025_JAN15_EVENING,2025,C,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,1335.0,1335.0,12,7,5,7,False,False,True
V1_2025_JAN15_EVENING,2025,D,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,69.0,69.0,3,1,2,1,False,False,True
V1_2025_JAN15_EVENING,2025,E,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,0,0,3,0,3,0,False,False,True
V1_2025_JAN15_EVENING,2025,F,2025-01-15T23:00:00Z,2025-01-16T00:00:00Z,Combined Fossil,1351.0,1351.0,14,6,8,6,False,False,True
