State,Facility Name,Facility ID,Unit ID,Associated Stacks,Year,Program Code,Primary Rep Info,EPA Region,NERC Region,County,County Code,FIPS Code,Source Category,Latitude,Longitude,Owner/Operator,SO2 Phase,NOx Phase,Unit Type,Primary Fuel Type,Secondary Fuel Type,SO2 Controls,NOx Controls,PM Controls,Hg Controls,Commercial Operation Date,Operating Status,Max Hourly HI Rate (mmBtu/hr),Associated Generators & Nameplate Capacity (MWe)
NY,Wading River Facility,7146,UGT013,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1971-07-01,Operating,686,GT1 (52.9)
NY,Wading River Facility,7146,UGT014,CP001,2025,"RGGI, SIPNOX",606257,2,,Suffolk County,NY103,103,Electric Utility,40.9569,-72.8774,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1984-07-01,Operating,266,GT2 (18.6)
NY,Richard M Flynn (Holtsville),7314,001,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,NPCC,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0644,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners,,,1994-04-01,Operating,1325,"NA2 (56), NA1 (108)"
NY,Glenwood Landing Energy Center,7869,UGT011,,2025,"RGGI, SIPNOX",606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,,,,1967-06-01,Operating,266,GT1 (16)
NY,Glenwood Landing Energy Center,7869,UGT012,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC (Owner)|National Grid Glenwood Energy Center LLC (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-06-01,Operating,470,GT4 (45)
NY,Glenwood Landing Energy Center,7869,UGT013,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Nassau County,NY059,059,Electric Utility,40.8275,-73.6478,National Grid Glenwood Energy Center LLC (Owner)|National Grid Glenwood Energy Center LLC (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,2002-06-01,Operating,476,GT5 (45)
NY,Vernon Boulevard,7909,VB01,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Queens County,NY081,081,Electric Utility,40.7539,-73.9506,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-15,Operating,430,VB01 (47)
NY,Vernon Boulevard,7909,VB02,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Queens County,NY081,081,Electric Utility,40.7539,-73.9506,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,455,VB02 (47)
NY,23rd and 3rd,7910,2301,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,NPCC,Kings County,NY047,047,Electric Utility,40.663,-74,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,505,1 (47)
NY,23rd and 3rd,7910,2302,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,NPCC,Kings County,NY047,047,Electric Utility,40.663,-74,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,505,"2 (47), 1 (47)"
NY,Brentwood,7912,BW01,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Suffolk County,NY103,103,Electric Utility,40.787,-73.2933,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,480,1 (47)
NY,Hell Gate,7913,HG01,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Bronx County,NY005,005,Electric Utility,40.7988,-73.9093,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,475,HG01 (47)
NY,Hell Gate,7913,HG02,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Bronx County,NY005,005,Electric Utility,40.7988,-73.9093,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-02,Operating,486,HG02 (47)
NY,Harlem River Yard,7914,HR01,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Bronx County,NY005,005,Electric Utility,40.7989,-73.9147,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,475,HR01 (47)
NY,Harlem River Yard,7914,HR02,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,,Bronx County,NY005,005,Electric Utility,40.7989,-73.9147,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-07-25,Operating,475,HR02 (47)
NY,North 1st,7915,NO1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,NPCC,Kings County,NY047,047,Electric Utility,40.7168,-73.9665,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-17,Operating,500,N01 (47)
NY,Roseton Generating LLC,8006,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS, RGGI",606640,2,NPCC,Orange County,NY071,071,Electric Utility,41.5711,-73.9747,Castleton Commodities International (CCI) (Owner)|Castleton Commodities International (CCI) (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Other,Cyclone,,1974-12-01,Operating,7031,1 (621)
NY,Roseton Generating LLC,8006,2,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, MATS, RGGI",606640,2,NPCC,Orange County,NY071,071,Electric Utility,41.5711,-73.9747,Castleton Commodities International (CCI) (Owner)|Castleton Commodities International (CCI) (Operator),Phase 2,,Tangentially-fired,Pipeline Natural Gas,Residual Oil,,Other,Cyclone,,1974-09-01,Operating,6987,2 (621)
NY,Holtsville Facility,8007,U00001,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,1 (56.7)
NY,Holtsville Facility,8007,U00002,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,1 (56.7)
NY,Holtsville Facility,8007,U00003,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,2 (56.7)
NY,Holtsville Facility,8007,U00004,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,2 (56.7)
NY,Holtsville Facility,8007,U00005,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,3 (56.7)
NY,Holtsville Facility,8007,U00006,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,3 (56.7)
NY,Holtsville Facility,8007,U00007,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,4 (56.7)
NY,Holtsville Facility,8007,U00008,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,4 (56.7)
NY,Holtsville Facility,8007,U00009,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,5 (56.7)
NY,Holtsville Facility,8007,U00010,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,5 (56.7)
NY,Holtsville Facility,8007,U00011,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,6 (56.7)
NY,Holtsville Facility,8007,U00012,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,6 (56.7)
NY,Holtsville Facility,8007,U00013,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,7 (56.7)
NY,Holtsville Facility,8007,U00014,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,7 (56.7)
NY,Holtsville Facility,8007,U00015,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,1974-07-01,Operating,416,8 (56.7)
NY,Holtsville Facility,8007,U00016,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,8 (56.7)
NY,Holtsville Facility,8007,U00017,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Dry Low NOx Burners,,,1974-07-01,Operating,416,9 (56.7)
NY,Holtsville Facility,8007,U00018,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,9 (56.7)
NY,Holtsville Facility,8007,U00019,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,10 (56.7)
NY,Holtsville Facility,8007,U00020,CP001,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",606257,2,,Suffolk County,NY103,103,Electric Utility,40.8153,-73.0664,National Grid Generation LLC (Owner)|National Grid Generation LLC (Operator),,,Combustion turbine,Diesel Oil,,,Water Injection,,,1974-07-01,Operating,416,10 (56.7)
NY,Pouch Terminal,8053,PT01,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",605253,2,NPCC,Richmond County,NY085,085,Electric Utility,40.6188,-74.069,New York Power Authority (Owner)|New York Power Authority (Operator),Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Selective Catalytic Reduction,,,2001-08-08,Operating,517,PT01 (47)
NY,Astoria Generating Station,8906,20,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,1953-01-01,Operating,2300,2 (200)
NY,Astoria Generating Station,8906,31RH,CP30,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,1958-09-01,Operating,3984,3 (376.2)
NY,Astoria Generating Station,8906,32SH,CP30,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Dry bottom wall-fired boiler,Pipeline Natural Gas,Diesel Oil,,,,,1958-09-01,Operating,3984,3 (376.2)
NY,Astoria Generating Station,8906,51RH,CP50,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,,,,1962-05-01,Operating,4094,ST5 (387.2)
NY,Astoria Generating Station,8906,52SH,CP50,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",Phase 2,,Tangentially-fired,Pipeline Natural Gas,Diesel Oil,,,,,1962-05-01,Operating,4094,ST5 (387.2)
NY,Astoria Generating Station,8906,CT0001,,2025,"RGGI, SIPNOX",601740,2,,Queens County,NY081,081,Electric Utility,40.7869,-73.9122,"Astoria Generating Company, LP (Owner)|Astoria Operating Services, Inc. (Operator)",,,Combustion turbine,Pipeline Natural Gas,,,,,,1967-07-01,Operating,243,1 (15)
NY,"RED-Rochester, LLC-Eastman Business Park",10025,4B,,2025,SIPNOX,610810,2,,Monroe County,NY055,055,Industrial Boiler,43.1969,-77.6289,"RED-Rochester, LLC (Owner)|RED-Rochester, LLC (Operator)",,,Tangentially-fired,Natural Gas,Diesel Oil,,,,,,Operating,776.2,44TG (25.6)
NY,"Castleton Power, LLC",10190,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2616,2,NPCC,Rensselaer County,NY083,083,Electric Utility,42.5375,-73.7433,"Castleton Power, LLC (Owner)|Castleton Energy Services (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1992-09-01,Operating,670,"GEN1 (47), GEN2 (25)"
NY,"Beaver Falls, LLC",10617,1,,2025,"CSNOX, CSOSG2E, CSSO2G1, RGGI",610340,2,,Lewis County,NY049,049,Cogeneration,43.8861,-75.4342,SBF LLC (Owner)|SBF LLC (Operator),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1995-01-01,Operating,812,"GEN2 (42.3), GEN1 (65.5)"
NY,Allegany Station No. 133,10619,00001,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2129,2,NPCC,Allegany County,NY003,003,Electric Utility,42.5083,-78.0661,Allegany Generating Station (Owner)|Allegany Generating Station (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,1996-02-13,Operating,540,"1 (42), 2 (25)"
NY,Carthage Energy,10620,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2129,2,NPCC,Jefferson County,NY045,045,Cogeneration,43.9842,-75.6225,"Carthage Energy, LLC (Owner)|Wood Group Power Operations, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1991-11-01,Operating,583,"GEN1 (41), GEN2 (22)"
NY,"Syracuse, LLC",10621,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",610340,2,NPCC,Onondaga County,NY067,067,Electric Utility,43.0667,-76.2246,SBF LLC (Owner)|SBF LLC (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-02-01,Operating,800,"GEN1 (65.5), GEN2 (37.2)"
NY,Selkirk Cogen Partners,10725,CTG101,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","609450 (Ended May 13, 2025), 611047 (Started May 13, 2025)",2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1992-04-17,Operating,1215,"GEN1 (95.2), GEN2 (12)"
NY,Selkirk Cogen Partners,10725,CTG201,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","609450 (Ended May 13, 2025), 611047 (Started May 13, 2025)",2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-09-01,Operating,1259,"GEN3 (95.2), GEN5 (148.4)"
NY,Selkirk Cogen Partners,10725,CTG301,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","609450 (Ended May 13, 2025), 611047 (Started May 13, 2025)",2,,Albany County,NY001,001,Cogeneration,42.5744,-73.8592,"Selkirk Cogen Partners, LP (Owner)|Selkirk Cogen Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction|Steam Injection,,,1994-09-01,Operating,1250,"GEN5 (148.4), GEN4 (95.5)"
NY,AG - Energy,10803,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2129,2,NPCC,St. Lawrence County,NY089,089,Electric Utility,44.7258,-75.4417,"AG Energy, LP (Owner)|AG Energy, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,1994-05-19,Operating,536,"GEN1 (45), GEN3 (26.9)"
NY,AG - Energy,10803,2,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2129,2,NPCC,St. Lawrence County,NY089,089,Electric Utility,44.7258,-75.4417,"AG Energy, LP (Owner)|AG Energy, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Selective Catalytic Reduction,,,1994-05-19,Operating,254,"GEN2 (23.6), GEN3 (26.9)"
NY,Bethpage Energy Center,50292,GT1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"TBG Cogen Partners (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1989-08-13,Operating,416,"GEN3 (16.2), GEN1 (33.7)"
NY,Bethpage Energy Center,50292,GT2,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"TBG Cogen Partners (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1989-08-13,Operating,416,"GEN3 (16.2), GEN2 (33.7)"
NY,Bethpage Energy Center,50292,GT3,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"CPN Bethpage 3rd Turbine, Inc. (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combustion turbine,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2002-07-01,Operating,545,GEN5 (60)
NY,Bethpage Energy Center,50292,GT4,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",3292,2,,Nassau County,NY059,059,Electric Utility,40.7469,-73.4994,"Bethpage Energy Center 3, LLC (Owner)|Calpine Operating Services Company, Inc. (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Water Injection|Selective Catalytic Reduction,,,2005-05-08,Operating,730,"GEN6 (60), GEN7 (36)"
NY,Cornell University Ithaca Campus,50368,CT1,,2025,SIPNOX,608878,2,,Tompkins County,NY109,109,Institutional,42.4428,-76.4764,Cornell University (Owner)|Cornell University (Operator),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,2009-12-18,Operating,270,"TG2 (5.7), TG1 (1.8), CT1 (15)"
NY,Cornell University Ithaca Campus,50368,CT2,,2025,SIPNOX,608878,2,,Tompkins County,NY109,109,Institutional,42.4428,-76.4764,Cornell University (Owner)|Cornell University (Operator),,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Selective Catalytic Reduction,,,2009-12-18,Operating,270,"CT2 (15), TG1 (1.8), TG2 (5.7)"
NY,Indeck-Silver Springs Energy Center,50449,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","2911 (Ended Aug 29, 2025), 604404 (Started Aug 29, 2025)",2,NPCC,Wyoming County,NY121,121,Cogeneration,42.6544,-78.0772,Indeck Energy Services of Silver Springs (Owner)|Indeck Energy Services of Silver Springs (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1991-06-01,Operating,673,"GEN1 (39.4), GEN2 (17.3)"
NY,Indeck-Oswego Energy Center,50450,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","2911 (Ended Aug 19, 2025), 2365 (Started Aug 19, 2025)",2,NPCC,Oswego County,NY075,075,Cogeneration,43.4682,-76.4965,Indeck-Oswego Limited Partnership (Owner)|Indeck-Oswego Limited Partnership (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1990-05-01,Operating,570,"GEN1 (41.3), GEN2 (16.3)"
NY,Indeck-Yerkes Energy Center,50451,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","2911 (Ended Aug 19, 2025), 2365 (Started Aug 19, 2025)",2,NPCC,Erie County,NY029,029,Cogeneration,42.9671,-78.9182,Indeck-Yerkes Limited Partnership (Owner)|Indeck-Yerkes Limited Partnership (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Steam Injection,,,1988-01-01,Operating,627,"GEN1 (40.7), GEN2 (19.4)"
NY,Indeck-Corinth Energy Center,50458,1,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI","2911 (Ended Aug 20, 2025), 603852 (Started Aug 20, 2025)",2,NPCC,Saratoga County,NY091,091,Cogeneration,43.25,-73.8125,Indeck-Corinth Limited Partnership (Owner)|Indeck-Corinth Limited Partnership (Operator),Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Dry Low NOx Burners|Water Injection|Selective Catalytic Reduction,,,1995-07-01,Operating,1279,"GEN2 (55), GEN1 (92)"
NY,Covanta Niagara,50472,BLR05,,2025,SIPNOX,607165,2,,Niagara County,NY063,063,Industrial Boiler,43.0839,-79.0056,"Covanta Niagara, LLC (Owner)",,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,,,,2014-07-25,Operating,273,
NY,Covanta Niagara,50472,R1B01,,2025,"RGGI, SIPNOX",607165,2,,Niagara County,NY063,063,Cogeneration,43.0839,-79.0056,"Covanta Niagara, LLC (Owner)|Covanta Niagara, LLC (Operator)",,,Dry bottom wall-fired boiler,Natural Gas,,,Selective Non-catalytic Reduction,,,1980-01-01,Operating,440,"GEN2 (25), GEN1 (25)"
NY,Covanta Niagara,50472,R1B02,,2025,"RGGI, SIPNOX",607165,2,,Niagara County,NY063,063,Cogeneration,43.0839,-79.0056,"Covanta Niagara, LLC (Owner)|Covanta Niagara, LLC (Operator)",,,Dry bottom wall-fired boiler,Pipeline Natural Gas,,,Selective Non-catalytic Reduction,,,1980-01-01,Operating,440,"GEN2 (25), GEN1 (25)"
NY,Sterling Power Plant,50744,00001,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",2129,2,NPCC,Oneida County,NY065,065,Cogeneration,43.0803,-75.6003,"Sterling Power Partners, LP (Owner)|Sterling Power Partners, LP (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,,,Steam Injection,,,1991-10-01,Operating,551,"GEN2 (16.5), GEN1 (47.7)"
NY,Carr Street Generating Station,50978,A,,2025,"ARP, CSNOX, CSOSG2E, CSSO2G1, RGGI",610477,2,,Onondaga County,NY067,067,Electric Utility,43.0611,-76.0819,"Carr Street Generating Station, LP (Owner)|Brookfield Renewable Energy Group (Operator)",Phase 2,,Combined cycle,Pipeline Natural Gas,Diesel Oil,,Water Injection|Ammonia Injection,,,1993-12-11,Operating,472,"GEN3 (27.8), GEN1 (48.8)"
